record,original_trial_index,dataset_prefix_candidate,filename_task_suffix_candidate,sample_rate_hz,cue_sample_index,cue_onset_time_s,cue_offset_estimate_s,cue_duration_s,cue_side,channel9_response_event_count_in_cue_interval,response_sample_index,response_marker_time_s,t_act_s,t_act_relative_to_cue_s,pre_response_endpoint_s,response_raw_at_edge,response_code_standardized,response_side,response_decode_status,response_declared_code,response_bout_code_sequence,response_analysis_window_start_s,response_analysis_window_end_s,response_analysis_window_start_sample_index,response_analysis_window_end_sample_index_exclusive,response_window_fully_observed,response_nonzero_sample_count_in_analysis_window,response_present_in_analysis_window,response_declared_code_sample_count_in_analysis_window,response_declared_code_time_in_analysis_window_s,analysis_window_observation_status,response_duration_s,response_bout_end_time_s,target_side,cue_response_direction_consistent,task_correct,task_correctness_status,task_correctness_source,response_latency_from_cue_s,cue_plus_3_deadline_time_s,cue_plus_3_deadline_covered,timely_response,timeliness_status,timeliness_source,direction_consistency_status,has_channel9_action_edge_in_cue_interval,response_marker_run_duration_s,response_minus_cue_onset_s,response_minus_cue_offset_s,target_schedule_proxy_s,marker_minus_schedule_proxy_s,marker_minus_cue_plus_2p0_s_sensitivity_only,marker_minus_cue_plus_2p2_s_sensitivity_only,target_onset_verified,reaction_time_s,reaction_time_status,t_act_status,direction_consistency_interpretation,cue_interval_action_marker_status
VisualCogA_Task-1,14,VisualCogA,1,256.0,35676,139.359375,139.5625,0.203125,1,1,36243,141.57421875,141.57421875,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,138.359375,144.359375,35420,36957,True,264,True,264,141.57421875,declared_response_code_observed,1.03125,142.60546875,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,142.359375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.03125,2.21484375,2.01171875,141.5625,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,15,VisualCogA,1,256.0,37789,147.61328125,147.81640625,0.203125,-1,1,38356,149.828125,149.828125,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,146.61328125,152.61328125,37533,39070,True,258,True,258,149.828125,declared_response_code_observed,1.0078125,150.8359375,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,150.61328125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.0078125,2.21484375,2.01171875,149.81640625,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,16,VisualCogA,1,256.0,39897,155.84765625,156.05078125,0.203125,1,1,40465,158.06640625,158.06640625,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,154.84765625,160.84765625,39641,41178,True,359,True,359,158.06640625,declared_response_code_observed,1.40234375,159.46875,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,158.84765625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.40234375,2.21875,2.015625,158.05078125,0.015625,0.21875,0.01875000000001137,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,17,VisualCogA,1,256.0,42110,164.4921875,164.6953125,0.203125,-1,1,42677,166.70703125,166.70703125,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,163.4921875,169.4921875,41854,43391,True,320,True,320,166.70703125,declared_response_code_observed,1.25,167.95703125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,167.4921875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.25,2.21484375,2.01171875,166.6953125,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,18,VisualCogA,1,256.0,44282,172.9765625,173.1796875,0.203125,-1,1,44849,175.19140625,175.19140625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,171.9765625,177.9765625,44026,45563,True,311,True,311,175.19140625,declared_response_code_observed,1.21484375,176.40625,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,175.9765625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.21484375,2.21484375,2.01171875,175.1796875,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,19,VisualCogA,1,256.0,46443,181.41796875,181.62109375,0.203125,1,1,47010,183.6328125,183.6328125,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,180.41796875,186.41796875,46187,47724,True,285,True,285,183.6328125,declared_response_code_observed,1.11328125,184.74609375,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,184.41796875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.11328125,2.21484375,2.01171875,183.62109375,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,20,VisualCogA,1,256.0,48579,189.76171875,189.96484375,0.203125,-1,1,49147,191.98046875,191.98046875,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,188.76171875,194.76171875,48323,49860,True,245,True,245,191.98046875,declared_response_code_observed,0.95703125,192.9375,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,192.76171875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.95703125,2.21875,2.015625,191.96484375,0.015625,0.21875,0.01875000000001137,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,21,VisualCogA,1,256.0,50676,197.953125,198.15625,0.203125,-1,1,51243,200.16796875,200.16796875,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,196.953125,202.953125,50420,51957,True,328,True,328,200.16796875,declared_response_code_observed,1.28125,201.44921875,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,200.953125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.28125,2.21484375,2.01171875,200.15625,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,22,VisualCogA,1,256.0,52856,206.46875,206.671875,0.203125,1,1,53423,208.68359375,208.68359375,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,205.46875,211.46875,52600,54137,True,293,True,293,208.68359375,declared_response_code_observed,1.14453125,209.828125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,209.46875,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.14453125,2.21484375,2.01171875,208.671875,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,23,VisualCogA,1,256.0,55001,214.84765625,215.05078125,0.203125,-1,1,55568,217.0625,217.0625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,213.84765625,219.84765625,54745,56282,True,282,True,282,217.0625,declared_response_code_observed,1.1015625,218.1640625,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,217.84765625,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.1015625,2.21484375,2.01171875,217.05078125,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,24,VisualCogA,1,256.0,57133,223.17578125,223.37890625,0.203125,-1,1,57700,225.390625,225.390625,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,222.17578125,228.17578125,56877,58414,True,329,True,329,225.390625,declared_response_code_observed,1.28515625,226.67578125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,226.17578125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.28515625,2.21484375,2.01171875,225.37890625,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,25,VisualCogA,1,256.0,59314,231.6953125,231.8984375,0.203125,1,1,59881,233.91015625,233.91015625,2.21484375,2.11484375,1.0,2,1,decoded_from_declared_channel_code,1.0,1,230.6953125,236.6953125,59058,60595,True,244,True,244,233.91015625,declared_response_code_observed,0.953125,234.86328125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,234.6953125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.953125,2.21484375,2.01171875,233.8984375,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,26,VisualCogA,1,256.0,61410,239.8828125,240.0859375,0.203125,1,1,61978,242.1015625,242.1015625,2.21875,2.11875,1.0,2,1,decoded_from_declared_channel_code,1.0,1,238.8828125,244.8828125,61154,62691,True,314,True,314,242.1015625,declared_response_code_observed,1.2265625,243.328125,1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,242.8828125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.2265625,2.21875,2.015625,242.0859375,0.015625,0.21875,0.01875000000001137,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,27,VisualCogA,1,256.0,63575,248.33984375,248.54296875,0.203125,-1,1,64142,250.5546875,250.5546875,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,247.33984375,253.33984375,63319,64856,True,239,True,239,250.5546875,declared_response_code_observed,0.93359375,251.48828125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,251.33984375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,0.93359375,2.21484375,2.01171875,250.54296875,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,28,VisualCogA,1,256.0,65663,256.49609375,256.69921875,0.203125,-1,1,66231,258.71484375,258.71484375,2.21875,2.11875,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,255.49609375,261.49609375,65407,66944,True,344,True,344,258.71484375,declared_response_code_observed,1.34375,260.05859375,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21875,259.49609375,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.34375,2.21875,2.015625,258.69921875,0.015625,0.21875,0.01875000000001137,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
VisualCogA_Task-1,29,VisualCogA,1,256.0,67860,265.078125,265.28125,0.203125,-1,1,68427,267.29296875,267.29296875,2.21484375,2.11484375,-1.0,-2,-1,decoded_from_declared_channel_code,-1.0,-1,264.078125,270.078125,67604,69141,True,265,True,265,267.29296875,declared_response_code_observed,1.03515625,268.328125,-1,1,1,correct_by_same_direction_rule,channel8_channel9_same_direction_user_rule,2.21484375,268.078125,True,1,response_within_cue_plus_3s_deadline,user_defined_channel9_onset_within_3s_after_channel8_cue,same_sign_correct_opposite_sign_incorrect,1,1.03515625,2.21484375,2.01171875,267.28125,0.01171875,0.21484375,0.014843750000011369,False,,unknown_no_independent_trial_target_onset,channel9_zero_to_nonzero_edge_per_reference_model,same_sign_is_correct_opposite_sign_is_incorrect_by_user_rule,channel9_edge_observed_in_cue_to_next_cue_interval
