时间_ms,条件,电极,第一问样条均值,实测ERP均值,模型拟合
132.8125,右提示,Fz,2.2729263618152773,2.4182127812615173,0.4872396478687292
132.8125,右提示,F4,3.4749617987848,3.493504945892903,-1.272258953869546
140.625,左提示,F3,-6.008796736398386,-6.410210344966359,-9.40012858512941
140.625,左提示,Fz,1.6340133438109241,0.8590090018851279,-4.547823054384824
140.625,左提示,F4,-1.6409835477239936,-2.1306010326809286,-7.713564982669275
140.625,右提示,F3,2.8973940211982385,2.8830512998619784,-4.329548892594291
140.625,右提示,Fz,2.3511718206131875,2.4464166008631025,-0.31654584703017224
140.625,右提示,F4,3.556210716086803,3.612564491462241,-2.201999233735064
148.4375,左提示,F3,-6.366515780712353,-6.339957190378104,-9.979965731638428
148.4375,左提示,Fz,1.6170974009591272,1.2033056872321066,-5.170615462141111
148.4375,左提示,F4,-1.7349124075843048,-1.8952465871722854,-8.427556681130584
148.4375,右提示,F3,3.0207700192215654,2.9120789090427226,-4.650333850002998
148.4375,右提示,Fz,2.4159859371681995,2.2386037646286794,-0.811662049201606
148.4375,右提示,F4,3.63544672200746,3.513855165947349,-2.7822308048185014
156.25,左提示,F3,-6.775604024886778,-6.362117848795321,-10.271160328649188
156.25,左提示,Fz,1.558644538788846,1.5882993576650306,-5.478445154409936
156.25,左提示,F4,-1.8592948329972896,-1.734308676895275,-8.735047185625154
156.25,右提示,F3,3.107814877941901,2.897055209594486,-4.7338637892641495
156.25,右提示,Fz,2.463437406624221,2.0438682433439053,-1.0518452942881218
156.25,右提示,F4,3.711589043664029,3.402741873805237,-3.0720291707649383
164.0625,左提示,F3,-7.232012584822539,-6.632457612764336,-10.331588576878042
164.0625,左提示,Fz,1.4623609983370853,1.87400033165826,-5.542767137492645
164.0625,左提示,F4,-2.0110869332481367,-1.6331914834612637,-8.726605261980264
164.0625,右提示,F3,3.1595061697558524,3.004020196748688,-4.626946527670493
164.0625,右提示,Fz,2.4961325642944128,2.157446082295236,-1.091963441157942
164.0625,右提示,F4,3.787896338470685,3.5675573842818125,-3.1338001018409924
171.875,左提示,F3,-7.717420834287785,-7.163903482663148,-10.212892278380775
171.875,左提示,Fz,1.3449996933240131,1.9739038940958609,-5.4276246747388335
171.875,左提示,F4,-2.1772677278785437,-1.6000352023452429,-8.482965698029027
171.875,右提示,F3,3.1882189870367084,3.303084324315614,-4.372685766092612
171.875,右提示,Fz,2.5256828309047883,2.631891420832743,-0.983161141171224
171.875,右提示,F4,3.873604487955407,4.097053251633754,-3.02485217535778
179.6875,左提示,F3,-8.212468027786967,-7.827537973200104,-9.951199497461255
179.6875,左提示,Fz,1.2242643741271997,1.9368452386123591,-5.170129101881972
179.6875,左提示,F4,-2.3440891098368795,-1.6298175586538517,-8.052650841008337
179.6875,右提示,F3,3.207159069178695,3.6928336406643876,-3.9986859338396634
179.6875,右提示,Fz,2.5643559144602377,3.2268740755375984,-0.7520444044167571
179.6875,右提示,F4,3.9783849915186273,4.774053370143106,-2.775102392926875
187.5,左提示,F3,-8.697793419824531,-8.510095955718654,-9.581082509446503
187.5,左提示,Fz,1.1178587911242162,1.80288710065548,-4.8074087573007604
187.5,左提示,F4,-2.4978029720715127,-1.760893406029771,-7.484130699947455
187.5,右提示,F3,3.2295321555760377,3.904162001428227,-3.534019677295089
187.5,右提示,Fz,2.624419522965648,3.5521229325433272,-0.4285712913763231
187.5,右提示,F4,4.111909348560782,5.195734057255997,-2.418784212866533
195.3125,左提示,F3,-9.154036264904931,-9.112450786682306,-9.148029152317086
195.3125,左提示,Fz,1.043486694692635,1.6335265553920828,-4.3822564476851475
195.3125,左提示,F4,-2.624661207530811,-1.9808114123966318,-6.837011754429042
195.3125,右提示,F3,3.268543985622959,3.8074348401950986,-3.0190715061171116
195.3125,右提示,Fz,2.71814136442591,3.477357158561877,-0.04929155841142678
195.3125,右提示,F4,4.283849058482306,5.2386743484136264,-2.0024997817026042
203.125,左提示,F3,-9.561835817532613,-9.659074125006583,-8.714021875314033
203.125,左提示,Fz,1.0188518352100273,1.4292322684313765,-3.9621712782492
203.125,左提示,F4,-2.710915709163144,-2.2615007666016984,-6.201710117539592
203.125,右提示,F3,3.337400298713686,3.529699722210063,-2.5134599609152706
203.125,右提示,Fz,2.857789146845912,3.207035195889907,0.32246946196165427
203.125,右提示,F4,4.503875620683631,5.1241400235298675,-1.6055367570403667
210.9375,左提示,F3,-9.901831332212032,-10.167063249770997,-8.317448345577498
210.9375,左提示,Fz,1.0616579630539642,1.247186601699617,-3.58431834142607
210.9375,左提示,F4,-2.7428183699168818,-2.5115513646413663,-5.627235989650034
210.9375,右提示,F3,3.449306834242437,3.383632585832706,-2.0505092424157354
210.9375,右提示,Fz,3.0556305782305415,3.0701429596495187,0.653318017896545
210.9375,右提示,F4,4.781660534565196,5.136940824949486,-1.2702561634877005
218.75,左提示,F3,-10.154662063447635,-10.566004077725543,-7.926406161980218
218.75,左提示,Fz,1.1896088286020183,1.1658555460807034,-3.21188930660017
218.75,左提示,F4,-2.706621082740389,-2.6626930148465666,-5.057073806727004
218.75,右提示,F3,3.617469331603443,3.5421445070779236,-1.5910351377777514
218.75,右提示,Fz,3.323933366584689,3.20360514163172,0.9809911863333166
218.75,右提示,F4,5.126875299527435,5.2908235748037855,-0.9452004515978958
226.5625,左提示,F3,-10.300967265743875,-10.673043383075072,-7.429679762814536
226.5625,左提示,Fz,1.420408182231761,1.3152182742558418,-2.7077257698684614
226.5625,左提示,F4,-2.588575740582039,-2.6575436334652816,-4.301745848562041
226.5625,右提示,F3,3.855093530190926,3.9800486826556813,-1.011376478598227
226.5625,右提示,Fz,3.6749652199132443,3.596934405889784,1.4423406535740435
226.5625,右提示,F4,5.549191414970783,5.509418328603365,-0.45728757703222767
234.375,左提示,F3,-10.321386193605198,-10.492717544207581,-6.722903998632305
234.375,左提示,Fz,1.7717597743207627,1.6742059179019677,-1.946594822777512
234.375,左提示,F4,-2.3749342363901977,-2.5430601338362715,-3.190179611584038
234.375,右提示,F3,4.175385169399108,4.472386277288355,-0.19983622584255134
234.375,右提示,Fz,4.120993846221093,4.15364938353706,2.160570346295489
234.375,右提示,F4,6.058280380295672,5.799284372711714,0.349701206363337
242.1875,左提示,F3,-10.19655819620488,-10.200483146179394,-5.81017227801338
242.1875,左提示,Fz,2.2613672601699992,2.161781319635116,-0.9346630586594438
242.1875,左提示,F4,-2.0519485406606153,-2.349764631952734,-1.7364702318681282
242.1875,右提示,F3,4.591549927471087,4.826040998955916,0.8341335542960028
242.1875,右提示,Fz,4.674286884329608,4.7926491145510095,3.130573494620884
242.1875,右提示,F4,6.663813635751046,6.292279301780222,1.4752633384664562
250.0,左提示,F3,-9.916336928074482,-9.967024454604,-4.843478971924401
250.0,左提示,Fz,2.897680299771036,2.6664557930390558,0.11733777756758591
250.0,左提示,F4,-1.6134184652486043,-2.101947791300829,-0.2290928541055935
250.0,右提示,F3,5.110841520748718,5.009221422081881,1.910657275888935
250.0,右提示,Fz,5.340378202780779,5.398020165970532,4.144893973996307
250.0,右提示,F4,7.369705288041329,6.969269300888821,2.6856369837256975
257.8125,左提示,F3,-9.505057551200212,-9.657538059114847,-4.041254375766384
257.8125,左提示,Fz,3.654518519071841,3.257164973406427,0.9116167783074992
257.8125,左提示,F4,-1.0813891360061323,-1.70953254645126,0.9245028308193809
257.8125,右提示,F3,5.71824040560618,5.287607449118189,2.772374273965426
257.8125,右提示,Fz,6.099602749410481,5.95911172054244,4.910413621350884
257.8125,右提示,F4,8.158324516520103,7.721671198894981,3.6499470085503933
265.625,左提示,F3,-8.99511949612989,-9.05849230138414,-3.573611723524974
265.625,左提示,Fz,4.497602539207602,4.0450759387470585,1.217255020561664
265.625,左提示,F4,-0.48451147460127286,-1.0782580253431422,1.4088233244656052
265.625,右提示,F3,6.39351794045815,5.917153937752344,3.2147598898439473
265.625,右提示,Fz,6.926402143165016,6.560544028024608,5.195821598066003
265.625,右提示,F4,9.007001739386784,8.479528658512983,4.105388890127399
273.4375,左提示,F3,-8.418922193411365,-8.151021485206083,-3.4852546285072052
273.4375,左提示,Fz,5.392652981313513,5.0874727099924,0.9991027513503182
273.4375,左提示,F4,0.14856359729790336,-0.17938938038105068,1.1671314436591902
273.4375,右提示,F3,7.116445483719302,6.859426866241173,3.18488602664495
273.4375,右提示,Fz,7.795218002990699,7.288404738416506,4.962206963434428
273.4375,右提示,F4,9.893067374840797,9.299471641491444,3.994776280527303
281.25,左提示,F3,-7.808865073592469,-7.240152089145902,-3.7171496994987483
281.25,左提示,Fz,6.305390466524769,6.1994834639483685,0.3729032785170656
281.25,左提示,F4,0.7891851580233165,0.7911055546361161,0.3498121854605369
281.25,右提示,F3,7.866794393804307,7.732607982026198,2.7593956382366507
281.25,右提示,Fz,8.680491947833843,8.059923095453716,4.319594441044136
281.25,右提示,F4,10.793851841081578,10.1650570986541,3.41906890117031
289.0625,左提示,F3,-7.197347567221035,-6.57941119905015,-4.160610424249913
289.0625,左提示,Fz,7.201535615976559,7.220274042375436,-0.4702165509354202
289.0625,左提示,F4,1.4087022859068945,1.630450997456673,-0.7890233442344996
289.0625,右提示,F3,8.624336029127843,8.346924420659027,2.084462484846391
289.0625,右提示,Fz,9.556665596640753,8.846568512511588,3.45745166162485
289.0625,右提示,F4,11.686685556308543,11.090236782345443,2.564393702250689
296.875,左提示,F3,-6.616769104844905,-6.265083335488238,-4.715192953630422
296.875,左提示,Fz,8.04680905080408,8.03176042904816,-1.369720579347137
296.875,左提示,F4,1.978464059280562,2.187416896759482,-2.0269915987379017
296.875,右提示,F3,9.368841748104579,8.852066204897111,1.2990717923154773
296.875,右提示,Fz,10.398180568357743,9.729637292316028,2.53683967271358
296.875,右提示,F4,12.548898938721125,12.113208467106254,1.5916938204220905
304.6875,左提示,F3,-6.09952911701191,-6.206700343547757,-5.3001715764893955
304.6875,左提示,Fz,8.806931392142523,8.629269278596139,-2.2022110568072666
304.6875,左提示,F4,2.469819556476244,2.467066566998268,-3.1909327232902873
304.6875,右提示,F3,10.080082909149194,9.525433445983442,0.5176753237105101
304.6875,右提示,Fz,11.179478481931126,10.78489518879932,1.6843610779283804
304.6875,右提示,F4,13.357822406518752,13.258407374081589,0.6318276176536892
312.5,左提示,F3,-5.678027034269892,-6.300795480146121,-5.8589995266196775
312.5,左提示,Fz,9.44762326112708,9.017461952188894,-2.8980582735906837
312.5,左提示,F4,2.85411785582587,2.576206219132993,-4.1766669228498055
312.5,右提示,F3,10.737830870676357,10.361744823675691,-0.1825248458662202
312.5,右提示,Fz,11.875000956307208,11.844135733405151,0.9709445145148592
312.5,右提示,F4,14.09078637790084,14.350205720136366,-0.23661649928977987
320.3125,左提示,F3,-5.38466228716668,-6.374288879367066,-6.344960514721685
320.3125,左提示,Fz,9.934605278892944,9.375319576178379,-3.4021932988997188
320.3125,左提示,F4,3.1027080356613634,2.758261007901633,-4.905303961243557
320.3125,右提示,F3,11.321856991100743,11.170179864254873,-0.7422949195403078
320.3125,右提示,Fz,12.459189610432299,12.68418229963605,0.4527808390887626
320.3125,右提示,F4,14.725121271066822,15.211371767940104,-0.9463428084652246
328.125,左提示,F3,-5.251834306250118,-6.32464992971609,-6.726047261303727
328.125,左提示,Fz,10.233598066575306,9.817388776349935,-3.6912524602074357
328.125,左提示,F4,3.186939174314647,3.065489802605933,-5.340575958766979
328.125,右提示,F3,11.811932628837022,11.739184237261188,-1.1283611544041685
328.125,右提示,Fz,12.90648606325271,13.171677422535979,0.15175545346901737
328.125,右提示,F4,15.238157504216126,15.739716560581698,-1.4632492035882538
335.9375,左提示,F3,-5.308751767932424,-6.117243376728065,-6.976653089506192
335.9375,左提示,Fz,10.313779981718998,10.304630959041667,-3.7453809397847144
335.9375,左提示,F4,3.081133771624693,3.315026776033326,-5.457398539572275
335.9375,右提示,F3,12.189438041185689,12.170452376576732,-1.3187221294284865
335.9375,右提示,Fz,13.193550686533193,13.444472820378937,0.08679714537477842
335.9375,右提示,F4,15.609135285129422,16.061652435328888,-1.755110893734658
343.75,左提示,F3,-5.5475308317993335,-5.893275857801101,-7.084532428761533
343.75,左提示,Fz,10.184525567630875,10.53351685559705,-3.57137149959103
343.75,左提示,F4,2.7941803524499043,3.193047882758056,-5.265527625314318
343.75,右提示,F3,12.454456934994807,12.704082113062396,-1.312871967279127
343.75,右提示,Fz,13.322836853552827,13.750457424937125,0.24831773618242853
343.75,右提示,F4,15.839496125469434,16.37745549473008,-1.8188801105302128
351.5625,左提示,F3,-5.936357001419484,-5.781542546578299,-7.039900437059866
351.5625,左提示,Fz,9.881142390690068,10.333915795224735,-3.1711779888695384
351.5625,左提示,F4,2.3572681029515303,2.645104883966215,-4.773569556651857
351.5625,右提示,F3,12.61913975875606,13.41416174221973,-1.114059218418019
351.5625,右提示,Fz,13.313438583728985,14.184897906181451,0.6326398857735334
351.5625,右提示,F4,15.945004958758268,16.75207859688929,-1.645618902576412
359.375,左提示,F3,-6.443016936094571,-5.878672585228476,-6.841125478866097
359.375,左提示,Fz,9.439370234326919,9.79239647111061,-2.564120287593002
359.375,左提示,F4,1.8019578869792063,1.8830444405644657,-4.011050651240703
359.375,右提示,F3,12.69583807332185,13.957182989487116,-0.7381266179351904
359.375,右提示,Fz,13.18472724058134,14.429136184131771,1.217105241139297
359.375,右提示,F4,15.941665442215683,16.868378971779045,-1.2469158571890349
367.1875,左提示,F3,-7.035297295126282,-6.110685873063921,-6.4844373485281706
367.1875,左提示,Fz,8.894948881971764,9.2729815901833,-1.7562576255429152
367.1875,左提示,F4,1.159810568382567,1.2640715912785758,-2.993769271002073
367.1875,右提示,F3,12.69690343954458,13.988294477378885,-0.19634990639829503
367.1875,右提示,Fz,12.956074187629564,14.127004867765383,1.993815911607468
367.1875,右提示,F4,15.845481233061447,16.463565113407714,-0.6203938239708562
375.0,左提示,F3,-7.680984737816302,-6.4393865418362015,-5.972397704826037
375.0,左提示,Fz,8.283618117054944,8.924064379053107,-0.7678331300585993
375.0,左提示,F4,0.46238701101124846,0.8461228223822639,-1.75258539914826
375.0,右提示,F3,12.634687418276645,13.43879983697122,0.4920914085958113
375.0,右提示,Fz,12.646850788393326,13.225875716491677,2.9394920774424476
375.0,右提示,F4,15.672455988515315,15.634647490357356,0.21861986308530743
382.8125,左提示,F3,-8.34786592346632,-6.9133771991682025,-5.305263772377513
382.8125,左提示,Fz,7.641117723006787,8.623964221619472,0.39493250126202123
382.8125,左提示,F4,-0.25875192128512126,0.40246559645726254,-0.3023780385674643
382.8125,右提示,F3,12.521541570370452,12.62497672074308,1.314996109032492
382.8125,右提示,Fz,12.276428406392295,12.074827482798339,4.0468924824641554
382.8125,右提示,F4,15.438593365797036,14.816037767079294,1.2694388807876944
390.625,左提示,F3,-9.00372751137803,-7.740595889541237,-4.490547739067587
390.625,左提示,Fz,7.003187483257642,8.034122924695085,1.710021761995048
390.625,左提示,F4,-0.9720453646569025,-0.37562245881394585,1.325948336610128
390.625,右提示,F3,12.369817456678419,11.911801756004925,2.2526935055656603
390.625,右提示,Fz,11.864178405146156,11.068673560611142,5.292079513458397
390.625,右提示,F4,15.15989702212639,14.295067648689798,2.5119007707942655
398.4375,左提示,F3,-9.616356160853112,-8.883805559882017,-3.5338001515221467
398.4375,左提示,Fz,6.405567181237841,7.10977446929347,3.169062114435396
398.4375,左提示,F4,-1.64593245525446,-1.4050303122131211,3.1174888222308765
398.4375,右提示,F3,12.191866638052929,11.611196568540885,3.2931209132466392
398.4375,右提示,Fz,11.429472148174572,10.503215246256403,6.667020646686485
398.4375,右提示,F4,14.85237061472313,14.149667988975676,3.940208577798341
406.25,左提示,F3,-10.153538531193263,-10.06639963285174,-2.448018418193969
406.25,左提示,Fz,5.883996600377719,6.070069442063684,4.747109482520323
406.25,左提示,F4,-2.248852329228166,-2.362363832276034,5.0406277752740944
406.25,右提示,F3,12.000040675346387,11.671828833565204,4.416831589561596
406.25,右提示,Fz,10.991680998997213,10.346340444097198,8.146205252297095
406.25,右提示,F4,14.532017800807008,14.186994679456353,5.528385050369281
414.0625,左提示,F3,-10.583061281700168,-10.975822573895027,-1.2437509742446065
414.0625,左提示,Fz,5.4742155241076205,5.251069383182327,6.4334795834230505
414.0625,左提示,F4,-2.749244122728376,-2.969418345197144,7.080337927014163
414.0625,右提示,F3,11.806691129411208,11.72843318173691,5.612484778023585
414.0625,右提示,Fz,10.570176321133761,10.282894346178168,9.720628339449929
414.0625,右提示,F4,14.2148422375978,14.129360079932933,7.265759334014942
421.875,左提示,F3,-10.872875427126527,-11.582891986786667,0.0613723123621734
421.875,左提示,Fz,5.2117881484552395,4.716101803806604,8.200750510177093
421.875,左提示,F4,-3.1156637155906237,-3.295233287953871,9.204435812964507
421.875,右提示,F3,11.624225291989921,11.336366085740144,6.861189328911185
421.875,右提示,Fz,10.184341527884097,9.911388740763986,11.363441356453022
421.875,右提示,F4,13.91691271419403,13.74307408172545,9.12154791784384
429.6875,左提示,F3,-11.00257600290336,-11.933585585165646,1.4531563549133624
429.6875,左提示,Fz,5.119838903473298,4.435968374032845,10.036890495840714
429.6875,左提示,F4,-3.324937877820071,-3.5094386081550253,11.3982029201952
429.6875,右提示,F3,11.468998797476392,10.56093167416617,8.152532509869287
429.6875,右提示,Fz,9.854413718197709,9.266879442423065,13.065266841671482
429.6875,右提示,F4,13.658912390185645,13.187891599524875,11.081847827546657
437.5,左提示,F3,-10.970913600400536,-12.103627204621889,2.9113280573896003
437.5,左提示,Fz,5.2010275842243665,4.323448353502794,11.913647972734111
437.5,左提示,F4,-3.3674998048727884,-3.738224874806928,13.629959200015298
437.5,右提示,F3,11.363862691137776,9.938351305310428,9.468575620078395
437.5,右提示,Fz,9.60203438763821,8.806342146502503,14.799083100054617
437.5,右提示,F4,13.469115517149872,12.864158305124398,13.11352611157499
445.3125,左提示,F3,-10.778423181702536,-12.043970081983707,4.420628581055536
445.3125,左提示,Fz,5.45610767224623,4.451652115044534,13.819898613284998
445.3125,左提示,F4,-3.2350501525272017,-3.851177039900641,15.88704275283743
445.3125,右提示,F3,11.33227307616692,10.088968625188407,10.800546717315719
445.3125,右提示,Fz,9.448975853563045,9.00687966577744,16.556836832185745
445.3125,右提示,F4,13.376503469040186,13.131705132583464,15.202634286388712
453.125,左提示,F3,-10.425639708893819,-11.71315506773493,5.960949644309177
453.125,左提示,Fz,5.88583264907666,4.851704144023176,15.729020798517144
453.125,左提示,F4,-2.9192895765617255,-3.68287178965628,18.140324442910114
453.125,右提示,F3,11.397686055756667,11.023439279515928,12.13233526649529
453.125,右提示,Fz,9.417010433329654,9.759422755067359,18.31323176188819
453.125,右提示,F4,13.410057619810065,13.852492455916378,17.317112814511052
460.9375,左提示,F3,-9.913098144058848,-10.97679113031033,7.5185327760900265
460.9375,左提示,Fz,6.490955996253439,5.6195681501815224,17.63298164808842
460.9375,左提示,F4,-2.411918732754776,-3.0773912268714327,20.381050224222665
460.9375,右提示,F3,11.583557733099857,12.251249754311214,13.457596705900867
460.9375,右提示,Fz,9.527910444295486,10.534928486165741,20.063226757086422
460.9375,右提示,F4,13.598759343412976,14.58698029829419,19.446010885991328
468.75,左提示,F3,-9.241333449282097,-9.80109997490724,9.075510038471505
468.75,左提示,Fz,7.272231195314354,6.738816352523807,19.508476103953196
468.75,左提示,F4,-1.7046382768847748,-2.0615739715723196,22.58406229472343
468.75,右提示,F3,11.913344211389337,13.211030301062607,14.76263223650498
468.75,右提示,Fz,9.803448203817986,10.89344737854346,21.784542335476527
468.75,右提示,F4,13.971590013802402,14.978743197618824,21.560713928477668
