Dataset,Condition,Channel,N_trials,TimeFromCue,ObservedERP,SplineFit,SplineFitValid
VisualCogA_Task-1,左条件,F3,29,-0.5546875,22.256729161121555,22.629623405113186,1
VisualCogA_Task-1,左条件,F3,29,-0.546875,21.6044379859362,22.471749677882336,1
VisualCogA_Task-1,左条件,F3,29,-0.5390625,21.6797208274294,22.319905233187086,1
VisualCogA_Task-1,左条件,F3,29,-0.53125,22.001481809005153,22.17129649779789,1
VisualCogA_Task-1,左条件,F3,29,-0.5234375,22.157173848570437,22.023129898485205,1
VisualCogA_Task-1,左条件,F3,29,-0.515625,21.85252595797261,21.872611862019482,1
VisualCogA_Task-1,左条件,F3,29,-0.5078125,21.42375986357254,21.716948815171175,1
VisualCogA_Task-1,左条件,F3,29,-0.5,20.92339111263578,21.55334718471073,1
VisualCogA_Task-1,左条件,F3,29,-0.4921875,20.524688061301966,21.379013397408613,1
VisualCogA_Task-1,左条件,F3,29,-0.484375,20.30361613343402,21.191153880035266,1
VisualCogA_Task-1,左条件,F3,29,-0.4765625,20.719293301564562,20.986975059361143,1
VisualCogA_Task-1,左条件,F3,29,-0.46875,21.68591648014504,20.763683362156712,1
VisualCogA_Task-1,左条件,F3,29,-0.4609375,22.586765558490782,20.51890238156482,1
VisualCogA_Task-1,左条件,F3,29,-0.453125,22.310038007052786,20.252755291122696,1
VisualCogA_Task-1,左条件,F3,29,-0.4453125,20.75618898224228,19.966292068675127,1
VisualCogA_Task-1,左条件,F3,29,-0.4375,18.820596660540584,19.660564211106976,1
VisualCogA_Task-1,左条件,F3,29,-0.4296875,17.828096593599412,19.336623215303064,1
VisualCogA_Task-1,左条件,F3,29,-0.421875,17.917164157898007,18.995520578148238,1
VisualCogA_Task-1,左条件,F3,29,-0.4140625,18.349581220266757,18.638307796527336,1
VisualCogA_Task-1,左条件,F3,29,-0.40625,18.23347139026247,18.266036367325206,1
VisualCogA_Task-1,左条件,F3,29,-0.3984375,17.633256065812315,17.879757787426684,1
VisualCogA_Task-1,左条件,F3,29,-0.390625,16.99634052369206,17.48052355371661,1
VisualCogA_Task-1,左条件,F3,29,-0.3828125,16.795783591190048,17.06938516307983,1
VisualCogA_Task-1,左条件,F3,29,-0.375,16.901283605133216,16.6473870983312,1
VisualCogA_Task-1,左条件,F3,29,-0.3671875,17.099251892421538,16.215420633828955,1
VisualCogA_Task-1,左条件,F3,29,-0.359375,17.005363465641974,15.774228212710899,1
VisualCogA_Task-1,左条件,F3,29,-0.3515625,16.434587690323497,15.324546139722713,1
VisualCogA_Task-1,左条件,F3,29,-0.34375,15.315871920878326,14.867110719610071,1
VisualCogA_Task-1,左条件,F3,29,-0.3359375,14.097284263226806,14.402658257118656,1
VisualCogA_Task-1,左条件,F3,29,-0.328125,13.208195674514439,13.93192505699415,1
VisualCogA_Task-1,左条件,F3,29,-0.3203125,12.794949860971261,13.455647423982223,1
VisualCogA_Task-1,左条件,F3,29,-0.3125,12.448266463266178,12.974561662828561,1
VisualCogA_Task-1,左条件,F3,29,-0.3046875,11.998177918679506,12.489404078278838,1
VisualCogA_Task-1,左条件,F3,29,-0.296875,11.456723378372942,12.000910975078735,1
VisualCogA_Task-1,左条件,F3,29,-0.2890625,10.950911042410688,11.509818925543842,1
VisualCogA_Task-1,左条件,F3,29,-0.28125,10.490742989265582,11.016973118212112,1
VisualCogA_Task-1,左条件,F3,29,-0.2734375,10.24458829279533,10.523493565564468,1
VisualCogA_Task-1,左条件,F3,29,-0.265625,10.088932412798178,10.030543085027054,1
VisualCogA_Task-1,左条件,F3,29,-0.2578125,9.826009580686016,9.539284494026008,1
VisualCogA_Task-1,左条件,F3,29,-0.25,9.401776286833543,9.050880609987484,1
VisualCogA_Task-1,左条件,F3,29,-0.2421875,9.107901654154027,8.566494250337621,1
VisualCogA_Task-1,左条件,F3,29,-0.234375,8.994722905409205,8.087288232502567,1
VisualCogA_Task-1,左条件,F3,29,-0.2265625,8.921813400972459,7.614425373908466,1
VisualCogA_Task-1,左条件,F3,29,-0.21875,8.640767441389078,7.1490684919814615,1
VisualCogA_Task-1,左条件,F3,29,-0.2109375,8.049670930545952,6.6923804041477,1
VisualCogA_Task-1,左条件,F3,29,-0.203125,6.961333881872541,6.245523927833325,1
VisualCogA_Task-1,左条件,F3,29,-0.1953125,5.393130300077155,5.809336945969314,1
VisualCogA_Task-1,左条件,F3,29,-0.1875,3.7019549496600246,5.382255872483267,1
VisualCogA_Task-1,左条件,F3,29,-0.1796875,2.620867919714274,4.9616407757875365,1
VisualCogA_Task-1,左条件,F3,29,-0.171875,2.5736502030883344,4.544846647192985,1
VisualCogA_Task-1,左条件,F3,29,-0.1640625,3.292714585775174,4.129228478010479,1
VisualCogA_Task-1,左条件,F3,29,-0.15625,3.942770913524774,3.7121412595508776,1
VisualCogA_Task-1,左条件,F3,29,-0.1484375,3.95782170382244,3.2909399831250488,1
VisualCogA_Task-1,左条件,F3,29,-0.140625,3.261230339998467,2.8629796400438545,1
VisualCogA_Task-1,左条件,F3,29,-0.1328125,2.2540039989269216,2.4256152216181586,1
VisualCogA_Task-1,左条件,F3,29,-0.125,1.4680965595426578,1.9762017191588253,1
VisualCogA_Task-1,左条件,F3,29,-0.1171875,1.2358472992351677,1.5120941239767176,1
VisualCogA_Task-1,左条件,F3,29,-0.109375,1.407912619261988,1.03073888510751,1
VisualCogA_Task-1,左条件,F3,29,-0.1015625,1.6214768040862546,0.5323561928971225,1
VisualCogA_Task-1,左条件,F3,29,-0.09375,1.4654886571825299,0.02037297416761885,1
VisualCogA_Task-1,左条件,F3,29,-0.0859375,0.749109267267469,-0.5016052158901667,1
VisualCogA_Task-1,左条件,F3,29,-0.078125,-0.4074170379097731,-1.029972822085402,1
VisualCogA_Task-1,左条件,F3,29,-0.0703125,-1.603566829015091,-1.5611242892272523,1
VisualCogA_Task-1,左条件,F3,29,-0.0625,-2.5270592775478966,-2.0914540621248854,1
VisualCogA_Task-1,左条件,F3,29,-0.0546875,-3.1043940827078,-2.617356585587469,1
VisualCogA_Task-1,左条件,F3,29,-0.046875,-3.5310674081572833,-3.135226304424169,1
VisualCogA_Task-1,左条件,F3,29,-0.0390625,-4.091899353098747,-3.6414576634441502,1
VisualCogA_Task-1,左条件,F3,29,-0.03125,-4.961918624769492,-4.132445107456581,1
VisualCogA_Task-1,左条件,F3,29,-0.0234375,-5.8907897378964735,-4.6045838236765935,1
VisualCogA_Task-1,左条件,F3,29,-0.015625,-6.417806526321013,-5.055630769058821,1
VisualCogA_Task-1,左条件,F3,29,-0.0078125,-6.410157243740036,-5.487523249339892,1
VisualCogA_Task-1,左条件,F3,29,0.0,-6.148591342108878,-5.90299806027898,1
VisualCogA_Task-1,左条件,F3,29,0.0078125,-5.846739873077992,-6.304791997635258,1
VisualCogA_Task-1,左条件,F3,29,0.015625,-5.573495219867095,-6.695641857167894,1
VisualCogA_Task-1,左条件,F3,29,0.0234375,-5.487408009697874,-7.078284434636064,1
VisualCogA_Task-1,左条件,F3,29,0.03125,-5.794318785995095,-7.4554565257989385,1
VisualCogA_Task-1,左条件,F3,29,0.0390625,-6.55131780141008,-7.829894926415691,1
VisualCogA_Task-1,左条件,F3,29,0.046875,-7.588915821740917,-8.204336432245489,1
VisualCogA_Task-1,左条件,F3,29,0.0546875,-8.529342964741769,-8.581517839047509,1
VisualCogA_Task-1,左条件,F3,29,0.0625,-9.063021688117919,-8.964175942580924,1
VisualCogA_Task-1,左条件,F3,29,0.0703125,-9.31625645657395,-9.354658170388241,1
VisualCogA_Task-1,左条件,F3,29,0.078125,-9.679108564759614,-9.751727773159594,1
VisualCogA_Task-1,左条件,F3,29,0.0859375,-10.343973431907312,-10.152216372483235,1
VisualCogA_Task-1,左条件,F3,29,0.09375,-11.156042311818629,-10.552936867508743,1
VisualCogA_Task-1,左条件,F3,29,0.1015625,-11.949317117874445,-10.950702157385699,1
VisualCogA_Task-1,左条件,F3,29,0.109375,-12.745718302506045,-11.342325141263686,1
VisualCogA_Task-1,左条件,F3,29,0.1171875,-13.556113028381336,-11.724618718292291,1
VisualCogA_Task-1,左条件,F3,29,0.125,-14.012820670500371,-12.094395787621089,1
VisualCogA_Task-1,左条件,F3,29,0.1328125,-13.679070510437272,-12.448469248399661,1
VisualCogA_Task-1,左条件,F3,29,0.140625,-12.600751615190495,-12.783651999777597,1
VisualCogA_Task-1,左条件,F3,29,0.1484375,-11.512270885142524,-13.096756940904472,1
VisualCogA_Task-1,左条件,F3,29,0.15625,-11.214884179920267,-13.384635678489744,1
VisualCogA_Task-1,左条件,F3,29,0.1640625,-11.834235202945349,-13.645862679890701,1
VisualCogA_Task-1,左条件,F3,29,0.171875,-12.805316192800106,-13.881385517573921,1
VisualCogA_Task-1,左条件,F3,29,0.1796875,-13.63388034550077,-14.092324715024557,1
VisualCogA_Task-1,左条件,F3,29,0.1875,-14.158992492550949,-14.279800795727766,1
VisualCogA_Task-1,左条件,F3,29,0.1953125,-14.50339654691379,-14.44493428316871,1
VisualCogA_Task-1,左条件,F3,29,0.203125,-14.830268338427587,-14.588845700832536,1
VisualCogA_Task-1,左条件,F3,29,0.2109375,-15.210143371323154,-14.712655572204415,1
VisualCogA_Task-1,左条件,F3,29,0.21875,-15.420204841694561,-14.8174844207695,1
VisualCogA_Task-1,左条件,F3,29,0.2265625,-15.318452076269347,-14.904452770012949,1
VisualCogA_Task-1,左条件,F3,29,0.234375,-15.163484848033399,-14.974681143419913,1
VisualCogA_Task-1,左条件,F3,29,0.2421875,-15.39394183903333,-15.029290076832595,1
VisualCogA_Task-1,左条件,F3,29,0.25,-15.911398475400333,-15.07060284095275,1
VisualCogA_Task-1,左条件,F3,29,0.2578125,-16.171124821899223,-15.105443546145434,1
VisualCogA_Task-1,左条件,F3,29,0.265625,-15.688718846600914,-15.141688924382933,1
VisualCogA_Task-1,左条件,F3,29,0.2734375,-14.661846103161519,-15.187215707637563,1
VisualCogA_Task-1,左条件,F3,29,0.28125,-13.783335844996964,-15.249900627881622,1
VisualCogA_Task-1,左条件,F3,29,0.2890625,-13.703825074896564,-15.337620417087415,1
VisualCogA_Task-1,左条件,F3,29,0.296875,-14.4581242929774,-15.45825180722724,1
VisualCogA_Task-1,左条件,F3,29,0.3046875,-15.612912845686534,-15.619671530273408,1
VisualCogA_Task-1,左条件,F3,29,0.3125,-16.473082125126354,-15.829756318198214,1
VisualCogA_Task-1,左条件,F3,29,0.3203125,-16.71656237236871,-16.096382902973964,1
VisualCogA_Task-1,左条件,F3,29,0.328125,-16.653282951219143,-16.42742801657296,1
VisualCogA_Task-1,左条件,F3,29,0.3359375,-16.943722973581195,-16.82979597945603,1
VisualCogA_Task-1,左条件,F3,29,0.34375,-17.69853443602888,-17.299086828263093,1
VisualCogA_Task-1,左条件,F3,29,0.3515625,-18.597120192580363,-17.823607513298015,1
VisualCogA_Task-1,左条件,F3,29,0.359375,-19.304274957371643,-18.391543433425703,1
VisualCogA_Task-1,左条件,F3,29,0.3671875,-19.699185474864098,-18.991079987511092,1
VisualCogA_Task-1,左条件,F3,29,0.375,-19.625425636620065,-19.610402574419098,1
VisualCogA_Task-1,左条件,F3,29,0.3828125,-19.262691822884396,-20.23769659301463,1
VisualCogA_Task-1,左条件,F3,29,0.390625,-19.142578791421876,-20.86114744216263,1
VisualCogA_Task-1,左条件,F3,29,0.3984375,-19.77184146356817,-21.468940520728005,1
VisualCogA_Task-1,左条件,F3,29,0.40625,-20.992326639844546,-22.04926122757567,1
VisualCogA_Task-1,左条件,F3,29,0.4140625,-22.376322010874514,-22.590294961570564,1
VisualCogA_Task-1,左条件,F3,29,0.421875,-23.540427938249287,-23.080305526881503,1
VisualCogA_Task-1,左条件,F3,29,0.4296875,-24.427434421423655,-23.51311147486883,1
VisualCogA_Task-1,左条件,F3,29,0.4375,-25.075614051000713,-23.891669460774118,1
VisualCogA_Task-1,左条件,F3,29,0.4453125,-25.636261447199168,-24.21978736885077,1
VisualCogA_Task-1,左条件,F3,29,0.453125,-26.00464361584957,-24.501273083352142,1
VisualCogA_Task-1,左条件,F3,29,0.4609375,-25.97262924225683,-24.73993448853163,1
VisualCogA_Task-1,左条件,F3,29,0.46875,-25.413647780367672,-24.939579468642624,1
VisualCogA_Task-1,左条件,F3,29,0.4765625,-24.59429058477283,-25.104015907938496,1
VisualCogA_Task-1,左条件,F3,29,0.484375,-23.81918696062403,-25.23705169067263,1
VisualCogA_Task-1,左条件,F3,29,0.4921875,-23.447644234779297,-25.342494701098413,1
VisualCogA_Task-1,左条件,F3,29,0.5,-23.601947041217297,-25.424152823469225,1
VisualCogA_Task-1,左条件,F3,29,0.5078125,-24.232365003907752,-25.48583394203845,1
VisualCogA_Task-1,左条件,F3,29,0.515625,-25.037539799543882,-25.53180315499305,1
VisualCogA_Task-1,左条件,F3,29,0.5234375,-25.752879470989303,-25.56841558606328,1
VisualCogA_Task-1,左条件,F3,29,0.53125,-26.072550568734933,-25.602623220782554,1
VisualCogA_Task-1,左条件,F3,29,0.5390625,-26.093733487273166,-25.64137809068913,1
VisualCogA_Task-1,左条件,F3,29,0.546875,-26.199787401629614,-25.691632227321282,1
VisualCogA_Task-1,左条件,F3,29,0.5546875,-26.700626685406665,-25.76033766221731,1
VisualCogA_Task-1,左条件,F3,29,0.5625,-27.179782599704737,-25.85444642691548,1
VisualCogA_Task-1,左条件,F3,29,0.5703125,-27.201863404170428,-25.980910552954068,1
VisualCogA_Task-1,左条件,F3,29,0.578125,-26.836374479886334,-26.146682071871364,1
VisualCogA_Task-1,左条件,F3,29,0.5859375,-26.721954800637047,-26.35871301520564,1
VisualCogA_Task-1,左条件,F3,29,0.59375,-27.104637731667186,-26.623955414495178,1
VisualCogA_Task-1,左条件,F3,29,0.6015625,-27.659469918468023,-26.948444548574507,1
VisualCogA_Task-1,左条件,F3,29,0.609375,-27.72115797171783,-27.324498359525634,1
VisualCogA_Task-1,左条件,F3,29,0.6171875,-27.188882426735784,-27.73387515643548,1
VisualCogA_Task-1,左条件,F3,29,0.625,-26.540885806703564,-28.158061617960204,1
VisualCogA_Task-1,左条件,F3,29,0.6328125,-26.495317386944485,-28.578544422755954,1
VisualCogA_Task-1,左条件,F3,29,0.640625,-27.085776805378487,-28.976810249478905,1
VisualCogA_Task-1,左条件,F3,29,0.6484375,-27.915375229514716,-29.33434577678522,1
VisualCogA_Task-1,左条件,F3,29,0.65625,-28.625699102686823,-29.63263768333105,1
VisualCogA_Task-1,左条件,F3,29,0.6640625,-29.329629818123458,-29.853172647772563,1
VisualCogA_Task-1,左条件,F3,29,0.671875,-29.981216582091687,-29.977437348765925,1
VisualCogA_Task-1,左条件,F3,29,0.6796875,-30.554847184874525,-29.98691846496728,1
VisualCogA_Task-1,左条件,F3,29,0.6875,-31.066490430336078,-29.86322193221529,1
VisualCogA_Task-1,左条件,F3,29,0.6953125,-31.541048944892804,-29.603211796128843,1
VisualCogA_Task-1,左条件,F3,29,0.703125,-31.52999534302353,-29.233841737780914,1
VisualCogA_Task-1,左条件,F3,29,0.7109375,-30.6894607009448,-28.785587064314996,1
VisualCogA_Task-1,左条件,F3,29,0.71875,-29.050930817331423,-28.288923082874597,1
VisualCogA_Task-1,左条件,F3,29,0.7265625,-27.367506792588383,-27.774325100603225,1
VisualCogA_Task-1,左条件,F3,29,0.734375,-26.39807303251923,-27.272268424644373,1
VisualCogA_Task-1,左条件,F3,29,0.7421875,-26.391554556343902,-26.813228362141547,1
VisualCogA_Task-1,左条件,F3,29,0.75,-26.571438340681958,-26.42768022023825,1
VisualCogA_Task-1,左条件,F3,29,0.7578125,-26.087609708847086,-26.14609930607798,1
VisualCogA_Task-1,左条件,F3,29,0.765625,-24.860489412735795,-25.998960926804248,1
VisualCogA_Task-1,左条件,F3,29,0.7734375,-23.95629028712613,-26.016740389560553,1
VisualCogA_Task-1,左条件,F3,29,0.78125,-24.260701227118126,-26.221495587561442,1
VisualCogA_Task-1,左条件,F3,29,0.7890625,-25.76417595829773,-26.588183064594862,1
VisualCogA_Task-1,左条件,F3,29,0.796875,-27.49872155150577,-27.075384863915097,1
VisualCogA_Task-1,左条件,F3,29,0.8046875,-28.64863406864713,-27.641666588514834,1
VisualCogA_Task-1,左条件,F3,29,0.8125,-28.91336525806976,-28.2455938413868,1
VisualCogA_Task-1,左条件,F3,29,0.8203125,-28.889094349799027,-28.845732225523676,1
VisualCogA_Task-1,左条件,F3,29,0.828125,-29.315379552569322,-29.40064734391818,1
VisualCogA_Task-1,左条件,F3,29,0.8359375,-30.524368675503492,-29.868904799563015,1
VisualCogA_Task-1,左条件,F3,29,0.84375,-31.821565193160534,-30.209070195450877,1
VisualCogA_Task-1,左条件,F3,29,0.8515625,-32.2961087811743,-30.379709134574476,1
VisualCogA_Task-1,左条件,F3,29,0.859375,-31.4588155779117,-30.339387219926508,1
VisualCogA_Task-1,左条件,F3,29,0.8671875,-29.86461798307533,-30.04870640174098,1
VisualCogA_Task-1,左条件,F3,29,0.875,-28.308807324606363,-29.50851432895238,1
VisualCogA_Task-1,左条件,F3,29,0.8828125,-27.35492843180623,-28.756551535280845,1
VisualCogA_Task-1,左条件,F3,29,0.890625,-26.848229642581114,-27.831922748008548,1
VisualCogA_Task-1,左条件,F3,29,0.8984375,-26.503419999306033,-26.773732694417664,1
VisualCogA_Task-1,左条件,F3,29,0.90625,-25.907920115631224,-25.62108610179036,1
VisualCogA_Task-1,左条件,F3,29,0.9140625,-24.891075429087397,-24.413087697408805,1
VisualCogA_Task-1,左条件,F3,29,0.921875,-23.385000451785466,-23.18884220855518,1
VisualCogA_Task-1,左条件,F3,29,0.9296875,-21.73849419861575,-21.987454362511645,1
VisualCogA_Task-1,左条件,F3,29,0.9375,-20.24729259004466,-20.848028886560382,1
VisualCogA_Task-1,左条件,F3,29,0.9453125,-19.241724727203188,-19.809670507983558,1
VisualCogA_Task-1,左条件,F3,29,0.953125,-18.565820960670003,-18.911426993632162,1
VisualCogA_Task-1,左条件,F3,29,0.9609375,-17.91955826675525,-18.176011260454267,1
VisualCogA_Task-1,左条件,F3,29,0.96875,-17.055417202782706,-17.587336826691043,1
VisualCogA_Task-1,左条件,F3,29,0.9765625,-16.37431716777344,-17.123682021675922,1
VisualCogA_Task-1,左条件,F3,29,0.984375,-16.27717053128898,-16.76332517474234,1
VisualCogA_Task-1,左条件,F3,29,0.9921875,-16.935485041673665,-16.484544615223726,1
VisualCogA_Task-1,左条件,F3,29,1.0,-17.835143652624364,-16.265618672453524,1
VisualCogA_Task-1,左条件,F3,29,1.0078125,-18.305913924959984,-16.084825675765167,1
VisualCogA_Task-1,左条件,F3,29,1.015625,-17.66370497968975,-15.92044395449209,1
VisualCogA_Task-1,左条件,F3,29,1.0234375,-16.111057240451927,-15.750751837967734,1
VisualCogA_Task-1,左条件,F3,29,1.03125,-14.591323110785973,-15.554027655525516,1
VisualCogA_Task-1,左条件,F3,29,1.0390625,-14.20002816628382,-15.308549736498898,1
VisualCogA_Task-1,左条件,F3,29,1.046875,-14.776292170261293,-14.995293954351048,1
VisualCogA_Task-1,左条件,F3,29,1.0546875,-15.387149992400493,-14.613809311491371,1
VisualCogA_Task-1,左条件,F3,29,1.0625,-15.100102000202064,-14.171464242683271,1
VisualCogA_Task-1,左条件,F3,29,1.0703125,-13.996721394144766,-13.675654449438294,1
VisualCogA_Task-1,左条件,F3,29,1.078125,-12.639326337467166,-13.133775633267994,1
VisualCogA_Task-1,左条件,F3,29,1.0859375,-11.686366011468369,-12.553223495683921,1
VisualCogA_Task-1,左条件,F3,29,1.09375,-11.002446779251727,-11.94139373819763,1
VisualCogA_Task-1,左条件,F3,29,1.1015625,-10.239217914550752,-11.305682062320672,1
VisualCogA_Task-1,左条件,F3,29,1.109375,-9.212452099962515,-10.653484169564596,1
VisualCogA_Task-1,左条件,F3,29,1.1171875,-8.352616325802272,-9.99219576144096,1
VisualCogA_Task-1,左条件,F3,29,1.125,-7.925911849488747,-9.329212539461313,1
VisualCogA_Task-1,左条件,F3,29,1.1328125,-8.138231488457034,-8.671803283440155,1
VisualCogA_Task-1,左条件,F3,29,1.140625,-8.6434040210593,-8.023804336860184,1
VisualCogA_Task-1,左条件,F3,29,1.1484375,-8.90088182486647,-7.385307668124139,1
VisualCogA_Task-1,左条件,F3,29,1.15625,-8.442031059636353,-6.756215788174442,1
VisualCogA_Task-1,左条件,F3,29,1.1640625,-7.613392179751768,-6.136431207953518,1
VisualCogA_Task-1,左条件,F3,29,1.171875,-6.696974323025772,-5.525856438403794,1
VisualCogA_Task-1,左条件,F3,29,1.1796875,-5.762026009608103,-4.924393990467693,1
VisualCogA_Task-1,左条件,F3,29,1.1875,-4.662896743309557,-4.33194637508764,1
VisualCogA_Task-1,左条件,F3,29,1.1953125,-3.8368518732359584,-3.7484161032060594,1
VisualCogA_Task-1,左条件,F3,29,1.203125,-3.586461141101378,-3.173705685765377,1
VisualCogA_Task-1,左条件,F3,29,1.2109375,-3.7478868167940838,-2.607717633708014,1
VisualCogA_Task-1,左条件,F3,29,1.21875,-3.3900579135453897,-2.0503555587147426,1
VisualCogA_Task-1,左条件,F3,29,1.2265625,-2.079481438619378,-1.5026194078556916,1
VisualCogA_Task-1,左条件,F3,29,1.234375,-0.10670266676671772,-0.9686627435529287,1
VisualCogA_Task-1,左条件,F3,29,1.2421875,1.6379482502835008,-0.45320270626000125,1
VisualCogA_Task-1,左条件,F3,29,1.25,2.753815029750983,0.03904356356954297,1
VisualCogA_Task-1,左条件,F3,29,1.2578125,3.1074103477380803,0.5033589254821569,1
VisualCogA_Task-1,左条件,F3,29,1.265625,3.004842651772062,0.9350262390242918,1
VisualCogA_Task-1,左条件,F3,29,1.2734375,2.581354468082946,1.3293283637424018,1
VisualCogA_Task-1,左条件,F3,29,1.28125,2.0137456203827835,1.6815481591829378,1
VisualCogA_Task-1,左条件,F3,29,1.2890625,1.2293356406263172,1.9869684848923534,1
VisualCogA_Task-1,左条件,F3,29,1.296875,0.5210567540751293,2.2408722004171002,1
VisualCogA_Task-1,左条件,F3,29,1.3046875,0.05611654357273049,2.438542165303631,1
VisualCogA_Task-1,左条件,F3,29,1.3125,-0.011778470738647684,2.576058265234687,1
VisualCogA_Task-1,左条件,F3,29,1.3203125,0.23647327992898484,2.656310372361729,1
VisualCogA_Task-1,左条件,F3,29,1.328125,1.074173332121563,2.685641625038154,1
VisualCogA_Task-1,左条件,F3,29,1.3359375,2.44801720113848,2.670422152299921,1
VisualCogA_Task-1,左条件,F3,29,1.34375,3.9883048930692357,2.617022083182986,1
