heldout_record,condition,trial_index,true_label,score_right_minus_left,predicted_label,correct,feature_count,feature_windows_ms,training_records
VisualCogA_Task-1,right,21,right,-0.07070332872647414,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-2;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-1,right,22,right,0.05094089414034767,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-2;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-1,right,23,right,-0.02859713301593974,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-2;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-1,right,24,right,0.007909139109505076,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-2;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,0,left,-0.002690876254259811,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,1,left,0.2487178308127026,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,2,left,-0.03490376163297116,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,3,left,0.34981497070629464,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,4,left,0.08519488464317991,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,5,left,0.5812358601935501,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,6,left,0.2188563117884132,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,7,left,0.25411490196867476,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,8,left,-0.016762715948996976,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,9,left,0.6096529509268256,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,10,left,0.1573337595153681,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,11,left,0.34509156953296793,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,12,left,0.2381040532690635,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,13,left,0.13576858448727622,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,14,left,0.1020044015024442,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,15,left,0.22220004465169338,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,16,left,0.17477367795325455,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,17,left,0.2124807099472928,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,18,left,0.0473939280607548,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,19,left,0.07576739597490437,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,20,left,0.32781832482101175,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,21,left,-0.03562018606625791,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,22,left,0.5589386357159313,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,23,left,0.4052467866430691,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,24,left,0.16143324204736922,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,25,left,0.004510711635131231,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,26,left,-0.06130611656659306,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,27,left,0.10033777344173117,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,28,left,0.41393210860190527,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,29,left,-0.07543185105195395,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,30,left,-0.09359971811449638,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,31,left,0.05814151398407444,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,32,left,0.1346114667335603,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,33,left,-0.627506254207336,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,34,left,0.2688299014031248,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,35,left,0.6350460704997809,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,36,left,0.15146150331185154,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,37,left,0.5274904103502811,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,38,left,-0.021970749286965352,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,39,left,0.2726037848890536,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,40,left,0.14423297104712668,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,41,left,0.2665901068617087,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,42,left,0.13645799894843932,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,43,left,-0.05976516087890712,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,left,44,left,-0.09708020941117729,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,0,right,-0.23235124753184905,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,1,right,0.21792708428749336,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,2,right,0.06372457823940322,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,3,right,0.11984301206974032,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,4,right,0.25820446253608154,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,5,right,0.5737831438537359,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,6,right,-0.3829555122894995,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,7,right,0.15074264002519255,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,8,right,-0.05778768385557118,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,9,right,-0.14334820786492591,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,10,right,-0.05056101333749717,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,11,right,0.27325792838346813,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,12,right,0.26209378462467514,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,13,right,0.3109067466728842,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,14,right,0.05449232085721373,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,15,right,0.5563410172465997,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,16,right,0.4273599966238058,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,17,right,-0.5340669824608426,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,18,right,0.03398802538475077,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,19,right,0.14706346477809448,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,20,right,0.480327829358839,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,21,right,-0.47943915537219706,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,22,right,0.04888533994389881,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,23,right,0.44040031416682696,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,24,right,0.2194915459423424,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,25,right,0.45583909217150986,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,26,right,-0.01246940433148028,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,27,right,-0.013570532853789499,left,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,28,right,0.058430948906565035,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,29,right,0.27641969638656405,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,30,right,0.02748407156612753,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,31,right,0.32250272085908305,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,32,right,0.1117284781626929,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,33,right,1.0499951809031047,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogA_Task-2,right,34,right,0.19287355181396637,right,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogB_Task-1;VisualCogB_Task-2
VisualCogB_Task-1,left,0,left,-0.18282912519496855,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,1,left,-0.1677164337963471,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,2,left,0.21914872865813134,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,3,left,-0.2308688342037657,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,4,left,0.18927495908181582,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,5,left,-0.5723909221971274,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,6,left,-0.03249958430744082,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,7,left,0.010996632928780012,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,8,left,-0.574378949581655,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,9,left,0.27397519701828793,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,10,left,-0.3075224009112631,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,11,left,-0.8442597995217983,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,12,left,0.32056422488041875,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,13,left,0.22801509429350172,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,14,left,0.525309981223399,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,15,left,1.2276945665564194,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,16,left,-0.7516571832609887,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,17,left,0.011328456337381889,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,18,left,6.262193456731517,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,19,left,-0.3209858290639206,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,20,left,0.29334608522005556,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,21,left,-1.9314224011442684,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,22,left,3.1913790236848016,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,23,left,0.23524135742764443,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,24,left,-0.7365951298393936,left,True,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
VisualCogB_Task-1,left,25,left,0.40206427043136683,right,False,9,"[100,250);[250,500);[500,800)",VisualCogA_Task-1;VisualCogA_Task-2;VisualCogB_Task-2
