record,original_trial_index,cue_time_s,response_time_s,endpoint_time_s,endpoint_status,window_duration_s,cue_side,response_code,q1_trial_index,q1_final_drop,eeg_quality
VisualCogA_Task-1,86,741.83203125,744.05078125,743.95078125,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-1,87,750.3359375,752.55078125,752.45078125,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogA_Task-1,88,758.6328125,760.8515625,760.7515625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-1,89,766.94921875,769.1640625,769.0640625,marker_minus_100ms,2.1171875,1,2,48.0,0,retained_by_q1
VisualCogA_Task-1,90,775.19921875,777.41796875,777.31796875,marker_minus_100ms,2.12109375,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-1,91,783.8125,786.02734375,785.92734375,marker_minus_100ms,2.1171875,1,2,50.0,0,retained_by_q1
VisualCogA_Task-1,92,792.015625,794.234375,794.134375,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-1,93,800.55078125,802.765625,802.665625,marker_minus_100ms,2.1171875,1,2,51.0,0,retained_by_q1
VisualCogA_Task-1,94,809.03515625,811.25390625,811.15390625,marker_minus_100ms,2.12109375,-1,-2,52.0,0,retained_by_q1
VisualCogA_Task-1,95,817.5234375,819.73828125,819.63828125,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogA_Task-1,96,825.7109375,827.9296875,827.8296875,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-1,97,833.85546875,836.0703125,835.9703125,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,98,842.26171875,844.48046875,844.38046875,marker_minus_100ms,2.12109375,-1,-2,,1,excluded_by_q1
VisualCogA_Task-1,99,850.84375,853.05859375,852.95859375,marker_minus_100ms,2.1171875,1,2,53.0,0,retained_by_q1
VisualCogA_Task-2,0,20.05078125,22.26953125,22.16953125,marker_minus_100ms,2.12109375,1,-2,0.0,0,retained_by_q1
VisualCogA_Task-2,1,28.9765625,31.19140625,31.09140625,marker_minus_100ms,2.1171875,-1,-2,1.0,0,retained_by_q1
VisualCogA_Task-2,2,38.1953125,40.41015625,40.31015625,marker_minus_100ms,2.1171875,-1,-2,2.0,0,retained_by_q1
VisualCogA_Task-2,3,46.9296875,49.14453125,49.04453125,marker_minus_100ms,2.1171875,-1,-2,3.0,0,retained_by_q1
VisualCogA_Task-2,4,55.68359375,57.8984375,57.7984375,marker_minus_100ms,2.1171875,1,-2,4.0,0,retained_by_q1
VisualCogA_Task-2,5,64.37109375,66.5859375,66.4859375,marker_minus_100ms,2.1171875,-1,2,5.0,0,retained_by_q1
VisualCogA_Task-2,6,72.94921875,75.16796875,75.06796875,marker_minus_100ms,2.12109375,1,-2,6.0,0,retained_by_q1
VisualCogA_Task-2,7,81.5,83.71484375,83.61484375,marker_minus_100ms,2.1171875,1,-2,7.0,0,retained_by_q1
VisualCogA_Task-2,8,90.0625,92.28125,92.18125,marker_minus_100ms,2.12109375,-1,2,8.0,0,retained_by_q1
VisualCogA_Task-2,9,98.97265625,101.1875,101.0875,marker_minus_100ms,2.1171875,-1,-2,9.0,0,retained_by_q1
VisualCogA_Task-2,10,107.55078125,109.765625,109.665625,marker_minus_100ms,2.1171875,1,2,10.0,0,retained_by_q1
VisualCogA_Task-2,11,116.25390625,118.47265625,118.37265625,marker_minus_100ms,2.12109375,1,-2,11.0,0,retained_by_q1
VisualCogA_Task-2,12,124.8828125,127.09765625,126.99765625,marker_minus_100ms,2.1171875,1,-2,12.0,0,retained_by_q1
VisualCogA_Task-2,13,133.4609375,135.6796875,135.5796875,marker_minus_100ms,2.12109375,-1,-2,13.0,0,retained_by_q1
VisualCogA_Task-2,14,142.24609375,144.4609375,144.3609375,marker_minus_100ms,2.1171875,-1,2,14.0,0,retained_by_q1
VisualCogA_Task-2,15,151.16796875,153.38671875,153.28671875,marker_minus_100ms,2.12109375,-1,2,15.0,0,retained_by_q1
VisualCogA_Task-2,16,159.93359375,162.15234375,162.05234375,marker_minus_100ms,2.12109375,1,-2,16.0,0,retained_by_q1
VisualCogA_Task-2,17,168.609375,170.82421875,170.72421875,marker_minus_100ms,2.1171875,1,2,17.0,0,retained_by_q1
VisualCogA_Task-2,18,177.421875,179.640625,179.540625,marker_minus_100ms,2.12109375,-1,2,18.0,0,retained_by_q1
VisualCogA_Task-2,19,185.91015625,188.125,188.025,marker_minus_100ms,2.1171875,-1,2,19.0,0,retained_by_q1
VisualCogA_Task-2,20,194.61328125,196.828125,196.728125,marker_minus_100ms,2.1171875,1,-2,20.0,0,retained_by_q1
VisualCogA_Task-2,21,203.14453125,205.36328125,205.26328125,marker_minus_100ms,2.12109375,-1,-2,21.0,0,retained_by_q1
VisualCogA_Task-2,22,211.8203125,214.03515625,213.93515625,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogA_Task-2,23,220.3828125,222.6015625,222.5015625,marker_minus_100ms,2.12109375,1,-2,22.0,0,retained_by_q1
VisualCogA_Task-2,24,229.02734375,231.2421875,231.1421875,marker_minus_100ms,2.1171875,-1,2,23.0,0,retained_by_q1
VisualCogA_Task-2,25,237.48046875,239.69921875,239.59921875,marker_minus_100ms,2.12109375,-1,2,24.0,0,retained_by_q1
VisualCogA_Task-2,26,245.984375,248.19921875,248.09921875,marker_minus_100ms,2.1171875,1,2,25.0,0,retained_by_q1
VisualCogA_Task-2,27,254.61328125,256.828125,256.728125,marker_minus_100ms,2.1171875,1,2,26.0,0,retained_by_q1
VisualCogA_Task-2,28,263.30078125,265.515625,265.415625,marker_minus_100ms,2.1171875,1,2,27.0,0,retained_by_q1
VisualCogA_Task-2,29,272.20703125,274.421875,274.321875,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,30,281.01953125,283.23828125,283.13828125,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,31,289.4921875,291.70703125,291.60703125,marker_minus_100ms,2.1171875,-1,2,28.0,0,retained_by_q1
VisualCogA_Task-2,32,297.8984375,300.1171875,300.0171875,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-2,33,306.46484375,308.6796875,308.5796875,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,34,315.19921875,317.4140625,317.3140625,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,35,323.88671875,326.10546875,326.00546875,marker_minus_100ms,2.12109375,1,2,29.0,0,retained_by_q1
VisualCogA_Task-2,36,332.3125,334.52734375,334.42734375,marker_minus_100ms,2.1171875,1,2,30.0,0,retained_by_q1
VisualCogA_Task-2,37,340.90625,343.125,343.025,marker_minus_100ms,2.12109375,-1,2,31.0,0,retained_by_q1
VisualCogA_Task-2,38,349.56640625,351.78515625,351.68515625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-2,39,358.42578125,360.64453125,360.54453125,marker_minus_100ms,2.12109375,-1,2,32.0,0,retained_by_q1
VisualCogA_Task-2,40,366.9453125,369.16015625,369.06015625,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,41,375.7109375,377.9296875,377.8296875,marker_minus_100ms,2.12109375,-1,-2,33.0,0,retained_by_q1
VisualCogA_Task-2,42,384.27734375,386.4921875,386.3921875,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,43,392.85546875,395.07421875,394.97421875,marker_minus_100ms,2.12109375,-1,2,34.0,0,retained_by_q1
VisualCogA_Task-2,44,401.73046875,403.94921875,403.84921875,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,45,410.171875,412.390625,412.290625,marker_minus_100ms,2.12109375,-1,-2,35.0,0,retained_by_q1
VisualCogA_Task-2,46,418.75390625,420.96875,420.86875,marker_minus_100ms,2.1171875,-1,2,36.0,0,retained_by_q1
VisualCogA_Task-2,47,427.20703125,429.42578125,429.32578125,marker_minus_100ms,2.12109375,-1,-2,37.0,0,retained_by_q1
VisualCogA_Task-2,48,435.94140625,438.16015625,438.06015625,marker_minus_100ms,2.12109375,1,-2,38.0,0,retained_by_q1
VisualCogA_Task-2,49,444.6796875,446.8984375,446.7984375,marker_minus_100ms,2.12109375,1,-2,39.0,0,retained_by_q1
VisualCogA_Task-2,50,453.40234375,455.6171875,455.5171875,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,51,462.08984375,464.3046875,464.2046875,marker_minus_100ms,2.1171875,1,2,40.0,0,retained_by_q1
VisualCogA_Task-2,52,470.48046875,472.69921875,472.59921875,marker_minus_100ms,2.12109375,1,-2,41.0,0,retained_by_q1
VisualCogA_Task-2,53,479.15625,481.37109375,481.27109375,marker_minus_100ms,2.1171875,-1,2,42.0,0,retained_by_q1
VisualCogA_Task-2,54,487.796875,490.015625,489.915625,marker_minus_100ms,2.12109375,-1,2,43.0,0,retained_by_q1
VisualCogA_Task-2,55,496.31640625,498.53125,498.43125,marker_minus_100ms,2.1171875,1,2,44.0,0,retained_by_q1
VisualCogA_Task-2,56,504.98828125,507.20703125,507.10703125,marker_minus_100ms,2.12109375,1,-2,45.0,0,retained_by_q1
VisualCogA_Task-2,57,513.6796875,515.89453125,515.79453125,marker_minus_100ms,2.1171875,1,2,46.0,0,retained_by_q1
VisualCogA_Task-2,58,522.4140625,524.6328125,524.5328125,marker_minus_100ms,2.12109375,1,-2,47.0,0,retained_by_q1
VisualCogA_Task-2,59,531.1171875,533.3359375,533.2359375,marker_minus_100ms,2.12109375,1,-2,,1,excluded_by_q1
VisualCogA_Task-2,60,539.85546875,542.0703125,541.9703125,marker_minus_100ms,2.1171875,-1,2,48.0,0,retained_by_q1
VisualCogA_Task-2,61,548.60546875,550.82421875,550.72421875,marker_minus_100ms,2.12109375,1,-2,,1,excluded_by_q1
VisualCogA_Task-2,62,557.140625,559.35546875,559.25546875,marker_minus_100ms,2.1171875,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,63,565.734375,567.953125,567.853125,marker_minus_100ms,2.12109375,-1,-2,49.0,0,retained_by_q1
VisualCogA_Task-2,64,574.31640625,576.53125,576.43125,marker_minus_100ms,2.1171875,1,2,50.0,0,retained_by_q1
VisualCogA_Task-2,65,582.81640625,585.03515625,584.93515625,marker_minus_100ms,2.12109375,-1,-2,51.0,0,retained_by_q1
VisualCogA_Task-2,66,591.3515625,593.56640625,593.46640625,marker_minus_100ms,2.1171875,1,2,52.0,0,retained_by_q1
VisualCogA_Task-2,67,599.8515625,602.06640625,601.96640625,marker_minus_100ms,2.1171875,1,-2,,1,excluded_by_q1
VisualCogA_Task-2,68,608.6015625,610.8203125,610.7203125,marker_minus_100ms,2.12109375,-1,-2,53.0,0,retained_by_q1
VisualCogA_Task-2,69,617.38671875,619.6015625,619.5015625,marker_minus_100ms,2.1171875,-1,-2,54.0,0,retained_by_q1
VisualCogA_Task-2,70,625.94921875,628.16796875,628.06796875,marker_minus_100ms,2.12109375,1,-2,55.0,0,retained_by_q1
VisualCogA_Task-2,71,634.421875,636.63671875,636.53671875,marker_minus_100ms,2.1171875,1,-2,56.0,0,retained_by_q1
VisualCogA_Task-2,72,642.8125,645.02734375,644.92734375,marker_minus_100ms,2.1171875,1,2,57.0,0,retained_by_q1
VisualCogA_Task-2,73,651.51953125,653.734375,653.634375,marker_minus_100ms,2.1171875,1,-2,58.0,0,retained_by_q1
VisualCogA_Task-2,74,660.17578125,662.390625,662.290625,marker_minus_100ms,2.1171875,-1,2,59.0,0,retained_by_q1
VisualCogA_Task-2,75,668.69140625,670.91015625,670.81015625,marker_minus_100ms,2.12109375,-1,-2,60.0,0,retained_by_q1
VisualCogA_Task-2,76,677.5078125,679.72265625,679.62265625,marker_minus_100ms,2.1171875,-1,2,61.0,0,retained_by_q1
VisualCogA_Task-2,77,686.0078125,688.2265625,688.1265625,marker_minus_100ms,2.12109375,1,2,,1,excluded_by_q1
VisualCogA_Task-2,78,694.85546875,697.0703125,696.9703125,marker_minus_100ms,2.1171875,-1,2,62.0,0,retained_by_q1
VisualCogA_Task-2,79,703.30859375,705.5234375,705.4234375,marker_minus_100ms,2.1171875,1,-2,,1,excluded_by_q1
VisualCogA_Task-2,80,712.08984375,714.30859375,714.20859375,marker_minus_100ms,2.12109375,-1,2,63.0,0,retained_by_q1
VisualCogA_Task-2,81,720.671875,722.88671875,722.78671875,marker_minus_100ms,2.1171875,1,-2,64.0,0,retained_by_q1
VisualCogA_Task-2,82,729.375,731.59375,731.49375,marker_minus_100ms,2.12109375,1,2,65.0,0,retained_by_q1
VisualCogA_Task-2,83,737.98828125,740.203125,740.103125,marker_minus_100ms,2.1171875,-1,2,66.0,0,retained_by_q1
VisualCogA_Task-2,84,746.51953125,748.73828125,748.63828125,marker_minus_100ms,2.12109375,1,2,67.0,0,retained_by_q1
VisualCogA_Task-2,85,755.1640625,757.37890625,757.27890625,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogA_Task-2,86,763.5546875,765.7734375,765.6734375,marker_minus_100ms,2.12109375,-1,-2,68.0,0,retained_by_q1
VisualCogA_Task-2,87,772.15234375,774.3671875,774.2671875,marker_minus_100ms,2.1171875,1,2,69.0,0,retained_by_q1
VisualCogA_Task-2,88,780.48046875,782.69921875,782.59921875,marker_minus_100ms,2.12109375,-1,2,70.0,0,retained_by_q1
VisualCogA_Task-2,89,789.0625,791.27734375,791.17734375,marker_minus_100ms,2.1171875,-1,-2,71.0,0,retained_by_q1
VisualCogA_Task-2,90,798.0625,800.27734375,800.17734375,marker_minus_100ms,2.1171875,-1,2,72.0,0,retained_by_q1
VisualCogA_Task-2,91,806.640625,808.859375,808.759375,marker_minus_100ms,2.12109375,-1,-2,73.0,0,retained_by_q1
VisualCogA_Task-2,92,815.42578125,817.640625,817.540625,marker_minus_100ms,2.1171875,1,2,74.0,0,retained_by_q1
VisualCogA_Task-2,93,823.92578125,826.14453125,826.04453125,marker_minus_100ms,2.12109375,-1,2,,1,excluded_by_q1
VisualCogA_Task-2,94,832.6171875,834.83203125,834.73203125,marker_minus_100ms,2.1171875,-1,2,75.0,0,retained_by_q1
VisualCogA_Task-2,95,841.1171875,843.3359375,843.2359375,marker_minus_100ms,2.12109375,-1,2,76.0,0,retained_by_q1
VisualCogA_Task-2,96,849.74609375,851.9609375,851.8609375,marker_minus_100ms,2.1171875,-1,-2,77.0,0,retained_by_q1
VisualCogA_Task-2,97,858.26171875,860.4765625,860.3765625,marker_minus_100ms,2.1171875,-1,-2,78.0,0,retained_by_q1
VisualCogA_Task-2,98,866.8125,869.02734375,868.92734375,marker_minus_100ms,2.1171875,-1,2,79.0,0,retained_by_q1
VisualCogA_Task-2,99,875.375,877.58984375,877.48984375,marker_minus_100ms,2.1171875,-1,-2,,1,excluded_by_q1
VisualCogB_Task-1,0,20.1328125,22.3671875,22.2671875,marker_minus_100ms,2.13671875,-1,-2,0.0,0,retained_by_q1
VisualCogB_Task-1,1,29.2421875,31.4609375,31.3609375,marker_minus_100ms,2.12109375,-1,-2,1.0,0,retained_by_q1
VisualCogB_Task-1,2,37.68359375,39.8984375,39.7984375,marker_minus_100ms,2.1171875,1,2,2.0,0,retained_by_q1
VisualCogB_Task-1,3,46.0,48.21484375,48.11484375,marker_minus_100ms,2.1171875,-1,-2,3.0,0,retained_by_q1
VisualCogB_Task-1,4,54.25,56.46484375,56.36484375,marker_minus_100ms,2.1171875,1,2,4.0,0,retained_by_q1
VisualCogB_Task-1,5,62.69140625,64.90625,64.80625,marker_minus_100ms,2.1171875,1,2,,1,excluded_by_q1
VisualCogB_Task-1,6,71.22265625,73.4375,73.3375,marker_minus_100ms,2.1171875,1,2,5.0,0,retained_by_q1
VisualCogB_Task-1,7,79.6015625,81.81640625,81.71640625,marker_minus_100ms,2.1171875,-1,-2,6.0,0,retained_by_q1
VisualCogB_Task-1,8,87.8046875,90.0234375,89.9234375,marker_minus_100ms,2.12109375,-1,-2,7.0,0,retained_by_q1
VisualCogB_Task-1,9,96.8046875,99.0234375,98.9234375,marker_minus_100ms,2.12109375,-1,-2,8.0,0,retained_by_q1
