record,original_trial_index,q1_trial_index,q1_quality_pass,q1_final_drop,eeg_quality,cue_time_s,event_time_s,event_offset_from_cue_s,target_offset_s,cue_side,response_code,choice_side,stage,analysis_variant,filename_task_code_candidate,task_mapping_status,sample_rate_hz,window_n_samples,window_duration_s,erp_filter_band_hz,tf_filter_band_hz,hard_clip_threshold_raw_value,qc_valid,erp_qc_valid,tf_qc_valid,erp_hard_clip,tf_hard_clip,erp_nonfinite,tf_nonfinite,erp_candidate_mean_F3,erp_mean_F3,erp_candidate_area_F3,erp_peak_F3,erp_peak_latency_s_F3,log_theta_power_F3,log_alpha_power_F3,log_beta_power_F3,log_gamma_power_F3,erp_candidate_mean_Fz,erp_mean_Fz,erp_candidate_area_Fz,erp_peak_Fz,erp_peak_latency_s_Fz,log_theta_power_Fz,log_alpha_power_Fz,log_beta_power_Fz,log_gamma_power_Fz,erp_candidate_mean_F4,erp_mean_F4,erp_candidate_area_F4,erp_peak_F4,erp_peak_latency_s_F4,log_theta_power_F4,log_alpha_power_F4,log_beta_power_F4,log_gamma_power_F4,AI_erp_F4_minus_F3,AI_alpha_log_F4_minus_F3,AI_alpha,response_time_s,endpoint_status,pre_response_cumulative_mean_F3,pre_response_cumulative_sd_F3,pre_response_cumulative_log_theta_power_F3,pre_response_cumulative_log_alpha_power_F3,pre_response_cumulative_log_beta_power_F3,pre_response_cumulative_log_gamma_power_F3,pre_response_cumulative_mean_Fz,pre_response_cumulative_sd_Fz,pre_response_cumulative_log_theta_power_Fz,pre_response_cumulative_log_alpha_power_Fz,pre_response_cumulative_log_beta_power_Fz,pre_response_cumulative_log_gamma_power_Fz,pre_response_cumulative_mean_F4,pre_response_cumulative_sd_F4,pre_response_cumulative_log_theta_power_F4,pre_response_cumulative_log_alpha_power_F4,pre_response_cumulative_log_beta_power_F4,pre_response_cumulative_log_gamma_power_F4,pre_response_cumulative_AI_alpha_log_F4_minus_F3,pre_response_cumulative_tf_mean_F3,pre_response_cumulative_tf_sd_F3,pre_response_cumulative_tf_log_theta_power_F3,pre_response_cumulative_tf_log_alpha_power_F3,pre_response_cumulative_tf_log_beta_power_F3,pre_response_cumulative_tf_log_gamma_power_F3,pre_response_cumulative_tf_mean_Fz,pre_response_cumulative_tf_sd_Fz,pre_response_cumulative_tf_log_theta_power_Fz,pre_response_cumulative_tf_log_alpha_power_Fz,pre_response_cumulative_tf_log_beta_power_Fz,pre_response_cumulative_tf_log_gamma_power_Fz,pre_response_cumulative_tf_mean_F4,pre_response_cumulative_tf_sd_F4,pre_response_cumulative_tf_log_theta_power_F4,pre_response_cumulative_tf_log_alpha_power_F4,pre_response_cumulative_tf_log_beta_power_F4,pre_response_cumulative_tf_log_gamma_power_F4,pre_response_cumulative_tf_AI_alpha_log_F4_minus_F3,pre_response_terminal_500ms_mean_F3,pre_response_terminal_500ms_sd_F3,pre_response_terminal_500ms_log_theta_power_F3,pre_response_terminal_500ms_log_alpha_power_F3,pre_response_terminal_500ms_log_beta_power_F3,pre_response_terminal_500ms_log_gamma_power_F3,pre_response_terminal_500ms_mean_Fz,pre_response_terminal_500ms_sd_Fz,pre_response_terminal_500ms_log_theta_power_Fz,pre_response_terminal_500ms_log_alpha_power_Fz,pre_response_terminal_500ms_log_beta_power_Fz,pre_response_terminal_500ms_log_gamma_power_Fz,pre_response_terminal_500ms_mean_F4,pre_response_terminal_500ms_sd_F4,pre_response_terminal_500ms_log_theta_power_F4,pre_response_terminal_500ms_log_alpha_power_F4,pre_response_terminal_500ms_log_beta_power_F4,pre_response_terminal_500ms_log_gamma_power_F4,pre_response_terminal_500ms_AI_alpha_log_F4_minus_F3,pre_response_terminal_500ms_tf_mean_F3,pre_response_terminal_500ms_tf_sd_F3,pre_response_terminal_500ms_tf_log_theta_power_F3,pre_response_terminal_500ms_tf_log_alpha_power_F3,pre_response_terminal_500ms_tf_log_beta_power_F3,pre_response_terminal_500ms_tf_log_gamma_power_F3,pre_response_terminal_500ms_tf_mean_Fz,pre_response_terminal_500ms_tf_sd_Fz,pre_response_terminal_500ms_tf_log_theta_power_Fz,pre_response_terminal_500ms_tf_log_alpha_power_Fz,pre_response_terminal_500ms_tf_log_beta_power_Fz,pre_response_terminal_500ms_tf_log_gamma_power_Fz,pre_response_terminal_500ms_tf_mean_F4,pre_response_terminal_500ms_tf_sd_F4,pre_response_terminal_500ms_tf_log_theta_power_F4,pre_response_terminal_500ms_tf_log_alpha_power_F4,pre_response_terminal_500ms_tf_log_beta_power_F4,pre_response_terminal_500ms_tf_log_gamma_power_F4,pre_response_terminal_500ms_tf_AI_alpha_log_F4_minus_F3,terminal_erp_qc_valid,terminal_tf_qc_valid
VisualCogA_Task-1,17,13.0,True,0,retained_by_q1,164.4921875,166.5921875,2.0999999046325684,2.0999999046325684,-1,-2,-1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-10.758876107260585,-10.758876107260585,-2.6140700890129662,9.461550603061914,0.33203125,1.7467119423369866,2.921504721539724,3.5370977166691446,3.0181344925083473,-24.853316375035796,-24.853316375035796,-6.117333145034499,-9.236235637664794,0.33203125,1.4310360572648526,2.443516039770776,3.475523917078783,2.584269471859933,-29.182724488060924,-29.182724488060924,-7.191506756516176,-12.226854228973387,0.3359375,1.4130390782177404,2.7694823939531914,3.393462831619533,3.168912344061265,-0.4612696563531788,-0.15202232758653267,-0.15202232758653267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,17,13.0,True,0,retained_by_q1,164.4921875,166.6921875,2.200000047683716,2.200000047683716,-1,-2,-1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-1.3244897057861085,-1.3244897057861085,-0.29815793136833224,14.399343175292016,0.3125,2.5038830453095486,2.871870444043179,3.2788138170844516,2.9645472698745188,-15.524686016310007,-15.524686016310007,-3.790976667325014,-3.5872609090805057,0.3125,1.9524039173546128,1.985237103415439,3.1275103809174407,2.5805770292872716,-22.92278453385458,-22.92278453385458,-5.619699918008411,-10.385416946411134,0.3515625,1.5645980429516733,2.298312623006422,3.193614544644937,3.1647606562969033,-0.8907514557969397,-0.5735578210367569,-0.5735578210367569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,17,13.0,True,0,retained_by_q1,164.4921875,166.7921875,2.299999952316284,2.299999952316284,-1,-2,-1,target_offset_sensitivity,target_offset_2.3s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-2.1252169192209833,-2.1252169192209833,-0.5572159473854114,16.55426523625851,0.25390625,3.0658286590894095,2.464488034813715,3.042619410015407,2.956680255656004,-8.229635244011877,-8.229635244011877,-2.058442149176263,6.582704643011093,0.25390625,2.520027193465391,1.574182788392498,2.7695389585794574,2.604215124036245,-14.309893144275991,-14.309893144275991,-3.554294965689186,2.336635350733996,0.25,2.0176035976593654,1.868059675086747,2.9869800306514147,3.1564097562389692,-0.7413808716813471,-0.5964283597269677,-0.5964283597269677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,17,13.0,True,0,retained_by_q1,164.4921875,166.8921875,2.4000000953674316,2.4000000953674316,-1,-2,-1,target_offset_sensitivity,target_offset_2.4s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,1.7179903897456832,1.7179903897456832,0.36983492735307677,17.923205184936524,0.4921875,3.2519386352838513,1.8066294354791894,3.009162874141916,3.0065283315550624,4.370927078276873,4.370927078276873,1.038288050144911,20.54516198635101,0.49609375,2.8741547594642394,1.3851314407331923,2.590891351332227,2.6620939163689172,-2.669651559507475,-2.669651559507475,-0.6891429722658362,13.297903847694396,0.41796875,2.398573848853932,1.7171890398759275,2.8231690566708787,3.0860702471434474,-0.9999999999997721,-0.08944039560326189,-0.08944039560326189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,172.9765625,0.0,,-1,-2,-1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-76.42648417692631,-76.42648417692631,-18.836167609943075,-49.04437538146972,0.49609375,3.1482088521497698,2.6219669884393495,2.7019773573939636,3.1412654224241052,-73.86304904921445,-73.86304904921445,-18.178619222525732,-56.59328968048095,0.49609375,3.934555234002313,3.056478538060694,2.529189186533666,2.985044870991101,-70.46580897506327,-70.46580897506327,-17.339969715764735,-45.50177238464355,0.49609375,3.4883399411819536,2.7017074037158184,2.2207688005182145,3.2660149160949943,0.040578542780971394,0.07974041527646891,0.07974041527646891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,174.9765625,2.0,2.0,-1,-2,-1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,4.669125041291117,4.669125041291117,1.1487530375458301,16.86986988067627,0.390625,1.1761493078614749,2.0601500268331847,2.8248410719145114,3.3884928256966376,3.631330857453868,3.631330857453868,0.9061299175221937,19.02391295105219,0.28125,1.1174327916794982,2.8040636052850076,2.623195878119336,3.2253966913494465,12.893226648641287,12.893226648641287,3.1832139049793486,29.372505168914795,0.3828125,1.183965485761989,3.3859503557404533,2.3143314711069736,3.101329756429439,0.4682802025917837,1.3258003289072686,1.3258003289072686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,175.0765625,2.0999999046325684,2.0999999046325684,-1,-2,-1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,15.695585261154918,15.695585261154918,3.847490217075684,31.49139863491058,0.49609375,1.2728068735915028,1.7623160082811677,2.305706959510274,3.3537845475431958,-3.299253749884665,-3.299253749884665,-0.8470996128348629,15.85913338303566,0.28515625,1.31905944637034,2.5513237084226548,2.250201488848722,3.2215664105809396,8.7892890752363,8.7892890752363,2.130620062637026,28.942118291854857,0.28125,1.0705705575867894,3.203652411700769,2.117687892556532,3.223417885485312,-0.2820637790921267,1.4413364034196012,1.4413364034196012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,175.1765625,2.200000047683716,2.200000047683716,-1,-2,-1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,16.907090360242872,16.907090360242872,4.182276502479798,26.274378118515013,0.4296875,1.2666320895671543,1.7246957446567248,1.393581199594718,3.3710037347586113,-0.09459943947382277,-0.09459943947382277,-0.003795930121559687,12.491738381385803,0.43359375,1.644133721622191,2.180902823450854,2.04667005967746,3.260735443867331,7.596728740248364,7.596728740248364,1.885368497352465,20.050683078169822,0.43359375,1.5564475058480653,2.683602284207216,2.0906948991158494,3.374245505345362,-0.37995553190349346,0.9589065395504912,0.9589065395504912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,175.2765625,2.299999952316284,2.299999952316284,-1,-2,-1,target_offset_sensitivity,target_offset_2.3s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,19.210466263145207,19.210466263145207,4.752764319479466,27.929216594696044,0.328125,1.2025436380289967,2.053903630747878,0.8798120070738613,3.4586191600390563,-12.563360272943974,-12.563360272943974,-3.05057808097452,0.6464209938049308,0.33203125,2.2628848863465914,2.2034663339280036,2.204400998584737,3.279381763254973,-6.522604341208934,-6.522604341208934,-1.566715925587341,4.85932975769043,0.33203125,2.324593348388818,2.0793516722506427,2.2181341363589717,3.433682680554427,-0.9999999999999613,0.025448041502764696,0.025448041502764696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,18,,False,1,excluded_by_q1,172.9765625,175.3765625,2.4000000953674316,2.4000000953674316,-1,-2,-1,target_offset_sensitivity,target_offset_2.4s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,14.651417063046242,14.651417063046242,3.5922854805411752,24.63723973274231,0.25,1.3969382660378715,2.1717969897205434,1.2580752522764063,3.5596924339625553,-11.625965717546645,-11.625965717546645,-2.8753233327739864,2.5261231881380084,0.44921875,2.6751452157698323,2.395021375966218,2.232558952903613,3.239506466099624,-7.00571539725177,-7.00571539725177,-1.731812608006876,4.811912364959717,0.33203125,2.684189329234488,1.881806506829522,2.242477149285236,3.4045150977003957,-0.9999999999999539,-0.28999048289102136,-0.28999048289102136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,181.41796875,0.0,,1,2,1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-22.44373383550439,-22.44373383550439,-5.518219652209664,-11.356233806610106,0.3671875,2.690269606439028,2.5628030007457463,2.8091019833429245,4.039165252833433,8.92416900374694,8.92416900374694,2.2010799748933634,25.87830285549164,0.3984375,3.2291980097280253,4.047294066699811,3.0902762925173644,3.379448330912752,-6.1241417657211406,-6.1241417657211406,-1.5309787647146729,54.663365325927735,0.25390625,3.8692928062611185,4.348444422834319,3.328344112949787,3.255144607027105,0.5712567604810833,1.785641422088573,1.785641422088573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,183.41796875,2.0,2.0,1,2,1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-0.7800868074595932,-0.7800868074595932,-0.1706014000438154,8.349927325248718,0.3828125,1.2859222873305207,2.4631216681441295,2.4407557387664345,3.429632773377658,-5.0935614251345385,-5.0935614251345385,-1.213903891507071,3.048829271197319,0.296875,1.9818083115536944,2.3939060772279213,2.5337977181800158,3.1156218101145683,-14.683783304193057,-14.683783304193057,-3.5798959856631702,-7.935408458709716,0.44921875,1.520173530476919,2.349792129181347,2.4400737045014154,3.4300739065937687,-0.89910846355697,-0.11332953896278264,-0.11332953896278264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,183.51796875,2.0999999046325684,2.0999999046325684,1,2,1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,8.519531768817686,8.519531768817686,2.088101659592066,23.061242723762987,0.49609375,1.593696509895801,1.7708736924521138,2.5047932828288815,3.327023100592655,6.415704295001923,6.415704295001923,1.55650236313697,24.641748079061507,0.49609375,1.8837073235023425,1.6341026376232692,2.5585924445524793,3.199298467545916,-4.428256856021471,-4.428256856021471,-1.1113069275335867,12.125809660553932,0.49609375,1.2326459081617616,1.6348799989373832,2.367829226768751,3.453788484415733,-0.9999999999999227,-0.13599369351473056,-0.13599369351473056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,183.61796875,2.200000047683716,2.200000047683716,1,2,1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,13.341133381981635,13.341133381981635,3.294331874008349,28.39085333108902,0.4296875,1.8713341273410966,1.4399646079489992,2.7778727537826615,3.2344169473264426,13.674172260873021,13.674172260873021,3.387629100438206,31.62949161052704,0.4296875,2.3811909273402976,1.357833603872144,2.622158160876162,3.1856996538666453,6.494089717925526,6.494089717925526,1.6081684543902521,19.90501266002655,0.43359375,1.8480324789490117,1.3665358123715685,2.410938801426308,3.3896256505312805,-0.34519620120067174,-0.07342879557743065,-0.07342879557743065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,183.71796875,2.299999952316284,2.299999952316284,1,2,1,target_offset_sensitivity,target_offset_2.3s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,20.399248325163498,20.399248325163498,5.027500953089908,32.687692329883575,0.328125,1.6384219071480273,1.423697086950174,2.8884640024548767,3.1862702823449482,25.233789253868164,25.233789253868164,6.201959161777046,38.809839780330655,0.328125,2.5913871769854837,1.2837294443839316,2.458784847259138,3.029951757129354,22.588015664815906,22.588015664815906,5.546852897075005,30.048676956892013,0.33203125,2.178996856667637,1.3027843892621944,2.186293712763163,3.2688994666019164,0.050916646850624685,-0.12091269768797952,-0.12091269768797952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,19,,False,1,excluded_by_q1,181.41796875,183.81796875,2.4000000953674316,2.4000000953674316,1,2,1,target_offset_sensitivity,target_offset_2.4s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,9.293245785804466,9.293245785804466,2.2887047160905802,22.43661684513092,0.3125,0.989099777674459,1.4500505416081761,2.7211480130417143,3.204796937630679,12.793443284966056,12.793443284966056,3.1343681683484483,23.736239156723023,0.25,2.356208689644176,1.4980388716780824,2.3009422844128937,2.844108272131521,16.09833697527647,16.09833697527647,3.9579966981313177,25.389775934815408,0.25,2.022085892296447,1.581744787855408,1.9973210058677513,3.1216230158282037,0.2680057896943026,0.13169424624723192,0.13169424624723192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,189.76171875,0.0,,-1,-2,-1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-3.4502915445435787,-3.4502915445435787,-0.8685603127325883,9.256733263731004,0.4453125,2.0932600282388454,2.3636127451882274,1.9342691605108742,3.3897199331009498,2.8701254634442748,2.8701254634442748,0.6942757512134271,14.081717035770417,0.25390625,2.069587566354656,2.8071930397211404,2.328834584672779,2.805208861826835,-16.805754633247854,-16.805754633247854,-4.155207035469357,1.4784114867448808,0.25390625,1.7957992998938292,2.9038157699676286,2.2293690304827614,2.8395175229989262,-0.6593321802033825,0.5402030247794012,0.5402030247794012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,191.76171875,2.0,2.0,-1,-2,-1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-6.436994570121168,-6.436994570121168,-1.5841308803297574,7.817736673355102,0.265625,1.8825261794910702,1.8231953093884044,3.021168652102616,3.276560257428016,-4.325994657985866,-4.325994657985866,-1.0624106994504108,9.658280752897262,0.26953125,2.8491190108798317,1.5837673293118415,2.462957462125376,2.58908212174931,-11.431216687411068,-11.431216687411068,-2.814995593050261,1.615019920766354,0.41015625,3.1517501690618746,2.098557796178702,2.4251156049093208,2.553048786576875,-0.2795031939855947,0.27536248679029773,0.27536248679029773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,191.86171875,2.0999999046325684,2.0999999046325684,-1,-2,-1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-10.584557462930677,-10.584557462930677,-2.635283164717256,4.946128468513489,0.26171875,1.980180058204008,1.5434948985632997,3.0698510001542427,3.2639909558293785,-2.5139722755877294,-2.5139722755877294,-0.6389712170872368,10.37623463869095,0.30859375,3.0461295565831175,1.541665058522457,2.7555233746623573,2.559347238350182,-11.867847195118667,-11.867847195118667,-2.922850512161385,3.488872920870781,0.30859375,3.0854332688688517,1.7510323604776106,2.779725944478087,2.5804495792920834,-0.05715600407762402,0.20753746191431088,0.20753746191431088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,191.96171875,2.200000047683716,2.200000047683716,-1,-2,-1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-16.83332568228245,-16.83332568228245,-4.095706696880515,-4.31751686155796,0.42578125,2.169861448371692,1.4823275125966244,3.0792138406870153,3.175305365112114,-7.636028688470832,-7.636028688470832,-1.84561017837259,9.47243173122406,0.4296875,3.353611973482333,1.3173823814732546,3.128594595835667,2.481242657638246,-18.737821889519694,-18.737821889519694,-4.60004804885364,-5.814742778837681,0.4296875,2.8296624612794132,1.7743380977887988,3.093225448932976,2.563738836832341,-0.05354047696641975,0.2920105851921744,0.2920105851921744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,192.06171875,2.299999952316284,2.299999952316284,-1,-2,-1,target_offset_sensitivity,target_offset_2.3s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-9.55118236258626,-9.55118236258626,-2.336818020585924,6.136841044425965,0.48046875,2.2110300277183774,1.832014427725233,3.2270328293113173,3.018864475844485,-3.6069719657301897,-3.6069719657301897,-0.8805151895387096,16.220235651731493,0.484375,3.693329106740275,1.3068177980401319,3.428653466933951,2.3633206672967026,-8.291427838243546,-8.291427838243546,-2.056455078348517,19.315513437986375,0.484375,3.0141057553564354,2.6829992943742473,3.345941847463302,2.531029979963353,0.07060371269468502,0.8509848666490143,0.8509848666490143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,True,0,retained_by_q1,189.76171875,192.16171875,2.4000000953674316,2.4000000953674316,-1,-2,-1,target_offset_sensitivity,target_offset_2.4s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-5.86874416137114,-5.86874416137114,-1.4467416496807701,12.075350685119629,0.48046875,1.8688751224321396,2.134442709924547,3.319036298961968,2.9171049865875194,0.09242160204797954,0.09242160204797954,0.0035473433136938987,24.508814337253572,0.38671875,3.7464102481219195,1.7067806687880094,3.442390514793893,2.3266449027546403,4.856645233370365,4.856645233370365,1.1556052187923345,31.943377113342287,0.4921875,3.2790175170556535,3.2137417975898477,3.390401291365635,2.5368323750563833,0.9999999999999067,1.0792990876653006,1.0792990876653006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,21,,False,1,excluded_by_q1,197.953125,197.953125,0.0,,-1,-2,-1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-8.421110428571698,-8.421110428571698,-2.0902431389689453,15.452087097167968,0.49609375,2.064634064405325,2.051472041274296,2.1700694765256268,3.303958060929488,1.6116690436378125,1.6116690436378125,0.3889640550944024,16.739292302727698,0.3359375,2.516819133008645,2.8449186070852983,2.7101578768504906,3.0055036196433584,-8.347736732959746,-8.347736732959746,-2.050849769413472,19.233266754150392,0.49609375,3.2597409050559176,3.31959747818422,3.013205385696303,3.4130770398215016,0.004375595704651102,1.2681254369099242,1.2681254369099242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisualCogA_Task-1,21,,False,1,excluded_by_q1,197.953125,199.953125,2.0,2.0,-1,-2,-1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-143.7906975317001,-143.7906975317001,-35.48420278370379,-103.8119107055664,0.25,1.78692507442347,2.1401339887015043,1.8808832543524487,3.2967844038897396,9.716253097243609,9.716253097243609,2.3695058790873733,23.218253536224367,0.48828125,1.1761796718448727,1.889573242959235,2.0617488469051475,2.7134795873875537,-230.39557794988153,-230.39557794988153,-56.824202796614244,-155.3936894363165,0.25,1.1487987001541462,2.2775593722496135,2.681860961279694,2.9465963312400385,-0.2314485754634368,0.13742538354810918,0.13742538354810918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
