heldout_record,mode_count,condition,trial_index,true_label,score_right_minus_left,predicted_label,correct
VisualCogA_Task-1,2,right,18,right,0.19435602543451536,right,True
VisualCogA_Task-1,2,right,19,right,0.04970676323072096,right,True
VisualCogA_Task-1,2,right,20,right,-0.04444471758673483,left,False
VisualCogA_Task-1,2,right,21,right,-0.09374913155229785,left,False
VisualCogA_Task-1,2,right,22,right,-0.013045782855073993,left,False
VisualCogA_Task-1,2,right,23,right,0.01308170634122903,right,True
VisualCogA_Task-1,2,right,24,right,0.06889573956822574,right,True
VisualCogA_Task-2,2,left,0,left,-0.06602845388690347,left,True
VisualCogA_Task-2,2,left,1,left,0.20333638709637533,right,False
VisualCogA_Task-2,2,left,2,left,-0.054363714423132176,left,True
VisualCogA_Task-2,2,left,3,left,0.1526856816570246,right,False
VisualCogA_Task-2,2,left,4,left,0.07120780344182524,right,False
VisualCogA_Task-2,2,left,5,left,0.4498617981577857,right,False
VisualCogA_Task-2,2,left,6,left,0.1280731046551078,right,False
VisualCogA_Task-2,2,left,7,left,0.07485474125613582,right,False
VisualCogA_Task-2,2,left,8,left,0.02855515408897645,right,False
VisualCogA_Task-2,2,left,9,left,0.5362435505511249,right,False
VisualCogA_Task-2,2,left,10,left,0.09728670932811417,right,False
VisualCogA_Task-2,2,left,11,left,0.32653870526549633,right,False
VisualCogA_Task-2,2,left,12,left,0.11942976089840086,right,False
VisualCogA_Task-2,2,left,13,left,0.1248498268562632,right,False
VisualCogA_Task-2,2,left,14,left,0.13261240370790744,right,False
VisualCogA_Task-2,2,left,15,left,0.20170436406964842,right,False
VisualCogA_Task-2,2,left,16,left,0.139245854262977,right,False
VisualCogA_Task-2,2,left,17,left,0.1847889404145952,right,False
VisualCogA_Task-2,2,left,18,left,-0.006962142224390903,left,True
VisualCogA_Task-2,2,left,19,left,0.036161119184116644,right,False
VisualCogA_Task-2,2,left,20,left,0.23688058195600487,right,False
VisualCogA_Task-2,2,left,21,left,-0.045288194565454146,left,True
VisualCogA_Task-2,2,left,22,left,0.44763951540281155,right,False
VisualCogA_Task-2,2,left,23,left,0.20452932538501664,right,False
VisualCogA_Task-2,2,left,24,left,0.05921761661644196,right,False
VisualCogA_Task-2,2,left,25,left,0.11246925991065616,right,False
VisualCogA_Task-2,2,left,26,left,-0.15232702353518496,left,True
VisualCogA_Task-2,2,left,27,left,0.2353668817883329,right,False
VisualCogA_Task-2,2,left,28,left,0.30647960444335326,right,False
VisualCogA_Task-2,2,left,29,left,-0.1596321563032529,left,True
VisualCogA_Task-2,2,left,30,left,-0.10510215110689765,left,True
VisualCogA_Task-2,2,left,31,left,0.0035907674176165055,right,False
VisualCogA_Task-2,2,left,32,left,0.12771725056267347,right,False
VisualCogA_Task-2,2,left,33,left,-0.7826609573446462,left,True
VisualCogA_Task-2,2,left,34,left,0.20404357853521018,right,False
VisualCogA_Task-2,2,left,35,left,0.5157968119903389,right,False
VisualCogA_Task-2,2,left,36,left,0.05339232365065896,right,False
VisualCogA_Task-2,2,left,37,left,0.40223792963514415,right,False
VisualCogA_Task-2,2,left,38,left,-0.044276731796150104,left,True
VisualCogA_Task-2,2,left,39,left,0.3416612638103616,right,False
VisualCogA_Task-2,2,left,40,left,0.0854750526027461,right,False
VisualCogA_Task-2,2,left,41,left,0.25086396620517554,right,False
VisualCogA_Task-2,2,left,42,left,0.09810596281432758,right,False
VisualCogA_Task-2,2,left,43,left,-0.1629826221919724,left,True
VisualCogA_Task-2,2,left,44,left,-0.05082495234937742,left,True
VisualCogA_Task-2,2,right,0,right,-0.06476579806191647,left,False
VisualCogA_Task-2,2,right,1,right,0.15003586883857092,right,True
VisualCogA_Task-2,2,right,2,right,0.13155093398922735,right,True
VisualCogA_Task-2,2,right,3,right,0.0601608847971537,right,True
VisualCogA_Task-2,2,right,4,right,0.16967331978871852,right,True
VisualCogA_Task-2,2,right,5,right,0.4343429781216916,right,True
VisualCogA_Task-2,2,right,6,right,-0.15743276162308334,left,False
VisualCogA_Task-2,2,right,7,right,0.2536543101745586,right,True
VisualCogA_Task-2,2,right,8,right,0.023528439630622643,right,True
VisualCogA_Task-2,2,right,9,right,-0.2458763625109892,left,False
VisualCogA_Task-2,2,right,10,right,-0.013745662874102388,left,False
VisualCogA_Task-2,2,right,11,right,0.1644553560617102,right,True
VisualCogA_Task-2,2,right,12,right,0.16749948438660658,right,True
VisualCogA_Task-2,2,right,13,right,0.2219275330622327,right,True
VisualCogA_Task-2,2,right,14,right,0.02021429083917057,right,True
VisualCogA_Task-2,2,right,15,right,0.44867884138676745,right,True
VisualCogA_Task-2,2,right,16,right,0.28409934860771835,right,True
VisualCogA_Task-2,2,right,17,right,-0.36956285285942403,left,False
VisualCogA_Task-2,2,right,18,right,0.01270780665639891,right,True
VisualCogA_Task-2,2,right,19,right,0.16329358735009192,right,True
VisualCogA_Task-2,2,right,20,right,0.34122943550101437,right,True
VisualCogA_Task-2,2,right,21,right,-0.22982936066961035,left,False
VisualCogA_Task-2,2,right,22,right,0.0075748766259736665,right,True
VisualCogA_Task-2,2,right,23,right,0.2704944207159919,right,True
VisualCogA_Task-2,2,right,24,right,0.01311123238699467,right,True
VisualCogA_Task-2,2,right,25,right,0.3194565171557632,right,True
VisualCogA_Task-2,2,right,26,right,0.040256429417049704,right,True
VisualCogA_Task-2,2,right,27,right,-0.03577822186529041,left,False
VisualCogA_Task-2,2,right,28,right,0.009742819987807249,right,True
VisualCogA_Task-2,2,right,29,right,0.1861779485152849,right,True
VisualCogA_Task-2,2,right,30,right,0.24927697578741376,right,True
VisualCogA_Task-2,2,right,31,right,0.2370343927308775,right,True
VisualCogA_Task-2,2,right,32,right,0.046068367014892475,right,True
VisualCogA_Task-2,2,right,33,right,0.7623467421325865,right,True
VisualCogA_Task-2,2,right,34,right,0.07593239259405002,right,True
VisualCogB_Task-1,2,left,0,left,-0.15984513081292495,left,True
VisualCogB_Task-1,2,left,1,left,-0.05622426095194591,left,True
VisualCogB_Task-1,2,left,2,left,0.04096403967735179,right,False
VisualCogB_Task-1,2,left,3,left,-0.07388235941934726,left,True
VisualCogB_Task-1,2,left,4,left,0.2413444104393301,right,False
VisualCogB_Task-1,2,left,5,left,-0.079912678080501,left,True
VisualCogB_Task-1,2,left,6,left,-0.057772440761639704,left,True
VisualCogB_Task-1,2,left,7,left,-0.183572343428921,left,True
VisualCogB_Task-1,2,left,8,left,-0.08464130960332189,left,True
VisualCogB_Task-1,2,left,9,left,0.19051408210827114,right,False
VisualCogB_Task-1,2,left,10,left,0.2088747682980802,right,False
VisualCogB_Task-1,2,left,11,left,-0.20186272432521501,left,True
VisualCogB_Task-1,2,left,12,left,0.10495045494413312,right,False
VisualCogB_Task-1,2,left,13,left,0.10346870683177009,right,False
VisualCogB_Task-1,2,left,14,left,-0.2032476660646402,left,True
VisualCogB_Task-1,2,left,15,left,0.3391928061385693,right,False
VisualCogB_Task-1,2,left,16,left,-0.1721013771222687,left,True
VisualCogB_Task-1,2,left,17,left,-0.0040652487005032375,left,True
VisualCogB_Task-1,2,left,18,left,0.35829403063442716,right,False
VisualCogB_Task-1,2,left,19,left,-0.06250363211554122,left,True
VisualCogB_Task-1,2,left,20,left,0.05238847572056078,right,False
VisualCogB_Task-1,2,left,21,left,-0.12926051191035481,left,True
VisualCogB_Task-1,2,left,22,left,0.6018518584747793,right,False
VisualCogB_Task-1,2,left,23,left,0.0775312914034646,right,False
VisualCogB_Task-1,2,left,24,left,-0.03524153339899328,left,True
VisualCogB_Task-1,2,left,25,left,-0.039383992777594995,left,True
VisualCogB_Task-1,2,left,26,left,-0.05346782587484404,left,True
VisualCogB_Task-1,2,left,27,left,0.09548959983536884,right,False
VisualCogB_Task-1,2,left,28,left,0.16800632681332325,right,False
VisualCogB_Task-1,2,left,29,left,0.0911980028374449,right,False
VisualCogB_Task-1,2,left,30,left,0.07038769531346008,right,False
VisualCogB_Task-1,2,left,31,left,-0.040713403650179975,left,True
VisualCogB_Task-1,2,left,32,left,-0.04807140877068282,left,True
VisualCogB_Task-1,2,left,33,left,-0.0956905680796269,left,True
VisualCogB_Task-1,2,left,34,left,-0.04138804902159583,left,True
VisualCogB_Task-1,2,left,35,left,0.04426401056068732,right,False
VisualCogB_Task-1,2,left,36,left,-0.08432514725400723,left,True
VisualCogB_Task-1,2,left,37,left,0.051179723107061884,right,False
VisualCogB_Task-1,2,left,38,left,0.23980104275627542,right,False
VisualCogB_Task-1,2,left,39,left,-0.034217913797853876,left,True
VisualCogB_Task-1,2,left,40,left,0.04281198313377868,right,False
VisualCogB_Task-1,2,right,0,right,-0.07308084312082071,left,False
VisualCogB_Task-1,2,right,1,right,-0.3208962925865599,left,False
VisualCogB_Task-1,2,right,2,right,-0.0237522038938177,left,False
VisualCogB_Task-1,2,right,3,right,0.04149788362002295,right,True
VisualCogB_Task-1,2,right,4,right,0.026407015861403194,right,True
VisualCogB_Task-1,2,right,5,right,0.09136144464354902,right,True
VisualCogB_Task-1,2,right,6,right,-0.022960298930165025,left,False
VisualCogB_Task-1,2,right,7,right,0.00460152119293912,right,True
VisualCogB_Task-1,2,right,8,right,-0.12686139199552957,left,False
VisualCogB_Task-1,2,right,9,right,-0.00016022955288102353,left,False
VisualCogB_Task-1,2,right,10,right,-0.26038217903549843,left,False
VisualCogB_Task-1,2,right,11,right,-0.0790490473441326,left,False
VisualCogB_Task-1,2,right,12,right,0.186777222313869,right,True
VisualCogB_Task-1,2,right,13,right,-0.010353752643648961,left,False
VisualCogB_Task-1,2,right,14,right,-0.2179060372251297,left,False
VisualCogB_Task-1,2,right,15,right,0.04129214170535249,right,True
VisualCogB_Task-1,2,right,16,right,-0.00032307015589051887,left,False
VisualCogB_Task-1,2,right,17,right,-0.41670213999476163,left,False
VisualCogB_Task-1,2,right,18,right,0.2607916093732746,right,True
VisualCogB_Task-1,2,right,19,right,-0.09889379531273336,left,False
VisualCogB_Task-1,2,right,20,right,-0.03898784947702342,left,False
VisualCogB_Task-1,2,right,21,right,-0.12062905259392438,left,False
VisualCogB_Task-1,2,right,22,right,-0.37714870803642897,left,False
VisualCogB_Task-1,2,right,23,right,0.14915921969648388,right,True
VisualCogB_Task-1,2,right,24,right,-0.19495832473870478,left,False
VisualCogB_Task-1,2,right,25,right,-0.05707426938142662,left,False
VisualCogB_Task-1,2,right,26,right,0.46226463688035385,right,True
VisualCogB_Task-1,2,right,27,right,-0.25266694659528116,left,False
VisualCogB_Task-1,2,right,28,right,-0.2977215737346488,left,False
VisualCogB_Task-1,2,right,29,right,-0.09511489166295803,left,False
VisualCogB_Task-1,2,right,30,right,-0.25578892394845665,left,False
VisualCogB_Task-1,2,right,31,right,-0.010521844663470135,left,False
VisualCogB_Task-1,2,right,32,right,0.042225276978910035,right,True
VisualCogB_Task-1,2,right,33,right,0.4602381789761846,right,True
VisualCogB_Task-1,2,right,34,right,-0.16582325146488713,left,False
VisualCogB_Task-1,2,right,35,right,0.037635105466734264,right,True
VisualCogB_Task-1,2,right,36,right,-0.015588325294925036,left,False
VisualCogB_Task-1,2,right,37,right,-0.12875862313491931,left,False
VisualCogB_Task-1,2,right,38,right,-0.013318533365881225,left,False
VisualCogB_Task-1,2,right,39,right,-0.09927412027848537,left,False
VisualCogB_Task-1,2,right,40,right,-0.03895576152698571,left,False
VisualCogB_Task-1,2,right,41,right,0.07659827556685958,right,True
VisualCogB_Task-2,2,left,0,left,0.22068553376048933,right,False
VisualCogB_Task-2,2,left,1,left,-0.06286752661940345,left,True
VisualCogB_Task-2,2,left,2,left,-0.003710487142776088,left,True
VisualCogB_Task-2,2,left,3,left,-0.051887718772735666,left,True
VisualCogB_Task-2,2,left,4,left,0.14145217584095265,right,False
VisualCogB_Task-2,2,left,5,left,-0.19377274244870715,left,True
VisualCogB_Task-2,2,left,6,left,-0.3966147726445872,left,True
VisualCogB_Task-2,2,left,7,left,-0.10178751847793376,left,True
VisualCogB_Task-2,2,left,8,left,-0.005415482766122998,left,True
VisualCogB_Task-2,2,left,9,left,-0.22009408489137283,left,True
VisualCogB_Task-2,2,left,10,left,-0.09251265257921214,left,True
VisualCogB_Task-2,2,left,11,left,0.46556052002964904,right,False
VisualCogB_Task-2,2,left,12,left,-0.10762070714187033,left,True
VisualCogB_Task-2,2,left,13,left,0.3443187365813811,right,False
VisualCogB_Task-2,2,left,14,left,-0.04208030400460537,left,True
VisualCogB_Task-2,2,left,15,left,-0.17378451209168178,left,True
VisualCogB_Task-2,2,left,16,left,-0.34783114362239687,left,True
VisualCogB_Task-2,2,left,17,left,-0.07444511283229951,left,True
VisualCogB_Task-2,2,left,18,left,-0.1871868873103932,left,True
VisualCogB_Task-2,2,left,19,left,-0.05947232979897006,left,True
VisualCogB_Task-2,2,left,20,left,-0.13990882128736207,left,True
VisualCogB_Task-2,2,left,21,left,-0.17330869656207135,left,True
VisualCogB_Task-2,2,left,22,left,-0.13145730689650767,left,True
VisualCogB_Task-2,2,left,23,left,-0.09225969495166392,left,True
VisualCogB_Task-2,2,left,24,left,0.2738010470212446,right,False
VisualCogB_Task-2,2,left,25,left,-0.2715529536983149,left,True
VisualCogB_Task-2,2,left,26,left,-0.12516701687751947,left,True
VisualCogB_Task-2,2,left,27,left,0.09028755259963897,right,False
VisualCogB_Task-2,2,left,28,left,-0.2391571193371172,left,True
VisualCogB_Task-2,2,left,29,left,-0.060379683322530464,left,True
VisualCogB_Task-2,2,left,30,left,0.10584266981797924,right,False
VisualCogB_Task-2,2,left,31,left,-0.7463167549561203,left,True
VisualCogB_Task-2,2,left,32,left,0.2615277854066852,right,False
VisualCogB_Task-2,2,left,33,left,-0.12137892165788243,left,True
VisualCogB_Task-2,2,left,34,left,-0.21915836957743373,left,True
VisualCogB_Task-2,2,left,35,left,-0.09963452641761034,left,True
VisualCogB_Task-2,2,left,36,left,-0.049976779568094536,left,True
VisualCogB_Task-2,2,right,0,right,-0.005973441794733256,left,False
VisualCogB_Task-2,2,right,1,right,0.322737655527252,right,True
VisualCogB_Task-2,2,right,2,right,0.014641066127367042,right,True
VisualCogB_Task-2,2,right,3,right,0.006253810049852142,right,True
VisualCogB_Task-2,2,right,4,right,0.390037237536078,right,True
VisualCogB_Task-2,2,right,5,right,0.037420511343895374,right,True
VisualCogB_Task-2,2,right,6,right,0.030413966488473894,right,True
VisualCogB_Task-2,2,right,7,right,-0.03294885665936585,left,False
VisualCogB_Task-2,2,right,8,right,-0.06296047328215107,left,False
VisualCogB_Task-2,2,right,9,right,-0.32840711774129583,left,False
VisualCogB_Task-2,2,right,10,right,-0.11876773905817403,left,False
VisualCogB_Task-2,2,right,11,right,0.4707603700702231,right,True
VisualCogB_Task-2,2,right,12,right,-0.24406218021558482,left,False
VisualCogB_Task-2,2,right,13,right,-0.07057946066357906,left,False
VisualCogB_Task-2,2,right,14,right,-0.14691830952654344,left,False
VisualCogB_Task-2,2,right,15,right,-0.43894103608165214,left,False
VisualCogB_Task-2,2,right,16,right,-0.022939871442184734,left,False
VisualCogB_Task-2,2,right,17,right,-0.13224088112377308,left,False
VisualCogB_Task-2,2,right,18,right,-0.07754968455875216,left,False
VisualCogB_Task-2,2,right,19,right,-0.3760632236659353,left,False
VisualCogB_Task-2,2,right,20,right,0.2731164259191743,right,True
VisualCogB_Task-2,2,right,21,right,-0.14942351124515854,left,False
VisualCogB_Task-2,2,right,22,right,-0.021211108452347326,left,False
VisualCogB_Task-2,2,right,23,right,-0.1962296402935027,left,False
VisualCogB_Task-2,2,right,24,right,-0.41213444647738023,left,False
VisualCogB_Task-2,2,right,25,right,-0.24729145918378576,left,False
VisualCogB_Task-2,2,right,26,right,-0.16669913380399293,left,False
VisualCogB_Task-2,2,right,27,right,0.2969488407165491,right,True
VisualCogB_Task-2,2,right,28,right,-0.45872592151596026,left,False
VisualCogB_Task-2,2,right,29,right,0.23952000296753526,right,True
VisualCogB_Task-2,2,right,30,right,-0.21598526292383635,left,False
VisualCogB_Task-2,2,right,31,right,-0.8216087290564807,left,False
VisualCogB_Task-2,2,right,32,right,0.09549848741569454,right,True
VisualCogB_Task-2,2,right,33,right,-0.12075743276244708,left,False
VisualCogB_Task-2,2,right,34,right,-0.055041162412156786,left,False
VisualCogB_Task-2,2,right,35,right,-0.028129342998376716,left,False
VisualCogB_Task-2,2,right,36,right,-0.05977347311143881,left,False
VisualCogB_Task-2,2,right,37,right,0.2525221900592542,right,True
VisualCogB_Task-2,2,right,38,right,-0.11578641252788081,left,False
VisualCogB_Task-2,2,right,39,right,-0.08561484244381118,left,False
VisualCogB_Task-2,2,right,40,right,-0.24201231506151508,left,False
VisualCogB_Task-2,2,right,41,right,-0.38684424635946657,left,False
VisualCogB_Task-2,2,right,42,right,-0.049929734243108426,left,False
