,A,B,C,D
2023-06-24,0.7761668611069708,-0.6668113183827606,0.7611129510449562,0.16892260639517
2023-06-25,0.9801904888792113,0.7659364451057976,0.8094707981316366,0.043484557503881256
2023-06-26,0.2831717362668266,0.36206242448594655,-0.552867082345377,-0.6652500655763931
2023-06-27,-1.468078879265728,0.8268127943936154,-0.2849380374554523,2.017638428132248
2023-06-28,0.5275718217224599,-0.5875932574225611,0.2203544416206515,0.11047661799884465
2023-06-29,-0.11912107397924822,-0.4072883086167887,0.0972105341219541,1.3792275374455674
2023-06-30,-0.1938526717396399,-0.8510650741264161,-0.6199701485656652,-2.937246220849632
2023-07-01,1.4377302958538054,-0.9220604537872502,-3.6660538447472986,0.9159850458519669
2023-07-02,-0.8454763467009462,-1.099165230080419,0.7764782347061664,-0.06418235098602669
2023-07-03,-1.1851538146546847,-0.9106982980104288,-1.1420769788060106,0.6271077224048687
2023-07-04,-1.2741216306156065,-0.34740800615336587,-1.1094095314232182,0.369091934699234
2023-07-05,-0.18613091278470084,0.6611082418594095,-0.013995153483334404,-1.6245551378778855
2023-07-06,-1.086701033086433,0.5668708344239356,-1.787612900869733,0.02413869936242206
2023-07-07,0.32473844950831626,0.36958566683045607,0.5672405714299932,-0.4700324188630649
2023-07-08,1.0040707473763284,-0.1424100109464008,0.7791174789399417,-0.1089141247929992
2023-07-09,-1.9512372213196534,0.028500787604308745,0.8460021405594461,-0.9999186940223439
2023-07-10,1.085495873180285,-0.7074620087595703,0.7695725000946166,0.06560669652747196
2023-07-11,0.9947267923289965,-0.5223300332753235,-0.3170012614228497,0.11569380971963375
2023-07-12,0.0876582985547411,1.5356915861851261,0.0068819422145865936,0.660953980095499
2023-07-13,-0.20830441886454323,1.1716476563818534,-0.2237985927137375,1.1582031584154924
2023-07-14,-1.6994718689058035,-0.10269369047858844,0.6214605607507294,-1.4376744611973067
2023-07-15,-0.4104665662231689,0.7910036266103307,0.3085054623729974,-1.3703932901584837
2023-07-16,0.11725064920589613,0.6280049599703629,-0.22026329033137668,0.5345416028439695
2023-07-17,-0.9763475023212388,0.035295289627683156,1.395629072054645,-0.5033923256636087
2023-07-18,0.6295032613067539,-0.013402305946933445,-0.3264014997281626,-0.5409536807492095
2023-07-19,-0.6036713081875608,0.3216774310420302,-0.0884117452576684,0.8154215902624615
2023-07-20,1.5937463651741606,1.231060886533905,1.1435656253543334,1.2677047284647915
2023-07-21,1.4608591123601151,-1.0743342458258247,-0.227102264559602,0.37701538984693034
2023-07-22,-0.6836911371275791,1.5464354337698591,1.3194759116246935,0.10359321586233672
2023-07-23,-0.098016303035459,-1.0415292270622245,-2.1615442718499316,-0.14811186076360408
2023-07-24,-1.0749479382196663,0.35360979533771236,-0.027931962744199856,1.0286534330195778
2023-07-25,-0.21336120080619103,0.7605482337525996,-0.39036555135228795,1.2952637787299885
2023-07-26,2.038993191715202,-0.6315695503883374,-0.8120474272007836,0.9027364309815049
2023-07-27,0.741548212623957,0.8690960407711502,-0.9592041913724254,0.8954345262292076
2023-07-28,-0.32877747578783484,-0.656731466634982,-0.9001650526912276,0.5966349006475901
2023-07-29,-0.7457451177232369,0.28097358815712464,0.4885118027839603,0.3695831778451512
2023-07-30,-1.686907260620459,-0.9843905490678981,0.44049794636826783,-0.16255922212061993
2023-07-31,0.9782097939440731,0.6875071803746717,-0.7522496619540562,-0.3454121631244152
2023-08-01,-1.4384985829663677,2.3707892171168887,-0.5980273321231194,3.2527707065656273
2023-08-02,0.09932791144772835,1.8029592287412382,-0.7528896317275277,1.0950482618520325
2023-08-03,-0.19260278818171844,0.4196557412336855,-1.0079252521902238,-0.4379584784868729
2023-08-04,-1.6431721388547016,1.517029947440901,-1.5259424016603262,0.47703948012495045
2023-08-05,0.4439553831133003,1.411775626184582,0.4809957108681109,-0.2959885107996542
2023-08-06,0.6434863118546207,0.32692283869235206,-0.22943593916024058,-0.2011220186224068
2023-08-07,-0.27848853935842943,0.31854432002398975,0.3603248167170195,-1.1375314472556386
2023-08-08,1.7269801444413087,0.5053963246026929,0.9569519297722419,1.3634613165815803
2023-08-09,2.0233123993704734,1.4973358863441517,1.849751005702751,-2.608106346347223
2023-08-10,0.3408711397770763,1.7030161802845605,-0.3833331083369397,-0.4527564188983976
2023-08-11,-1.008909604491835,0.43755420520920346,-1.3205662639387523,-1.20653986876362
2023-08-12,0.04635340789980663,1.0764536528231774,-0.6836592379486194,0.26957203797053947
2023-08-13,-0.9260583464735146,0.04815366596767093,-0.19288120264877512,-1.5963227490292546
2023-08-14,-1.7643540533162014,-0.7621362406939052,1.1526068330043637,0.4734845722027754
2023-08-15,-1.7766608853711336,1.3730754576125013,-0.7214623679791476,0.8427178415989894
2023-08-16,2.457460940638489,0.7155598020255086,0.006225772175964453,1.1146609011636521
2023-08-17,0.4363899833162356,0.5380097917908612,0.7567134191697714,1.5405014448017118
2023-08-18,0.5477195076575841,-1.3530649751094372,-0.18398704422367443,-1.0014678499136604
2023-08-19,1.948015548268119,-1.0390384121782297,2.3023944361364403,0.2754746110190361
2023-08-20,0.9818785605042282,-0.5706124833510454,-0.7475843035437353,-0.150572982714152
2023-08-21,1.5961454369522343,0.8436446240847906,-0.6913416806065686,1.0979843388120154
2023-08-22,1.9021728570121172,-0.3901347781310908,0.09877164423056613,0.9030549085591981
2023-08-23,0.25732741664257314,1.5613099196947877,0.7186761358109908,-2.198315232091891
2023-08-24,-1.925585328427577,1.041465525185513,-1.3226402032233602,-1.0559979286461372
2023-08-25,-1.1830767474928525,1.1055851006364081,-1.0133893465403878,-0.5294846224137544
2023-08-26,0.2108361821147717,0.32333145884671743,-0.7550286801179181,-1.1799513849763281
2023-08-27,-0.9434569096008539,1.0554292997599017,1.8453852501281618,-1.3647907156528558
2023-08-28,-1.8266945146428437,0.381529282445525,-2.786916382762089,0.27273691574304876
2023-08-29,1.0024506690075328,-0.022509510022333187,0.8469310844521389,0.18590082077001027
2023-08-30,-1.115147455443748,1.041701174618732,-0.6573754173219344,-2.0007830656799808
2023-08-31,0.32926397802290475,-1.1989032868023475,0.28515176837627965,-0.4749784449554192
2023-09-01,-0.8084255616198168,1.400258946393594,0.06005389247734111,-0.13469770501574868
2023-09-02,0.603263530617065,0.8603947172145846,-0.9773098092540641,-0.1637872166304162
2023-09-03,1.4522870582641128,-0.06688129977454305,-2.6475506643760065,0.1055953132601757
2023-09-04,0.02302415452571275,0.8726155707610762,-1.541068058177148,-1.6263746975292683
2023-09-05,0.4202464877707267,1.2080809938508301,0.8693077422808841,0.15187837357170447
2023-09-06,0.7098399222952965,-0.6200211210458474,-0.016243880009837577,0.06356970713219794
2023-09-07,1.2157160263777667,1.4719980937048927,0.19863091798909693,-0.918159420982375
2023-09-08,-0.5899527115501325,0.20698692241622854,0.6442306048758748,0.8344584146078278
2023-09-09,-1.3321814730495247,0.766108234035257,0.527867755630979,0.7166860171545009
2023-09-10,-0.004822544471646989,1.0745099171222108,0.00803606361645495,-0.21149608456295452
2023-09-11,0.020841500273315994,0.7228600568327517,-2.183133825173997,-0.47823643360214224
2023-09-12,0.22174466728024486,2.360014782456485,1.6183956182593875,0.9553836666708666
2023-09-13,0.7179727946181397,-0.45661970397417545,-0.08355334771169765,1.84781185782556
2023-09-14,0.12431501650308195,1.3758134812425804,0.24050240667427786,-0.0906841385465593
2023-09-15,-0.48261659171077853,-1.2491736501718573,-0.9222616209918101,-0.12139311080278549
2023-09-16,0.23605496381618024,-0.17522030426587692,1.1218950180397302,0.7002131835786541
2023-09-17,-0.7157948232538094,-0.9401270147200909,1.3782538304592529,-0.4530191167430946
2023-09-18,-0.46397616573637107,0.01527310303577652,-0.8593041371944918,-1.160434195324059
2023-09-19,-0.17574350208215145,-0.6965214787331692,1.4845498756435045,0.7643033428336282
2023-09-20,0.600527523251617,0.3101447596931321,1.697149290230719,-0.6494333032408065
2023-09-21,0.036125901696377506,-1.5549060620932624,-0.0075947322063943876,-0.4978557788973728
2023-09-22,-0.708128196414466,0.5867068333421976,-0.03669358412107204,-1.835130020853286
2023-09-23,0.5677213935267399,-0.18477246158274632,-0.21233202845474586,0.1806766315876787
2023-09-24,-1.6621521178081113,0.43224022666106887,1.5323270161467664,1.0485695546638774
2023-09-25,-0.7961409334640078,-1.021075097646526,2.376828129837916,0.5931841046417746
2023-09-26,-0.12639572472797658,-0.027174554138344374,0.22550576549754894,0.2923800589278617
2023-09-27,-1.3732465558637024,0.9445466006913089,-0.0663265081089913,0.6427432650152429
2023-09-28,0.7202139011616072,0.6865548350172717,0.49232784258629864,0.028314132096207
2023-09-29,0.18576315411006555,0.6332164251644472,-0.40674622154571044,0.8157508417913724
2023-09-30,-1.6309156478404445,0.6861322588286508,-0.061301077208847705,-0.795847823577771
2023-10-01,-1.0598408408014073,0.07941170676796455,0.8410734508029226,-0.32686071847287074
2023-10-02,0.915700870248475,-0.34663599600393025,-0.03678985783310285,0.6685152233945839
2023-10-03,1.047578421789168,0.45199249992989304,0.19246863257627972,2.2782877234580994
2023-10-04,1.0776932509122716,-0.8285400097682787,-1.9343578136671236,-0.7486062725427314
2023-10-05,0.7352147898394401,1.6904833839621918,3.3115635557907455,-0.17145396934328505
2023-10-06,0.6062266237929946,-0.7797993837023091,-0.3679303683252948,0.11934066885736343
2023-10-07,-0.09707238000260972,-0.2558479371156054,-0.6535674208342656,0.5242756604891203
2023-10-08,1.3726957146469259,-0.5680350171508087,0.13668512902253,-1.0538812952277081
2023-10-09,0.36660004158442966,-0.9289266693556891,-1.6947790519978214,2.703911411892968
2023-10-10,-0.33011608300731893,1.1629799931063793,-0.6462957529538466,0.8235472966224763
2023-10-11,0.5553954639177227,0.18222929858793288,0.1997416064474686,0.25328825077363465
2023-10-12,-0.2466614868459062,0.36902276765631215,-1.29105709320228,0.3177611972189723
2023-10-13,0.5437372238931999,0.37624566582745245,1.898131854637728,0.9632315471682815
2023-10-14,1.1550009697234775,0.9834191013811322,-0.37810043546012434,0.6272206127296996
2023-10-15,1.4167466426547792,1.5857744247951195,1.0141374691110374,0.688097082165072
2023-10-16,0.23982380142210952,0.7180564016328991,0.7745798367354696,1.2413561633613714
2023-10-17,0.8276179519055881,0.19411788756181889,0.8051899028643058,0.7244418349990541
2023-10-18,1.8810887527590086,2.1737682261881472,0.07799260233946585,0.023166103149245193
2023-10-19,0.27759227290208277,-0.04344945655538723,-0.576122800877503,-1.2719547751467102
2023-10-20,1.0665555657050347,0.029623055693361967,1.6114252270318732,0.28219502660690526
2023-10-21,-0.7498076379886869,0.9290212647934545,-1.134482650244613,0.3047087983231154
2023-10-22,-1.6244685956304565,-0.2737731199364299,-0.8586292030969244,0.6806680469956605
2023-10-23,0.9836934222955298,0.558581362342823,0.8758641919540104,1.8101985652815147
2023-10-24,-0.6448815326456057,0.6201794699584259,-0.7770724350512533,-0.7528733001416861
2023-10-25,1.972642797562241,-0.11816904548071538,-1.530912230341672,0.27560419708548684
2023-10-26,-0.008164558404525145,-1.8279972966856908,1.5516884545395535,1.2335767744240325
2023-10-27,0.596038448302195,-0.9238459458400958,0.9303024456889867,0.6811520917063165
2023-10-28,0.27785804098644934,-1.8527502604344124,-0.9715975709323769,2.851182686995582
2023-10-29,0.8083406448996624,-1.3232435635019935,-0.143816882732941,1.2586728495404922
2023-10-30,-1.5492662353596873,1.2947455501902272,0.38831598595369926,0.9978374415068431
2023-10-31,0.3549766744030398,-0.3011104051151032,0.7473004081706334,0.775833119704914
2023-11-01,1.067116546856137,-0.8871116258223763,0.5107515356909027,0.11534748890712528
2023-11-02,-0.03854141370873463,0.2805206536790218,-0.8222821947229977,-1.2310655490810871
2023-11-03,0.6315282331124497,0.8223913683878565,0.3749055104408552,-0.24868008508299108
2023-11-04,0.2749449076487448,0.90164440659886,-0.400470580945183,-1.2478798086055622
2023-11-05,0.19891148456389832,0.38964601626578316,-0.7590875147500592,0.4223884983275921
2023-11-06,1.581789330455072,-0.24247796865475604,0.8972686959601083,0.7410698032989465
2023-11-07,0.20078536999362748,-0.014815174752772692,-0.607658965380044,0.3286994643973726
2023-11-08,1.5721474943725657,-1.192716372427261,-0.1376037341469185,0.013771518487634717
2023-11-09,0.01879568518995915,1.5366144587205852,0.11235818225385687,1.3062695176298849
2023-11-10,0.6565881915717124,-0.24476753679678095,0.3503988664677674,-0.40073246366523546
2023-11-11,1.0152083989809375,1.2354691661370354,-0.24916385155926735,-0.8501841390851181
2023-11-12,0.6128578188471727,1.0503514648593757,-0.9917561035420196,1.6376765596366156
2023-11-13,-0.7644374944793146,-0.7593694977364731,-0.4908837134327709,0.2586369190266001
2023-11-14,1.4685137319607273,0.7048339276970952,-0.648317201107146,-1.084654492461966
2023-11-15,-0.8030955992340313,-0.6650856841692132,1.331335064881004,-0.4052798445383499
2023-11-16,0.5061700856789821,-1.1198693818885985,0.11887589812327233,0.030722786168294578
2023-11-17,-0.001337070124264792,1.7610160971135194,-0.39008828118267747,0.3320010572964213
2023-11-18,1.8966180967604815,-0.18722496723530568,0.8700369517135275,-1.000276209674296
2023-11-19,-0.5814625368538512,2.4307559357661694,0.5785861770112366,1.8036988785032844
2023-11-20,-0.19979834673180125,1.8957266693452932,-0.5847374562593569,-0.1295283788463539
2023-11-21,-0.21971069538532037,-0.023645836209720248,0.36257038629288585,0.4497804628081622
2023-11-22,-0.6757858037426111,1.0102403566468716,0.292728726411934,-2.388314904926155
2023-11-23,-0.3005416837142269,0.26942133120332773,0.43230875058808255,-0.13345295724706677
2023-11-24,-0.4551165022353046,-0.05413562655213097,1.6709709894034541,-0.3881332272185013
2023-11-25,-2.314550288122745,0.9659152193751293,-0.10541792548544034,0.18085016047537147
2023-11-26,0.20420909949675006,0.006452831643156075,0.11539566394684983,-0.47253205721533054
2023-11-27,0.6070742267948703,-0.3998377788900713,0.8033452790471742,-3.4314136160149222
2023-11-28,0.36915565886335,0.06127652943639367,0.15078534190093582,-1.3598038454245038
2023-11-29,-0.7662502921905909,1.1976988738647654,0.9044342744483905,-0.17472435112747764
2023-11-30,-0.19159729554897129,-1.4378081649422239,-0.9839036962475329,0.4015308070645097
2023-12-01,1.2159517687024632,-1.7890082549600066,-0.8377549538736585,-1.126526947209244
2023-12-02,-0.22106071553930057,1.0418935214697522,0.8336480424574101,-1.3991588149280523
2023-12-03,-0.4795356591032573,0.27900707040631567,-1.0702330123255446,0.061713881197713795
2023-12-04,-0.9828353691393477,-0.08473924883035158,-0.30331410640398554,-1.2537546677717573
2023-12-05,0.5822107226950451,-2.4108775225742085,1.7019336412174673,0.7515491227194842
2023-12-06,-0.917437813804403,0.03392534417326007,-0.8141385752241618,-0.24875447526300715
2023-12-07,0.07702123544518882,0.18647319120229122,0.4795950297346635,-1.3397370459529312
2023-12-08,0.9819380385340645,-1.8616449265484898,0.10989709798963346,0.6468836699565982
2023-12-09,0.8814886416147089,-1.256630995841776,-0.8181505703208353,0.8588263693414452
2023-12-10,-1.8989476952269486,0.7947241763245734,-1.0310832940517538,-0.3456283204378222
2023-12-11,0.10195782258357595,0.9093216118408521,1.5851640640530213,0.5459984735210216
2023-12-12,2.3253034700156587,0.1724658466501571,-0.03488170775556572,0.7619778340671679
2023-12-13,0.7469790496585457,-0.3223164825173364,0.3214257333860316,-2.442720319936409
2023-12-14,-0.06193733716989059,-0.5793376676656207,0.39287586216295,-0.2465153039385845
2023-12-15,0.36753175668140375,-0.8442714865739938,0.5916874998890626,0.29968399085398356
2023-12-16,0.714284120274892,0.15982832214617973,-1.1464785665354305,-0.931610316511323
2023-12-17,-1.6199469998887899,-0.3853579735497536,1.6047712000745693,0.7980549458821321
2023-12-18,1.1620323159766621,-0.10572328257193153,0.14148188001705375,-0.8034659274989395
2023-12-19,-0.38291983995919127,-0.7964918164284434,1.3673335830593556,1.2125025321934952
2023-12-20,0.9455102700138205,-1.6339022816666255,-1.3292876168632248,1.8931363130054315
2023-12-21,0.27533424452348504,-1.8613548610813675,0.5809972022351594,0.519352189976299
2023-12-22,-0.49711537439060927,0.8450917268052236,-0.19408398871707314,-0.8342401916814214
2023-12-23,-1.5547145390883097,1.3836228683178369,0.05293849279287226,-0.14684137775972406
2023-12-24,1.3217449987469843,0.5168647293654626,-1.0480247285124726,-0.619797376017458
2023-12-25,0.3202472967533598,-0.9477915178604982,1.189984177306873,-1.2927330042582446
2023-12-26,-0.5748671380055819,1.6126623328225855,-0.7336040613359927,0.2431007599934311
2023-12-27,-0.1319335267049288,0.18104685107886245,-0.8142470597249171,-0.24020132903899083
2023-12-28,0.05266965284443657,1.7436428362439373,1.2106386631079706,-1.280600589575681
2023-12-29,2.17319474754463,-1.0066415797222323,-1.8929505673447906,1.613325381634924
2023-12-30,0.8311982421995078,0.7927906672678359,-0.3098335340286289,-0.6709086985388774
2023-12-31,-0.7766698047071314,1.6635037390496452,-0.27152922606221197,0.5264346123998062
2024-01-01,-2.1391191327248698,-1.4089713785528974,-0.48659127637168803,0.7834856488109887
2024-01-02,1.08685895506025,0.81506992617699,0.6993810666432065,0.79941419558886
2024-01-03,-1.1393225356276055,-0.8798833780104598,1.4548210059045632,2.249408443521548
2024-01-04,-0.605619112386665,0.49970610049817693,0.22445840574333553,-1.0248875756935334
2024-01-05,-2.3318315201011637,-0.06204011408657609,-1.0425036621706705,1.0177355298189739
2024-01-06,0.47730089635880807,-0.11184730499407848,0.29127310009434926,-0.5400564779995269
2024-01-07,-0.5679724275701896,1.7294194575692552,0.890411780761725,-0.10607555321882496
2024-01-08,-1.508535592206156,1.6912647923651232,1.0272924239278123,1.5519792604693856
2024-01-09,0.13036317091434765,1.9336959546913932,-0.7246555155840925,-1.1980845256728474
2024-01-10,0.3305503525077911,2.1987022900149378,-1.1012911494299957,-1.4322481599518597
2024-01-11,1.8073321422348956,0.4247552735402057,1.482570580767663,-0.04644075979684843
2024-01-12,-2.287337056493548,0.8393893111983605,-0.09854212541157473,1.9246677986765794
2024-01-13,-0.3478480948589151,-1.0842001935643768,0.12864742500392864,-0.9408548672064566
2024-01-14,-0.1944487012166566,0.4571161387426422,-0.6510867267020344,1.4286135101122828
2024-01-15,-0.2595793951178776,-0.21598172774214836,-0.9527268969291636,1.7401422842999152
2024-01-16,-0.5256656587507199,1.1179030882150032,0.545489273955777,-0.6169008184133553
2024-01-17,0.1461445206544338,0.9084707524250073,-0.7137380428449569,-1.9493337756282525
2024-01-18,-1.2967939994907434,-0.9951548737296068,0.17582914019125542,-0.6730250540909104
2024-01-19,-0.7107252201519334,-0.045094802493192095,1.959117481890369,1.5821236209479879
2024-01-20,-0.9545329876085469,-1.0591118125657153,0.4147668714631267,0.35524895301786036
2024-01-21,-0.2765385681752053,1.294692630319051,0.05261870471249985,1.6053008114097256
2024-01-22,0.9257785150272281,0.928052509592365,-0.360279890749549,0.02990454264393121
2024-01-23,0.21448444143387158,0.5577229583830363,0.9240881841083726,0.6547505251434865
2024-01-24,-0.6274743652218634,-0.0023699245041517328,1.032315344753122,-0.5545987841728474
2024-01-25,-0.2479326484938339,1.1347525384835633,0.07948015779436395,-0.4106439084799443
2024-01-26,-0.7698488306571575,-0.1334048448592608,-1.0081950598261677,-1.000609512325121
2024-01-27,-0.11652918016045502,-0.7974535123914853,-0.2070651847676475,-0.6469467782162402
2024-01-28,-0.3118286236249559,-0.48362028937187757,1.4086160992672665,-0.9280548062776509
2024-01-29,0.3950563614756819,-0.6224695946543728,1.6091590981261694,-0.6344054233180263
2024-01-30,-0.6676105396886183,-0.12574521875885444,-2.6637651038143817,0.6820418055866768
2024-01-31,-2.0385662064115997,1.3603029356811358,0.10597614574594383,1.1093539964388865
2024-02-01,-0.659710462920607,1.365878555228345,-0.5428580906368325,0.4946812474468466
2024-02-02,-1.5628540231935966,0.6478893257304216,-1.1948212846714177,-1.661746724958227
2024-02-03,-0.8061539812866882,-0.7711174790585947,0.9096825522860774,0.20183856101598224
2024-02-04,-2.01268756566296,1.1780881874762268,0.33199932507748886,-0.3948886466206498
2024-02-05,0.618880266144461,-0.7329759480257677,0.5613296035731743,-0.317878875049227
2024-02-06,-0.53085673979113,1.320462906641417,0.38725944510393645,0.46862865508653334
2024-02-07,-0.45611718184833533,-1.0346525958284425,-0.20330977782369916,-0.6454103239350255
2024-02-08,2.0559606143427605,-0.18028269206080477,-0.36552640085373567,-1.0094068948370485
2024-02-09,0.9310226932394344,-1.395752848870011,1.7527626212497145,1.913097463697096
2024-02-10,1.2783991041100993,-0.7626707913060945,0.5227103454986166,0.2454155175827649
2024-02-11,-1.3826933844790226,0.034212095296411296,0.3888564006050268,1.4984426104226651
2024-02-12,-0.14969423033538204,-0.6163468991841303,0.16987785265249436,-0.5014547898410333
2024-02-13,-0.21365152452783215,0.3472966489761166,1.1899272796603413,-0.3207778485944889
2024-02-14,1.0653815074845905,-1.9792267458405655,-0.10280645059349806,0.20528550161894568
2024-02-15,-0.6420302119114037,0.33864805740425263,-1.329310605460461,-0.4747023067818975
2024-02-16,1.2819805303248937,-0.2691907038577175,0.2815048589117551,-0.0840582013327051
2024-02-17,-1.0631978922499972,1.0248150105329716,-0.787978888604073,-0.4216672737551094
2024-02-18,0.15041991027848925,-0.6582624240152505,-0.800230357798502,1.0324898032551888
2024-02-19,-1.5456839550107246,1.9078932950635705,0.18178015407408912,-1.2227949845562152
2024-02-20,0.37487876508918305,-0.20117371919436278,-1.3046690768577178,0.3326658366369616
2024-02-21,0.6133845423695927,-0.011626497450981248,-0.4865575756939871,-0.20092309965565222
2024-02-22,0.7524359807157384,0.5165543308173488,-0.1346003162929444,1.0953605408600344
2024-02-23,-1.8464478534478141,-0.38641359815847454,-0.3649244651283147,-1.2536176015678062
2024-02-24,-0.6587687259017833,1.5428644675351755,-0.6757340460658839,1.1193758298133516
2024-02-25,-0.6179055009701466,-1.4351864771967047,1.1310287680815965,-1.4823762178802466
2024-02-26,-1.8549958277329248,0.7757595160470199,0.13902144139424788,0.42178748834051066
2024-02-27,-0.20922499996892144,1.5078764511656133,1.2731213089251248,2.0500039930718814
2024-02-28,-0.8699304689899056,-0.45284288471601597,-0.500949870267305,0.1992189892977537
2024-02-29,0.34034266224669185,0.29007657955161176,-1.0922743605392176,-2.0299766622998416
2024-03-01,0.38344021220580227,1.296704365745344,-0.9459567269545442,0.8493170448397207
2024-03-02,-0.8122956480463766,0.03319903322058939,0.9011967896712494,1.751494066731385
2024-03-03,0.630433280836618,-0.7966186564730604,-0.2756873929983629,0.5639481205405501
2024-03-04,-0.093253782552029,0.0332961390122243,-0.7415066041802553,-1.0559636459888324
2024-03-05,-0.7213834802196558,-0.2840744548999814,-0.04571014846602253,-0.2101720929081743
2024-03-06,-0.09284630081484362,0.004660208296622193,-1.0048267485292164,0.9278262012372152
2024-03-07,1.6341192279659507,-1.772834228318942,-0.018461666421944408,-0.5247398787827788
2024-03-08,0.8504157977767588,-2.6009519688768403,1.6400335037327034,1.7926779688408754
2024-03-09,-1.2481097490958852,0.7539486679476146,-1.0898570041286317,-1.094916942270639
2024-03-10,0.7508478131198916,0.8319020117486571,0.8628634920066266,-0.7947233919749139
2024-03-11,-0.6657379330330793,0.13283950732513655,-0.4495845686596314,1.4171298075549235
2024-03-12,-0.2649232077169667,0.3666340673780115,1.7975983926006958,1.825529585249049
2024-03-13,-0.17485321692385863,-0.05560612919538108,-0.3605353658489839,-0.9636827517435652
2024-03-14,-0.20833458368021476,-0.6022370806161833,-1.377998527563073,-0.6504852233053441
2024-03-15,0.0036513258973759834,-0.2803092084332892,0.8881651293496904,0.43188711833788146
2024-03-16,1.099282300660802,0.4602720737172069,1.0323473260086085,0.9172583645101385
2024-03-17,-0.06853510605149703,-0.13276373441736003,-0.9075344922878015,0.5233690040109841
2024-03-18,1.955776701126511,-0.029828543297925517,-0.10651589936116825,-0.6262961463049185
2024-03-19,0.2945644493413842,1.1423736033510095,0.17425134145923815,-2.146500411948359
2024-03-20,0.20432504065173993,1.3233720759781056,-0.5698913453026797,-0.21762773010981298
2024-03-21,-1.7385142808531497,0.10897776500436902,-0.5721410968518181,-0.08764229831947348
2024-03-22,0.774498969969438,-0.664418479333427,-0.7094172850606123,0.21724107160651424
2024-03-23,-0.1838369979816995,0.9909933969711432,0.3896423746186464,0.6851897164159804
2024-03-24,0.7047954933135787,-1.7456387603802481,0.7648808777887552,0.4085252251248853
2024-03-25,1.2787040991744274,-1.078210261966559,0.18897058611688092,0.355913784726085
2024-03-26,0.6297663613229587,-0.6569432256567288,0.032507007887186086,-0.3595371412147521
2024-03-27,-0.8283305254109427,-1.436867194121778,-0.4952482556247376,1.8587654032083272
2024-03-28,-0.9306768227787131,1.839029702877938,0.3423554978892524,-1.4519349683527785
2024-03-29,-1.021262759803152,0.2110031627356666,-0.18187891656444763,0.6972693793101445
2024-03-30,2.1032447021824305,-2.527860965001993,-1.1735447150996794,1.747142304991903
2024-03-31,-1.1187638151485677,-1.24302921627435,-0.877267784156505,1.2900947514654408
2024-04-01,0.8416761615771289,-1.7748028949940493,-0.5179489161441796,0.8624184268906281
2024-04-02,0.1378919194611214,-0.12603940476069359,-0.9178723773432714,-2.740272778607848
2024-04-03,-1.0012777203335725,-0.5137513503777025,0.6672444938648692,-0.6834187935869588
2024-04-04,-0.5105123636647005,-1.7911094345703589,0.6518767404225546,-0.2632073372298746
2024-04-05,-0.44381090931160144,-1.135344169487649,0.6735411977777414,-1.4884117995142745
2024-04-06,-0.9491934318519155,1.346343154964765,0.27300645179994143,-0.5258361992246704
2024-04-07,-0.2096766650557388,0.2446139919861264,-0.08176424696038961,0.03919527315275242
2024-04-08,-1.0190103962687895,-0.9700672679880677,0.08379028216682695,0.01584082520028801
2024-04-09,2.810931151530929,0.3276056117195391,-2.3724848840339865,0.4087188645268505
