sample,stage,model,held_out_record,n_train,n_test,accuracy,balanced_accuracy,auc,training_aic_approx,training_bic_approx,predictors
raw_qc_pass,cue_locked,Model-A2_no_P,VisualCogA_Task-2,291,96,0.4895833333333333,0.4722222222222222,0.43915343915343913,409.16551887379234,420.18548867530683,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,cue_locked,Model-A3_no_T,VisualCogA_Task-2,291,96,0.4791666666666667,0.45238095238095233,0.41005291005291006,407.7445385617848,422.4378316304708,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-2,291,96,0.4270833333333333,0.414021164021164,0.40828924162257496,409.6316559943889,427.9982723302464,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-2,291,96,0.4166666666666667,0.40476190476190477,0.42063492063492064,410.25428263997486,432.2942222430038,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,cue_locked,Model-0_V,VisualCogB_Task-1,289,98,0.46938775510204084,0.5,0.5330267558528428,403.3889498764318,410.7218032526567,V_visual_like_raw
raw_qc_pass,cue_locked,Model-0_VplusGamma,VisualCogB_Task-1,289,98,0.5204081632653061,0.5355351170568562,0.5133779264214047,403.86134838096973,414.86062844530704,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,cue_locked,Model-A1_no_H,VisualCogB_Task-1,289,98,0.4897959183673469,0.5029264214046822,0.5668896321070234,403.05122270121456,414.05050276555187,V_visual_like_raw;P_control_like_raw
raw_qc_pass,cue_locked,Model-A2_no_P,VisualCogB_Task-1,289,98,0.46938775510204084,0.5,0.45025083612040134,405.3581025444529,416.3573826087902,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,cue_locked,Model-A3_no_T,VisualCogB_Task-1,289,98,0.5204081632653061,0.5305183946488294,0.5547658862876255,404.9012533539283,419.5669601063781,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-1,289,98,0.5408163265306123,0.5597826086956521,0.5543478260869565,406.74475282839114,425.07688626895333,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-1,289,98,0.5306122448979592,0.5514214046822742,0.5639632107023411,408.54714574959155,430.5457058782662,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,cue_locked,Model-0_V,VisualCogB_Task-2,294,93,0.44086021505376344,0.44472710453284,0.5101757631822387,410.08021689357315,417.4473764282505,V_visual_like_raw
raw_qc_pass,cue_locked,Model-0_VplusGamma,VisualCogB_Task-2,294,93,0.43010752688172044,0.4343200740055504,0.4782608695652174,411.2269308593196,422.27767016133566,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,cue_locked,Model-A1_no_H,VisualCogB_Task-2,294,93,0.4838709677419355,0.48635522664199815,0.5050878815911193,410.4451770900343,421.49591639205033,V_visual_like_raw;P_control_like_raw
raw_qc_pass,cue_locked,Model-A2_no_P,VisualCogB_Task-2,294,93,0.43010752688172044,0.43293246993524515,0.4768732654949121,410.7837275602401,421.83446686225614,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,cue_locked,Model-A3_no_T,VisualCogB_Task-2,294,93,0.45161290322580644,0.45420906567992597,0.4842738205365402,411.4492733392036,426.18359240855835,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-2,294,93,0.45161290322580644,0.456059204440333,0.48196114708603144,412.7192367121957,431.1371355488891,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-2,294,93,0.45161290322580644,0.456059204440333,0.4884366327474561,414.6990895321768,436.8005681362089,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-0_V,VisualCogA_Task-1,296,100,0.52,0.48148148148148145,0.4174718196457327,414.0055794087545,421.38629831740263,V_visual_like_raw
raw_qc_pass,target_locked,Model-0_VplusGamma,VisualCogA_Task-1,296,100,0.5,0.5289855072463768,0.48993558776167473,414.24294914957807,425.31402751255024,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,target_locked,Model-A1_no_H,VisualCogA_Task-1,296,100,0.51,0.5108695652173914,0.4826892109500805,407.0390371372062,418.1101155001784,V_visual_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-A2_no_P,VisualCogA_Task-1,296,100,0.53,0.5148953301127215,0.5241545893719807,414.51266562080923,425.5837439837814,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,target_locked,Model-A3_no_T,VisualCogA_Task-1,296,100,0.48,0.4830917874396135,0.5,405.4485410152743,420.2099788325705,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-1,296,100,0.5,0.501610305958132,0.49879227053140096,407.4111009308199,425.8628982024402,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-1,296,100,0.5,0.501610305958132,0.49516908212560384,409.39502277906377,431.5371795050081,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-0_V,VisualCogA_Task-2,298,98,0.5510204081632653,0.5061310782241014,0.5238900634249471,416.7997915385587,424.19397851156947,V_visual_like_raw
raw_qc_pass,target_locked,Model-0_VplusGamma,VisualCogA_Task-2,298,98,0.5510204081632653,0.5010570824524313,0.5505285412262156,418.60714201093236,429.6984224704486,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,target_locked,Model-A1_no_H,VisualCogA_Task-2,298,98,0.5714285714285714,0.5395348837209303,0.49725158562367866,413.5266151421437,424.61789560165994,V_visual_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-A2_no_P,VisualCogA_Task-2,298,98,0.5918367346938775,0.5830866807610994,0.5881606765327696,417.86272319440366,428.95400365391987,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,target_locked,Model-A3_no_T,VisualCogA_Task-2,298,98,0.5306122448979592,0.5082452431289641,0.5408033826638478,413.0880546192096,427.8764285652312,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-2,298,98,0.5204081632653061,0.5169133192389006,0.5386892177589852,414.495295813056,432.980763245583,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-2,298,98,0.5510204081632653,0.546723044397463,0.545877378435518,416.480953500543,438.66351441957545,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-0_V,VisualCogB_Task-1,298,98,0.47959183673469385,0.5,0.4764288694201085,415.67196589705543,423.0661528700662,V_visual_like_raw
raw_qc_pass,target_locked,Model-0_VplusGamma,VisualCogB_Task-1,298,98,0.46938775510204084,0.48852732582394665,0.5586149353358365,417.4588726190058,428.550153078522,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,target_locked,Model-A1_no_H,VisualCogB_Task-1,298,98,0.5612244897959183,0.5734251147267417,0.690863579474343,416.8000925565283,427.8913730160445,V_visual_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-A2_no_P,VisualCogB_Task-1,298,98,0.5,0.514601585314977,0.5127242386316229,415.2886286370877,426.3799090966039,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,target_locked,Model-A3_no_T,VisualCogB_Task-1,298,98,0.5918367346938775,0.5961618690029203,0.6499791405924071,415.57759374745353,430.36596769347517,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-1,298,98,0.5408163265306123,0.549645390070922,0.6549853984146851,417.4655249856618,435.9509924181888,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-1,298,98,0.5204081632653061,0.5283687943262412,0.6399666249478515,418.97099018745683,441.15355110648926,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-0_V,VisualCogB_Task-2,296,100,0.5,0.5,0.4996,413.477826778596,420.85854568724415,V_visual_like_raw
raw_qc_pass,target_locked,Model-0_VplusGamma,VisualCogB_Task-2,296,100,0.54,0.54,0.472,413.0141341802337,424.0852125432059,V_visual_like_raw;Gamma_visual_like_raw
raw_qc_pass,target_locked,Model-A1_no_H,VisualCogB_Task-2,296,100,0.51,0.51,0.5772,410.1713646136362,421.24244297660834,V_visual_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-A2_no_P,VisualCogB_Task-2,296,100,0.52,0.52,0.5364,413.88723765931525,424.9583160222874,V_visual_like_raw;H_memory_like_raw
raw_qc_pass,target_locked,Model-A3_no_T,VisualCogB_Task-2,296,100,0.57,0.57,0.5828,409.1909738852919,423.95241170258817,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
raw_qc_pass,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-2,296,100,0.55,0.55,0.582,411.07986863582136,429.53166590744166,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
raw_qc_pass,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-2,296,100,0.51,0.51,0.5772,412.40344476426407,434.5456014902084,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-0_V,VisualCogA_Task-1,243,54,0.46296296296296297,0.4724137931034483,0.5006896551724138,339.6722977696413,346.6584206563224,V_visual_like_raw
q1_quality_matched,cue_locked,Model-0_VplusGamma,VisualCogA_Task-1,243,54,0.46296296296296297,0.48344827586206895,0.5131034482758621,341.66498973089614,352.1441740609178,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,cue_locked,Model-A1_no_H,VisualCogA_Task-1,243,54,0.5,0.5151724137931034,0.5324137931034483,341.20667192702956,351.6858562570512,V_visual_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-A2_no_P,VisualCogA_Task-1,243,54,0.5,0.5124137931034483,0.5544827586206896,341.6202364124009,352.0994207424226,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,cue_locked,Model-A3_no_T,VisualCogA_Task-1,243,54,0.5370370370370371,0.5524137931034483,0.5420689655172414,343.19065252479857,357.16289829816077,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-1,243,54,0.5370370370370371,0.5551724137931034,0.5420689655172414,345.19055026135993,362.65585747806267,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-1,243,54,0.5370370370370371,0.549655172413793,0.5324137931034483,347.0894437770834,368.04781243712665,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-0_V,VisualCogA_Task-2,217,80,0.4625,0.49682539682539684,0.5307936507936508,304.7172952229008,311.47708992998173,V_visual_like_raw
q1_quality_matched,cue_locked,Model-0_VplusGamma,VisualCogA_Task-2,217,80,0.4625,0.5126984126984127,0.5371428571428571,306.4445414062265,316.5842334668479,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,cue_locked,Model-A1_no_H,VisualCogA_Task-2,217,80,0.5375,0.519047619047619,0.473015873015873,304.82987096926377,314.96956302988514,V_visual_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-A2_no_P,VisualCogA_Task-2,217,80,0.5,0.5111111111111111,0.48,306.5611017463164,316.7007938069378,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,cue_locked,Model-A3_no_T,VisualCogA_Task-2,217,80,0.425,0.40317460317460313,0.4146031746031746,306.4782434407656,319.9978328549274,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-2,217,80,0.475,0.4920634920634921,0.4336507936507937,307.2336984447634,324.13318521246566,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-2,217,80,0.475,0.49523809523809526,0.43174603174603177,308.8458742368995,329.1252583581422,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-0_V,VisualCogB_Task-1,214,83,0.5060240963855421,0.5113240418118467,0.5220673635307782,299.6494180116897,306.3813700417334,V_visual_like_raw
q1_quality_matched,cue_locked,Model-0_VplusGamma,VisualCogB_Task-1,214,83,0.5180722891566265,0.5232288037166086,0.4965156794425087,301.54554148931396,311.6434695343795,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,cue_locked,Model-A1_no_H,VisualCogB_Task-1,214,83,0.4819277108433735,0.48577235772357724,0.5511033681765389,301.56480547336514,311.6627335184307,V_visual_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-A2_no_P,VisualCogB_Task-1,214,83,0.5060240963855421,0.5113240418118467,0.5238095238095238,301.6008038893692,311.69873193443476,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,cue_locked,Model-A3_no_T,VisualCogB_Task-1,214,83,0.5060240963855421,0.509581881533101,0.5580720092915215,303.5323111523387,316.99621521242614,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-1,214,83,0.4939759036144578,0.5,0.5545876887340302,305.25482582719644,322.0847059023057,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-1,214,83,0.5180722891566265,0.5238095238095238,0.5389082462253194,307.20362249858636,327.39947858871744,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-0_V,VisualCogB_Task-2,217,80,0.4875,0.5100565681961031,0.5235700817096166,302.30941304086383,309.06920774794474,V_visual_like_raw
q1_quality_matched,cue_locked,Model-0_VplusGamma,VisualCogB_Task-2,217,80,0.4625,0.4905719673161534,0.5040854808296669,303.45049401919937,313.59018607982074,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,cue_locked,Model-A1_no_H,VisualCogB_Task-2,217,80,0.475,0.4965430546825896,0.5267127592708988,303.44157913165805,313.5812711922794,V_visual_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-A2_no_P,VisualCogB_Task-2,217,80,0.475,0.4927718416090509,0.4952859836580767,302.73590859012234,312.8756006507437,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,cue_locked,Model-A3_no_T,VisualCogB_Task-2,217,80,0.4625,0.4811439346323067,0.5097423004399748,304.15547211021516,317.675061524377,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,cue_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-2,217,80,0.4125,0.4384035197988686,0.5059710873664363,305.8305112103288,322.72999797803107,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,cue_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-2,217,80,0.4375,0.46354494028912635,0.4896291640477687,307.70241183801477,327.9817959592575,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-0_V,VisualCogA_Task-1,243,54,0.5555555555555556,0.5310344827586206,0.6193103448275862,340.53551210739613,347.5216349940772,V_visual_like_raw
q1_quality_matched,target_locked,Model-0_VplusGamma,VisualCogA_Task-1,243,54,0.48148148148148145,0.5144827586206896,0.6,341.80862169138254,352.2878060214042,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,target_locked,Model-A1_no_H,VisualCogA_Task-1,243,54,0.5185185185185185,0.5213793103448277,0.5324137931034483,338.3132554442492,348.79243977427086,V_visual_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-A2_no_P,VisualCogA_Task-1,243,54,0.5185185185185185,0.5103448275862069,0.4413793103448276,339.5635469255002,350.04273125552186,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,target_locked,Model-A3_no_T,VisualCogA_Task-1,243,54,0.4074074074074074,0.41517241379310343,0.4910344827586207,335.6104414016638,349.582687175026,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-1,243,54,0.5185185185185185,0.5158620689655172,0.49379310344827587,337.37560830873304,354.8409155254358,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-1,243,54,0.5370370370370371,0.5331034482758621,0.48551724137931035,339.1908303981571,360.1491990582004,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-0_V,VisualCogA_Task-2,217,80,0.4375,0.49682539682539684,0.36507936507936506,304.7754794892103,311.5352741962912,V_visual_like_raw
q1_quality_matched,target_locked,Model-0_VplusGamma,VisualCogA_Task-2,217,80,0.425,0.4857142857142857,0.36253968253968255,306.75887243749673,316.8985644981181,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,target_locked,Model-A1_no_H,VisualCogA_Task-2,217,80,0.475,0.4634920634920635,0.4996825396825397,303.1169622079833,313.2566542686047,V_visual_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-A2_no_P,VisualCogA_Task-2,217,80,0.5125,0.5571428571428572,0.6158730158730159,306.7103633197263,316.85005538034767,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,target_locked,Model-A3_no_T,VisualCogA_Task-2,217,80,0.5375,0.5253968253968254,0.539047619047619,304.70146943889165,318.2210588530535,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogA_Task-2,217,80,0.4625,0.4873015873015873,0.5333333333333333,305.038765242398,321.93825201010026,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogA_Task-2,217,80,0.4625,0.4873015873015873,0.532063492063492,307.0373692798032,327.31675340104596,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-0_V,VisualCogB_Task-1,214,83,0.5180722891566265,0.5232288037166086,0.5220673635307782,299.28484815674653,306.01680018679025,V_visual_like_raw
q1_quality_matched,target_locked,Model-0_VplusGamma,VisualCogB_Task-1,214,83,0.5180722891566265,0.5203252032520325,0.5447154471544715,301.16219310011724,311.2601211451828,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,target_locked,Model-A1_no_H,VisualCogB_Task-1,214,83,0.6506024096385542,0.6506968641114983,0.6655052264808362,300.43096845314966,310.5288964982152,V_visual_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-A2_no_P,VisualCogB_Task-1,214,83,0.5421686746987951,0.5455865272938444,0.5557491289198606,299.7033547096628,309.80128275472833,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,target_locked,Model-A3_no_T,VisualCogB_Task-1,214,83,0.6385542168674698,0.6387921022067364,0.6475029036004646,300.301115963646,313.7650200237334,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-1,214,83,0.5542168674698795,0.5566202090592335,0.6504065040650406,301.9822569385257,318.812137013635,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-1,214,83,0.5542168674698795,0.5563298490127758,0.6329849012775842,303.36197770370427,323.55783379383536,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-0_V,VisualCogB_Task-2,217,80,0.4,0.41357636706473916,0.42803268384663734,299.006794362856,305.7665890699369,V_visual_like_raw
q1_quality_matched,target_locked,Model-0_VplusGamma,VisualCogB_Task-2,217,80,0.4875,0.5100565681961031,0.4544311753614079,299.75524170516894,309.8949337657903,V_visual_like_raw;Gamma_visual_like_raw
q1_quality_matched,target_locked,Model-A1_no_H,VisualCogB_Task-2,217,80,0.5,0.5122564424890006,0.4795725958516656,297.8403560279512,307.9800480885726,V_visual_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-A2_no_P,VisualCogB_Task-2,217,80,0.3875,0.39817724701445634,0.4556882463859208,299.64849804161025,309.7881901022316,V_visual_like_raw;H_memory_like_raw
q1_quality_matched,target_locked,Model-A3_no_T,VisualCogB_Task-2,217,80,0.5,0.5179132620993087,0.49905719673161536,297.77241490572305,311.2920043198849,V_visual_like_raw;H_memory_like_raw;P_control_like_raw
q1_quality_matched,target_locked,Model-F_VHP_plus_Tcandidate,VisualCogB_Task-2,217,80,0.5,0.5179132620993087,0.4984286612193589,299.77132179607236,316.67080856377464,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;filename_task_code_candidate
q1_quality_matched,target_locked,Model-F_VHP_gamma_plus_Tcandidate,VisualCogB_Task-2,217,80,0.5125,0.5257699560025142,0.497171590194846,301.224124384841,321.50350850608373,V_visual_like_raw;H_memory_like_raw;P_control_like_raw;Gamma_visual_like_raw;filename_task_code_candidate
