record,original_trial_index,cue_sample_index,cue_time_s,cue_side,cue_side_text,target_time_s,target_time_source,task_type,q1_trial_index,q1_trial_key,q1_mapping_error_s,q1_final_drop,eeg_quality,response_channel_label,response_event_count,response_raw,response_code,t_act_s,response_time_s,response_side,choice_side,choice_side_text,response_decode_status,response_declared_code,response_bout_code_sequence,target_side,correct_response_side,target_time_schedule_proxy_s,scheduled_rt_proxy_s,reaction_time_s,rt_status,correct,correctness_status,is_omission,response_marker_present,omission_status,behavior_label_status
VisualCogA_Task-1,10,27102,105.8671875,1,right,108.0671875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,8.0,VisualCogA_Task-1:q1_008,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,108.08203125,108.08203125,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,108.0671875,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,11,29254,114.2734375,1,right,116.4734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,9.0,VisualCogA_Task-1:q1_009,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,116.4921875,116.4921875,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,116.4734375,0.018749999999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,12,31379,122.57421875,-1,left,124.77421875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,10.0,VisualCogA_Task-1:q1_010,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,124.7890625,124.7890625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,124.77421875,0.014843749999997158,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,13,33520,130.9375,-1,left,133.1375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,133.15234375,133.15234375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,133.1375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,14,35676,139.359375,1,right,141.559375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,141.57421875,141.57421875,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,141.559375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,15,37789,147.61328125,-1,left,149.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,11.0,VisualCogA_Task-1:q1_011,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,149.828125,149.828125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,149.81328125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,16,39897,155.84765625,1,right,158.04765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,12.0,VisualCogA_Task-1:q1_012,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,158.06640625,158.06640625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,158.04765625,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,17,42110,164.4921875,-1,left,166.6921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,13.0,VisualCogA_Task-1:q1_013,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,166.70703125,166.70703125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,166.6921875,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,18,44282,172.9765625,-1,left,175.1765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,175.19140625,175.19140625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,175.1765625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,19,46443,181.41796875,1,right,183.61796875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,183.6328125,183.6328125,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,183.61796875,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,20,48579,189.76171875,-1,left,191.96171875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,14.0,VisualCogA_Task-1:q1_014,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,191.98046875,191.98046875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,191.96171875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,21,50676,197.953125,-1,left,200.153125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,200.16796875,200.16796875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,200.153125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,22,52856,206.46875,1,right,208.66875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,208.68359375,208.68359375,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,208.66875,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,23,55001,214.84765625,-1,left,217.04765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,15.0,VisualCogA_Task-1:q1_015,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,217.0625,217.0625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,217.04765625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,24,57133,223.17578125,-1,left,225.37578125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,16.0,VisualCogA_Task-1:q1_016,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,225.390625,225.390625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,225.37578125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,25,59314,231.6953125,1,right,233.8953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,233.91015625,233.91015625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,233.8953125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,26,61410,239.8828125,1,right,242.0828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,242.1015625,242.1015625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,242.0828125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,27,63575,248.33984375,-1,left,250.53984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,250.5546875,250.5546875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,250.53984375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,28,65663,256.49609375,-1,left,258.69609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,17.0,VisualCogA_Task-1:q1_017,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,258.71484375,258.71484375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,258.69609375,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,29,67860,265.078125,-1,left,267.278125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,18.0,VisualCogA_Task-1:q1_018,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,267.29296875,267.29296875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,267.278125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,30,69976,273.34375,-1,left,275.54375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,19.0,VisualCogA_Task-1:q1_019,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,275.5625,275.5625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,275.54375,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,31,72081,281.56640625,1,right,283.76640625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,20.0,VisualCogA_Task-1:q1_020,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,283.78125,283.78125,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,283.76640625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,32,74269,290.11328125,1,right,292.31328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,21.0,VisualCogA_Task-1:q1_021,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,292.33203125,292.33203125,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,292.31328125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,33,76422,298.5234375,-1,left,300.7234375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,22.0,VisualCogA_Task-1:q1_022,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,300.73828125,300.73828125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,300.7234375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,34,78674,307.3203125,1,right,309.5203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,23.0,VisualCogA_Task-1:q1_023,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,309.53515625,309.53515625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,309.5203125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,35,80791,315.58984375,-1,left,317.78984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,317.8046875,317.8046875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,317.78984375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,36,82931,323.94921875,-1,left,326.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,326.16796875,326.16796875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,326.14921875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,37,85076,332.328125,-1,left,334.528125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,24.0,VisualCogA_Task-1:q1_024,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,334.54296875,334.54296875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,334.528125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,38,87204,340.640625,-1,left,342.840625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,342.859375,342.859375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,342.840625,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,39,89353,349.03515625,-1,left,351.23515625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,351.25,351.25,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,351.23515625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,40,91453,357.23828125,-1,left,359.43828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,359.45703125,359.45703125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,359.43828125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,41,93554,365.4453125,1,right,367.6453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,25.0,VisualCogA_Task-1:q1_025,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,367.6640625,367.6640625,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,367.6453125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,42,95698,373.8203125,-1,left,376.0203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,376.0390625,376.0390625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,376.0203125,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,43,97879,382.33984375,1,right,384.53984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,384.5546875,384.5546875,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,384.53984375,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,44,99995,390.60546875,-1,left,392.80546875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,26.0,VisualCogA_Task-1:q1_026,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,392.82421875,392.82421875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,392.80546875,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,45,102096,398.8125,-1,left,401.0125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,401.02734375,401.02734375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,401.0125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,46,104233,407.16015625,-1,left,409.36015625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,27.0,VisualCogA_Task-1:q1_027,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,409.375,409.375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,409.36015625,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,47,106421,415.70703125,1,right,417.90703125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,417.921875,417.921875,right,1,right,decoded_from_declared_channel_code,1.0,1,1,1,417.90703125,0.014843750000011369,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
VisualCogA_Task-1,48,108593,424.19140625,-1,left,426.39140625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,28.0,VisualCogA_Task-1:q1_028,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,426.41015625,426.41015625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,-1,-1,426.39140625,0.01875000000001137,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_target_side_vs_declared_channel9_action_code,0,True,response_observed_in_cue_to_next_cue_interval,channel8_channel9_outcome_labeled
