record,original_trial_index,cue_sample_index,cue_time_s,cue_side,cue_side_text,target_time_s,target_time_source,task_type,q1_trial_index,q1_trial_key,q1_mapping_error_s,q1_final_drop,eeg_quality,response_channel_label,response_event_count,response_raw,response_code,t_act_s,response_time_s,response_side,choice_side,choice_side_text,response_decode_status,response_declared_code,response_bout_code_sequence,response_analysis_window_start_s,response_analysis_window_end_s,response_analysis_window_start_sample_index,response_analysis_window_end_sample_index_exclusive,response_window_fully_observed,response_nonzero_sample_count_in_analysis_window,response_present_in_analysis_window,response_declared_code_sample_count_in_analysis_window,response_declared_code_time_in_analysis_window_s,analysis_window_observation_status,response_duration_s,response_bout_end_time_s,cue_direction,target_time_schedule_proxy_s,scheduled_rt_proxy_s,reaction_time_s,rt_status,cue_response_direction_consistent,direction_consistency_status,cue_interval_action_marker_count,has_channel9_action_marker_in_cue_interval,response_marker_present,behavior_label_status,eeg_trial_available,q1_quality_pass,response_pre_window_available,deadline_s
VisualCogA_Task-1,10,27102,105.8671875,1,right,108.0671875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,8.0,VisualCogA_Task-1:q1_008,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,108.08203125,108.08203125,right,1,right,decoded_from_declared_channel_code,1.0,1,104.8671875,110.8671875,26846,28383,True,301,True,301,108.08203125,declared_response_code_observed,1.17578125,109.2578125,1,108.0671875,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,11,29254,114.2734375,1,right,116.4734375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,9.0,VisualCogA_Task-1:q1_009,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,116.4921875,116.4921875,right,1,right,decoded_from_declared_channel_code,1.0,1,113.2734375,119.2734375,28998,30535,True,274,True,274,116.4921875,declared_response_code_observed,1.0703125,117.5625,1,116.4734375,0.0187499999999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,12,31379,122.57421875,-1,left,124.77421875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,10.0,VisualCogA_Task-1:q1_010,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,124.7890625,124.7890625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,121.57421875,127.57421875,31123,32660,True,292,True,292,124.7890625,declared_response_code_observed,1.140625,125.9296875,-1,124.77421875,0.0148437499999971,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,13,33520,130.9375,-1,left,133.1375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,133.15234375,133.15234375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,129.9375,135.9375,33264,34801,True,304,True,304,133.15234375,declared_response_code_observed,1.1875,134.33984375,-1,133.1375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,14,35676,139.359375,1,right,141.559375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,141.57421875,141.57421875,right,1,right,decoded_from_declared_channel_code,1.0,1,138.359375,144.359375,35420,36957,True,264,True,264,141.57421875,declared_response_code_observed,1.03125,142.60546875,1,141.559375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,15,37789,147.61328125,-1,left,149.81328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,11.0,VisualCogA_Task-1:q1_011,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,149.828125,149.828125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,146.61328125,152.61328125,37533,39070,True,258,True,258,149.828125,declared_response_code_observed,1.0078125,150.8359375,-1,149.81328125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,16,39897,155.84765625,1,right,158.04765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,12.0,VisualCogA_Task-1:q1_012,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,158.06640625,158.06640625,right,1,right,decoded_from_declared_channel_code,1.0,1,154.84765625,160.84765625,39641,41178,True,359,True,359,158.06640625,declared_response_code_observed,1.40234375,159.46875,1,158.04765625,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,17,42110,164.4921875,-1,left,166.6921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,13.0,VisualCogA_Task-1:q1_013,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,166.70703125,166.70703125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,163.4921875,169.4921875,41854,43391,True,320,True,320,166.70703125,declared_response_code_observed,1.25,167.95703125,-1,166.6921875,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,18,44282,172.9765625,-1,left,175.1765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,175.19140625,175.19140625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,171.9765625,177.9765625,44026,45563,True,311,True,311,175.19140625,declared_response_code_observed,1.21484375,176.40625,-1,175.1765625,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,19,46443,181.41796875,1,right,183.61796875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,183.6328125,183.6328125,right,1,right,decoded_from_declared_channel_code,1.0,1,180.41796875,186.41796875,46187,47724,True,285,True,285,183.6328125,declared_response_code_observed,1.11328125,184.74609375,1,183.61796875,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,20,48579,189.76171875,-1,left,191.96171875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,14.0,VisualCogA_Task-1:q1_014,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,191.98046875,191.98046875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,188.76171875,194.76171875,48323,49860,True,245,True,245,191.98046875,declared_response_code_observed,0.95703125,192.9375,-1,191.96171875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,21,50676,197.953125,-1,left,200.153125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,200.16796875,200.16796875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,196.953125,202.953125,50420,51957,True,328,True,328,200.16796875,declared_response_code_observed,1.28125,201.44921875,-1,200.153125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,22,52856,206.46875,1,right,208.66875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,208.68359375,208.68359375,right,1,right,decoded_from_declared_channel_code,1.0,1,205.46875,211.46875,52600,54137,True,293,True,293,208.68359375,declared_response_code_observed,1.14453125,209.828125,1,208.66875,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,23,55001,214.84765625,-1,left,217.04765625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,15.0,VisualCogA_Task-1:q1_015,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,217.0625,217.0625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,213.84765625,219.84765625,54745,56282,True,282,True,282,217.0625,declared_response_code_observed,1.1015625,218.1640625,-1,217.04765625,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,24,57133,223.17578125,-1,left,225.37578125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,16.0,VisualCogA_Task-1:q1_016,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,225.390625,225.390625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,222.17578125,228.17578125,56877,58414,True,329,True,329,225.390625,declared_response_code_observed,1.28515625,226.67578125,-1,225.37578125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,25,59314,231.6953125,1,right,233.8953125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,233.91015625,233.91015625,right,1,right,decoded_from_declared_channel_code,1.0,1,230.6953125,236.6953125,59058,60595,True,244,True,244,233.91015625,declared_response_code_observed,0.953125,234.86328125,1,233.8953125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,26,61410,239.8828125,1,right,242.0828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,1.0,2,242.1015625,242.1015625,right,1,right,decoded_from_declared_channel_code,1.0,1,238.8828125,244.8828125,61154,62691,True,314,True,314,242.1015625,declared_response_code_observed,1.2265625,243.328125,1,242.0828125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,27,63575,248.33984375,-1,left,250.53984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,250.5546875,250.5546875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,247.33984375,253.33984375,63319,64856,True,239,True,239,250.5546875,declared_response_code_observed,0.93359375,251.48828125,-1,250.53984375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,28,65663,256.49609375,-1,left,258.69609375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,17.0,VisualCogA_Task-1:q1_017,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,258.71484375,258.71484375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,255.49609375,261.49609375,65407,66944,True,344,True,344,258.71484375,declared_response_code_observed,1.34375,260.05859375,-1,258.69609375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,29,67860,265.078125,-1,left,267.278125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,18.0,VisualCogA_Task-1:q1_018,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,267.29296875,267.29296875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,264.078125,270.078125,67604,69141,True,265,True,265,267.29296875,declared_response_code_observed,1.03515625,268.328125,-1,267.278125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,30,69976,273.34375,-1,left,275.54375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,19.0,VisualCogA_Task-1:q1_019,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,275.5625,275.5625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,272.34375,278.34375,69720,71257,True,251,True,251,275.5625,declared_response_code_observed,0.98046875,276.54296875,-1,275.54375,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,31,72081,281.56640625,1,right,283.76640625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,20.0,VisualCogA_Task-1:q1_020,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,283.78125,283.78125,right,1,right,decoded_from_declared_channel_code,1.0,1,280.56640625,286.56640625,71825,73362,True,338,True,338,283.78125,declared_response_code_observed,1.3203125,285.1015625,1,283.76640625,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,32,74269,290.11328125,1,right,292.31328125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,21.0,VisualCogA_Task-1:q1_021,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,292.33203125,292.33203125,right,1,right,decoded_from_declared_channel_code,1.0,1,289.11328125,295.11328125,74013,75550,True,301,True,301,292.33203125,declared_response_code_observed,1.17578125,293.5078125,1,292.31328125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,33,76422,298.5234375,-1,left,300.7234375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,22.0,VisualCogA_Task-1:q1_022,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,300.73828125,300.73828125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,297.5234375,303.5234375,76166,77703,True,402,True,402,300.73828125,declared_response_code_observed,1.5703125,302.30859375,-1,300.7234375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,34,78674,307.3203125,1,right,309.5203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,23.0,VisualCogA_Task-1:q1_023,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,309.53515625,309.53515625,right,1,right,decoded_from_declared_channel_code,1.0,1,306.3203125,312.3203125,78418,79955,True,268,True,268,309.53515625,declared_response_code_observed,1.046875,310.58203125,1,309.5203125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,35,80791,315.58984375,-1,left,317.78984375,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,317.8046875,317.8046875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,314.58984375,320.58984375,80535,82072,True,288,True,288,317.8046875,declared_response_code_observed,1.125,318.9296875,-1,317.78984375,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,36,82931,323.94921875,-1,left,326.14921875,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,326.16796875,326.16796875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,322.94921875,328.94921875,82675,84212,True,291,True,291,326.16796875,declared_response_code_observed,1.13671875,327.3046875,-1,326.14921875,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,37,85076,332.328125,-1,left,334.528125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,24.0,VisualCogA_Task-1:q1_024,0.0,0,retained_by_q1,Action:L-1/R+1,1,-1.0,-2,334.54296875,334.54296875,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,331.328125,337.328125,84820,86357,True,279,True,279,334.54296875,declared_response_code_observed,1.08984375,335.6328125,-1,334.528125,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,38,87204,340.640625,-1,left,342.840625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,342.859375,342.859375,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,339.640625,345.640625,86948,88485,True,295,True,295,342.859375,declared_response_code_observed,1.15234375,344.01171875,-1,342.840625,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,39,89353,349.03515625,-1,left,351.23515625,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,351.25,351.25,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,348.03515625,354.03515625,89097,90634,True,250,True,250,351.25,declared_response_code_observed,0.9765625,352.2265625,-1,351.23515625,0.0148437500000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,40,91453,357.23828125,-1,left,359.43828125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,359.45703125,359.45703125,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,356.23828125,362.23828125,91197,92734,True,247,True,247,359.45703125,declared_response_code_observed,0.96484375,360.421875,-1,359.43828125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
VisualCogA_Task-1,41,93554,365.4453125,1,right,367.6453125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,25.0,VisualCogA_Task-1:q1_025,0.0,0,retained_by_q1,Action:L-1/R+1,1,1.0,2,367.6640625,367.6640625,right,1,right,decoded_from_declared_channel_code,1.0,1,364.4453125,370.4453125,93298,94835,True,290,True,290,367.6640625,declared_response_code_observed,1.1328125,368.796875,1,367.6453125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,True,True,True,
VisualCogA_Task-1,42,95698,373.8203125,-1,left,376.0203125,0.2s_cue_plus_approx_2.0s_wait_schedule_assumption,unresolved_from_allowed_channels,,,,1,excluded_by_q1,Action:L-1/R+1,1,-1.0,-2,376.0390625,376.0390625,left,-1,left,decoded_from_declared_channel_code,-1.0,-1,372.8203125,378.8203125,95442,96979,True,330,True,330,376.0390625,declared_response_code_observed,1.2890625,377.328125,-1,376.0203125,0.0187500000000113,,under_100ms_from_schedule_proxy_review_anchor,1,channel8_channel9_same_or_different_direction_only,1,1,True,cue_response_direction_comparable,False,False,True,
