record,q1_trial_index,q1_trial_key,q1_cue_time_s,q1_cue_side,original_trial_index,mapping_error_s,mapping_status
VisualCogA_Task-1,32,VisualCogA_Task-1:q1_032,482.58203125,-1,55,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,33,VisualCogA_Task-1:q1_033,499.4609375,1,57,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,34,VisualCogA_Task-1:q1_034,524.75,1,60,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,35,VisualCogA_Task-1:q1_035,558.73828125,-1,64,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,36,VisualCogA_Task-1:q1_036,575.5390625,-1,66,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,37,VisualCogA_Task-1:q1_037,592.23046875,1,68,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,38,VisualCogA_Task-1:q1_038,600.625,1,69,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,39,VisualCogA_Task-1:q1_039,617.25390625,1,71,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,40,VisualCogA_Task-1:q1_040,625.3515625,-1,72,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,41,VisualCogA_Task-1:q1_041,633.8046875,1,73,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,42,VisualCogA_Task-1:q1_042,642.05859375,-1,74,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,43,VisualCogA_Task-1:q1_043,650.37109375,1,75,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,44,VisualCogA_Task-1:q1_044,675.23828125,-1,78,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,45,VisualCogA_Task-1:q1_045,683.6015625,-1,79,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,46,VisualCogA_Task-1:q1_046,700.4609375,1,81,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,47,VisualCogA_Task-1:q1_047,725.28125,-1,84,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,48,VisualCogA_Task-1:q1_048,766.94921875,1,89,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,49,VisualCogA_Task-1:q1_049,775.19921875,-1,90,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,50,VisualCogA_Task-1:q1_050,783.8125,1,91,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,51,VisualCogA_Task-1:q1_051,800.55078125,1,93,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,52,VisualCogA_Task-1:q1_052,809.03515625,-1,94,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-1,53,VisualCogA_Task-1:q1_053,850.84375,1,99,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,0,VisualCogA_Task-2:q1_000,20.05078125,1,0,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,1,VisualCogA_Task-2:q1_001,28.9765625,-1,1,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,2,VisualCogA_Task-2:q1_002,38.1953125,-1,2,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,3,VisualCogA_Task-2:q1_003,46.9296875,-1,3,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,4,VisualCogA_Task-2:q1_004,55.68359375,1,4,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,5,VisualCogA_Task-2:q1_005,64.37109375,-1,5,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,6,VisualCogA_Task-2:q1_006,72.94921875,1,6,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,7,VisualCogA_Task-2:q1_007,81.5,1,7,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,8,VisualCogA_Task-2:q1_008,90.0625,-1,8,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,9,VisualCogA_Task-2:q1_009,98.97265625,-1,9,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,10,VisualCogA_Task-2:q1_010,107.55078125,1,10,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,11,VisualCogA_Task-2:q1_011,116.25390625,1,11,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,12,VisualCogA_Task-2:q1_012,124.8828125,1,12,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,13,VisualCogA_Task-2:q1_013,133.4609375,-1,13,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,14,VisualCogA_Task-2:q1_014,142.24609375,-1,14,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,15,VisualCogA_Task-2:q1_015,151.16796875,-1,15,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,16,VisualCogA_Task-2:q1_016,159.93359375,1,16,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,17,VisualCogA_Task-2:q1_017,168.609375,1,17,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,18,VisualCogA_Task-2:q1_018,177.421875,-1,18,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,19,VisualCogA_Task-2:q1_019,185.91015625,-1,19,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,20,VisualCogA_Task-2:q1_020,194.61328125,1,20,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,21,VisualCogA_Task-2:q1_021,203.14453125,-1,21,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,22,VisualCogA_Task-2:q1_022,220.3828125,1,23,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,23,VisualCogA_Task-2:q1_023,229.02734375,-1,24,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,24,VisualCogA_Task-2:q1_024,237.48046875,-1,25,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,25,VisualCogA_Task-2:q1_025,245.984375,1,26,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,26,VisualCogA_Task-2:q1_026,254.61328125,1,27,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,27,VisualCogA_Task-2:q1_027,263.30078125,1,28,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,28,VisualCogA_Task-2:q1_028,289.4921875,-1,31,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,29,VisualCogA_Task-2:q1_029,323.88671875,1,35,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,30,VisualCogA_Task-2:q1_030,332.3125,1,36,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,31,VisualCogA_Task-2:q1_031,340.90625,-1,37,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,32,VisualCogA_Task-2:q1_032,358.42578125,-1,39,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,33,VisualCogA_Task-2:q1_033,375.7109375,-1,41,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,34,VisualCogA_Task-2:q1_034,392.85546875,-1,43,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,35,VisualCogA_Task-2:q1_035,410.171875,-1,45,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,36,VisualCogA_Task-2:q1_036,418.75390625,-1,46,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,37,VisualCogA_Task-2:q1_037,427.20703125,-1,47,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,38,VisualCogA_Task-2:q1_038,435.94140625,1,48,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,39,VisualCogA_Task-2:q1_039,444.6796875,1,49,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,40,VisualCogA_Task-2:q1_040,462.08984375,1,51,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,41,VisualCogA_Task-2:q1_041,470.48046875,1,52,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,42,VisualCogA_Task-2:q1_042,479.15625,-1,53,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,43,VisualCogA_Task-2:q1_043,487.796875,-1,54,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,44,VisualCogA_Task-2:q1_044,496.31640625,1,55,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,45,VisualCogA_Task-2:q1_045,504.98828125,1,56,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,46,VisualCogA_Task-2:q1_046,513.6796875,1,57,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,47,VisualCogA_Task-2:q1_047,522.4140625,1,58,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,48,VisualCogA_Task-2:q1_048,539.85546875,-1,60,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,49,VisualCogA_Task-2:q1_049,565.734375,-1,63,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,50,VisualCogA_Task-2:q1_050,574.31640625,1,64,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,51,VisualCogA_Task-2:q1_051,582.81640625,-1,65,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,52,VisualCogA_Task-2:q1_052,591.3515625,1,66,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,53,VisualCogA_Task-2:q1_053,608.6015625,-1,68,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,54,VisualCogA_Task-2:q1_054,617.38671875,-1,69,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,55,VisualCogA_Task-2:q1_055,625.94921875,1,70,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,56,VisualCogA_Task-2:q1_056,634.421875,1,71,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,57,VisualCogA_Task-2:q1_057,642.8125,1,72,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,58,VisualCogA_Task-2:q1_058,651.51953125,1,73,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,59,VisualCogA_Task-2:q1_059,660.17578125,-1,74,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,60,VisualCogA_Task-2:q1_060,668.69140625,-1,75,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,61,VisualCogA_Task-2:q1_061,677.5078125,-1,76,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,62,VisualCogA_Task-2:q1_062,694.85546875,-1,78,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,63,VisualCogA_Task-2:q1_063,712.08984375,-1,80,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,64,VisualCogA_Task-2:q1_064,720.671875,1,81,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,65,VisualCogA_Task-2:q1_065,729.375,1,82,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,66,VisualCogA_Task-2:q1_066,737.98828125,-1,83,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,67,VisualCogA_Task-2:q1_067,746.51953125,1,84,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,68,VisualCogA_Task-2:q1_068,763.5546875,-1,86,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,69,VisualCogA_Task-2:q1_069,772.15234375,1,87,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,70,VisualCogA_Task-2:q1_070,780.48046875,-1,88,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,71,VisualCogA_Task-2:q1_071,789.0625,-1,89,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,72,VisualCogA_Task-2:q1_072,798.0625,-1,90,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,73,VisualCogA_Task-2:q1_073,806.640625,-1,91,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,74,VisualCogA_Task-2:q1_074,815.42578125,1,92,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,75,VisualCogA_Task-2:q1_075,832.6171875,-1,94,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,76,VisualCogA_Task-2:q1_076,841.1171875,-1,95,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,77,VisualCogA_Task-2:q1_077,849.74609375,-1,96,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,78,VisualCogA_Task-2:q1_078,858.26171875,-1,97,0.0,matched_by_timestamp_and_cue_side
VisualCogA_Task-2,79,VisualCogA_Task-2:q1_079,866.8125,-1,98,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,0,VisualCogB_Task-1:q1_000,20.1328125,-1,0,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,1,VisualCogB_Task-1:q1_001,29.2421875,-1,1,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,2,VisualCogB_Task-1:q1_002,37.68359375,1,2,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,3,VisualCogB_Task-1:q1_003,46.0,-1,3,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,4,VisualCogB_Task-1:q1_004,54.25,1,4,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,5,VisualCogB_Task-1:q1_005,71.22265625,1,6,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,6,VisualCogB_Task-1:q1_006,79.6015625,-1,7,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,7,VisualCogB_Task-1:q1_007,87.8046875,-1,8,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,8,VisualCogB_Task-1:q1_008,96.8046875,-1,9,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,9,VisualCogB_Task-1:q1_009,105.32421875,1,10,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,10,VisualCogB_Task-1:q1_010,113.68359375,-1,11,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,11,VisualCogB_Task-1:q1_011,122.015625,1,12,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,12,VisualCogB_Task-1:q1_012,138.87890625,-1,14,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,13,VisualCogB_Task-1:q1_013,147.1328125,1,15,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,14,VisualCogB_Task-1:q1_014,155.4609375,-1,16,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,15,VisualCogB_Task-1:q1_015,163.66796875,-1,17,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,16,VisualCogB_Task-1:q1_016,172.08984375,1,18,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,17,VisualCogB_Task-1:q1_017,180.34375,-1,19,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,18,VisualCogB_Task-1:q1_018,188.6875,1,20,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,19,VisualCogB_Task-1:q1_019,197.11328125,1,21,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,20,VisualCogB_Task-1:q1_020,213.9140625,1,23,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,21,VisualCogB_Task-1:q1_021,230.37109375,1,25,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,22,VisualCogB_Task-1:q1_022,238.5625,1,26,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,23,VisualCogB_Task-1:q1_023,246.78125,1,27,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,24,VisualCogB_Task-1:q1_024,255.33203125,1,28,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,25,VisualCogB_Task-1:q1_025,263.62890625,-1,29,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,26,VisualCogB_Task-1:q1_026,272.2421875,1,30,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,27,VisualCogB_Task-1:q1_027,280.5546875,-1,31,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,28,VisualCogB_Task-1:q1_028,288.65234375,-1,32,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,29,VisualCogB_Task-1:q1_029,297.01171875,1,33,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,30,VisualCogB_Task-1:q1_030,305.421875,-1,34,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,31,VisualCogB_Task-1:q1_031,321.98828125,-1,36,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,32,VisualCogB_Task-1:q1_032,330.66015625,-1,37,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,33,VisualCogB_Task-1:q1_033,339.0234375,1,38,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,34,VisualCogB_Task-1:q1_034,347.3671875,1,39,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,35,VisualCogB_Task-1:q1_035,355.82421875,-1,40,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,36,VisualCogB_Task-1:q1_036,364.02734375,1,41,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,37,VisualCogB_Task-1:q1_037,372.421875,1,42,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,38,VisualCogB_Task-1:q1_038,380.69140625,1,43,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,39,VisualCogB_Task-1:q1_039,389.47265625,1,44,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,40,VisualCogB_Task-1:q1_040,415.2109375,1,47,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,41,VisualCogB_Task-1:q1_041,423.41796875,1,48,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,42,VisualCogB_Task-1:q1_042,431.90625,-1,49,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,43,VisualCogB_Task-1:q1_043,440.0625,1,50,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,44,VisualCogB_Task-1:q1_044,448.26953125,-1,51,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,45,VisualCogB_Task-1:q1_045,456.62890625,1,52,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,46,VisualCogB_Task-1:q1_046,472.91796875,1,54,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,47,VisualCogB_Task-1:q1_047,481.29296875,-1,55,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,48,VisualCogB_Task-1:q1_048,489.46875,1,56,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,49,VisualCogB_Task-1:q1_049,505.95703125,1,58,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,50,VisualCogB_Task-1:q1_050,514.36328125,1,59,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,51,VisualCogB_Task-1:q1_051,522.6953125,-1,60,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,52,VisualCogB_Task-1:q1_052,531.3828125,-1,61,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,53,VisualCogB_Task-1:q1_053,548.18359375,-1,63,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,54,VisualCogB_Task-1:q1_054,556.4375,-1,64,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,55,VisualCogB_Task-1:q1_055,572.97265625,1,66,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,56,VisualCogB_Task-1:q1_056,581.1484375,1,67,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,57,VisualCogB_Task-1:q1_057,589.6796875,-1,68,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,58,VisualCogB_Task-1:q1_058,597.96484375,-1,69,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,59,VisualCogB_Task-1:q1_059,614.421875,1,71,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,60,VisualCogB_Task-1:q1_060,622.625,-1,72,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,61,VisualCogB_Task-1:q1_061,630.91015625,-1,73,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,62,VisualCogB_Task-1:q1_062,639.3671875,1,74,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,63,VisualCogB_Task-1:q1_063,647.7109375,-1,75,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,64,VisualCogB_Task-1:q1_064,656.1796875,-1,76,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,65,VisualCogB_Task-1:q1_065,672.96484375,1,78,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,66,VisualCogB_Task-1:q1_066,681.3125,-1,79,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,67,VisualCogB_Task-1:q1_067,689.58203125,-1,80,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,68,VisualCogB_Task-1:q1_068,698.06640625,1,81,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,69,VisualCogB_Task-1:q1_069,706.4296875,-1,82,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,70,VisualCogB_Task-1:q1_070,714.9296875,-1,83,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,71,VisualCogB_Task-1:q1_071,731.51171875,-1,85,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,72,VisualCogB_Task-1:q1_072,739.71875,-1,86,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,73,VisualCogB_Task-1:q1_073,756.94140625,-1,88,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,74,VisualCogB_Task-1:q1_074,765.12890625,-1,89,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,75,VisualCogB_Task-1:q1_075,773.5078125,1,90,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,76,VisualCogB_Task-1:q1_076,790.07421875,-1,92,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,77,VisualCogB_Task-1:q1_077,798.30859375,1,93,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,78,VisualCogB_Task-1:q1_078,806.625,-1,94,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,79,VisualCogB_Task-1:q1_079,814.67578125,1,95,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,80,VisualCogB_Task-1:q1_080,831.2734375,1,97,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,81,VisualCogB_Task-1:q1_081,839.6953125,1,98,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-1,82,VisualCogB_Task-1:q1_082,847.90234375,1,99,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,0,VisualCogB_Task-2:q1_000,20.0546875,-1,0,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,1,VisualCogB_Task-2:q1_001,37.54296875,-1,2,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,2,VisualCogB_Task-2:q1_002,46.37109375,1,3,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,3,VisualCogB_Task-2:q1_003,54.671875,-1,4,0.0,matched_by_timestamp_and_cue_side
VisualCogB_Task-2,4,VisualCogB_Task-2:q1_004,63.12890625,1,5,0.0,matched_by_timestamp_and_cue_side
