record,original_trial_index,q1_trial_index,q1_trial_key,cue_time_s,cue_side,cue_side_text,task_type,stage,event_offset_from_cue_s,event_time_s,erp_baseline_samples,erp_candidate_samples,erp_peak_samples,power_samples,q1_sample_rate_hz,erp_mean_F3,erp_area_F3,erp_peak_F3,erp_peak_latency_s_F3,log_theta_power_F3,log_alpha_power_F3,log_beta_power_F3,erp_mean_Fz,erp_area_Fz,erp_peak_Fz,erp_peak_latency_s_Fz,log_theta_power_Fz,log_alpha_power_Fz,log_beta_power_Fz,erp_mean_F4,erp_area_F4,erp_peak_F4,erp_peak_latency_s_F4,log_theta_power_F4,log_alpha_power_F4,log_beta_power_F4,AI_alpha,response_time_s,response_code,response_side,choice_side,reaction_time_s,rt_status,is_omission,correct,power_window_start_relative_response_s,power_window_end_relative_response_s,pre_response_mean_F3,pre_response_sd_F3,pre_response_mean_Fz,pre_response_sd_Fz,pre_response_mean_F4,pre_response_sd_F4
VisualCogA_Task-1,7,5.0,VisualCogA_Task-1:q1_005,80.42578125,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,80.42578125,25,32,45,83,128.0,-53.45136260986328,-12.874141693115234,-32.593711853027344,0.2890625,1.3065840518488931,1.716528978861505,2.1114503928736377,3.6758413314819336,0.9522759318351746,12.343354225158691,0.3359375,1.303845305357924,2.08295638006909,2.3441936480793952,-64.83553314208984,-15.675952911376953,-41.129493713378906,0.25,-0.012911042940879127,1.2147891461101745,2.34291163170786,-0.5017398327513305,,,,,,,,,,,,,,,,
VisualCogA_Task-1,7,5.0,VisualCogA_Task-1:q1_005,80.42578125,-1,left,unresolved_from_allowed_channels,target_locked,2.2,82.62578125,26,32,45,83,128.0,-125.67431640625,-30.402332305908203,-96.54142761230469,0.2531249523162842,2.4225756096940727,2.7895761393112553,2.214317410848001,-15.87484073638916,-3.8047215938568115,2.5541563034057617,0.4171874523162842,2.968185690171642,3.3255544739775025,2.6579252497414667,-144.6940460205078,-35.049922943115234,-115.57875061035156,0.2531249523162842,2.938687603871736,2.873015434155688,2.5923195175106852,0.08343929484443269,,,,,,,,,,,,,,,,
VisualCogA_Task-1,8,6.0,VisualCogA_Task-1:q1_006,88.69140625,1,right,unresolved_from_allowed_channels,cue_locked,0.0,88.69140625,25,32,45,83,128.0,-19.27680206298828,-4.648447513580322,-4.893205642700195,0.296875,2.3973244061251404,1.3696848644811124,2.190405106105204,7.385606288909912,1.8335119485855103,17.153240203857422,0.421875,2.326038312988719,1.3083384731632892,2.197332067201015,9.578479766845703,2.3553593158721924,19.300498962402344,0.46875,1.706748392944273,1.5924014093958292,2.1920190639342874,0.22271654491471682,,,,,,,,,,,,,,,,
VisualCogA_Task-1,8,6.0,VisualCogA_Task-1:q1_006,88.69140625,1,right,unresolved_from_allowed_channels,target_locked,2.2,90.89140625,26,32,45,83,128.0,-71.7884750366211,-17.35368537902832,-61.8463020324707,0.2843749523162842,2.009179113554406,1.505752091054469,0.45831061057322153,8.72602653503418,2.1483826637268066,20.3746337890625,0.4796874523162842,0.822974163191965,1.7230728868651843,1.2839033552633232,-61.72163391113281,-14.947601318359375,-50.601287841796875,0.2531249523162842,0.6931051157430355,0.8295462268693478,0.7965033375772101,-0.6762058641851213,,,,,,,,,,,,,,,,
VisualCogA_Task-1,9,7.0,VisualCogA_Task-1:q1_007,97.0859375,1,right,unresolved_from_allowed_channels,cue_locked,0.0,97.0859375,25,32,45,83,128.0,-3.520324230194092,-0.8536149263381958,3.602375030517578,0.3515625,1.8279399714366318,1.4510897986688882,0.993475559721881,3.639181613922119,0.8496366143226624,16.914642333984375,0.265625,2.9823524136026567,2.8347841661445465,1.6228714744102561,11.436952590942383,2.7438313961029053,24.863283157348633,0.265625,2.9072604521086736,2.4083135016817008,1.8188999749376495,0.9572237030128126,,,,,,,,,,,,,,,,
VisualCogA_Task-1,9,7.0,VisualCogA_Task-1:q1_007,97.0859375,1,right,unresolved_from_allowed_channels,target_locked,2.2,99.2859375,26,32,45,83,128.0,4.7027387619018555,1.1808360815048218,17.682527542114258,0.4796874523162842,1.8273591060536771,2.0976715843804303,2.5415844689066076,10.835653305053711,2.7013466358184814,22.94580841064453,0.4328124523162842,1.4342645094514856,2.9384709175009864,2.479282005930178,7.799201965332031,1.9812127351760864,19.65650177001953,0.4328124523162842,2.282840063666457,2.9911556197458427,2.070818654087364,0.8934840353654123,,,,,,,,,,,,,,,,
VisualCogA_Task-1,10,8.0,VisualCogA_Task-1:q1_008,105.8671875,1,right,unresolved_from_allowed_channels,cue_locked,0.0,105.8671875,25,32,45,83,128.0,-101.2032241821289,-24.4954833984375,-77.30082702636719,0.25,2.754904222801957,2.6412683713515728,1.7786305032703609,-4.4433393478393555,-1.0951374769210815,7.491873264312744,0.3515625,3.0626085800380736,1.9026097175373944,1.5837829619104447,-79.43270874023438,-19.2790470123291,-55.028961181640625,0.2578125,2.78605420753722,0.9412675541792689,1.2486562065273723,-1.7000008171723038,,,,,,,,,,,,,,,,
VisualCogA_Task-1,10,8.0,VisualCogA_Task-1:q1_008,105.8671875,1,right,unresolved_from_allowed_channels,target_locked,2.2,108.0671875,26,32,45,83,128.0,29.653076171875,7.212204933166504,39.08938217163086,0.4015624523162842,2.215603632221421,1.2312058265740133,0.18824035725840724,-7.229335308074951,-1.7487399578094482,2.476809501647949,0.3937499523162842,2.4387452900556896,1.49359867999445,1.236325007372713,-20.299659729003906,-4.918243885040283,3.0487232208251953,0.2531249523162842,2.2656433129342823,1.2043726679839846,1.502476370378989,-0.02683315859002877,,,,,,,,,,,,,,,,
VisualCogA_Task-1,11,9.0,VisualCogA_Task-1:q1_009,114.2734375,1,right,unresolved_from_allowed_channels,cue_locked,0.0,114.2734375,25,32,45,83,128.0,22.076499938964844,5.316741466522217,37.12771224975586,0.359375,3.536486534128594,2.6626619081663474,2.2398153407034127,11.81107234954834,2.8269314765930176,30.706893920898438,0.4921875,3.9047516780175235,2.698754886665794,2.7191142960592947,21.19927978515625,5.124289512634277,34.84831237792969,0.3671875,2.8727012401064194,2.3256318204367425,2.449469730373174,-0.33703008772960485,,,,,,,,,,,,,,,,
VisualCogA_Task-1,11,9.0,VisualCogA_Task-1:q1_009,114.2734375,1,right,unresolved_from_allowed_channels,target_locked,2.2,116.4734375,26,32,45,83,128.0,-39.21565246582031,-9.50916576385498,-34.50080108642578,0.4640624523162842,2.0697103140775,0.9406635254039033,1.1553302400649281,3.0388126373291016,0.7555542588233948,11.915521621704102,0.4171874523162842,2.469795856562785,1.6790834556417789,0.6301667577273623,-14.945539474487305,-3.622675895690918,-7.666029930114746,0.4171874523162842,2.379907218197787,1.3133726949137652,0.35688914851838854,0.3727091695098619,,,,,,,,,,,,,,,,
VisualCogA_Task-1,12,10.0,VisualCogA_Task-1:q1_010,122.57421875,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,122.57421875,25,32,45,83,128.0,7.332910060882568,1.7767494916915894,18.49539566040039,0.28125,2.4268013301057727,0.9790065144368967,2.0755622533211593,6.806962966918945,1.663145899772644,18.566015243530273,0.2890625,2.501119920840743,1.9411822709482154,2.3249823419226807,13.236822128295898,3.264791965484619,24.811710357666016,0.296875,1.983607155613977,2.0997925158261377,1.8503613954750593,1.120786001389241,,,,,,,,,,,,,,,,
VisualCogA_Task-1,12,10.0,VisualCogA_Task-1:q1_010,122.57421875,-1,left,unresolved_from_allowed_channels,target_locked,2.2,124.77421875,26,32,45,83,128.0,-15.453511238098145,-3.728815793991089,-1.575974464416504,0.2687499523162842,2.09470341889423,2.331042868871055,1.9068861024368307,-3.3875863552093506,-0.8089203834533691,12.640263557434082,0.3859374523162842,2.720562482916716,3.13103472847795,1.7355443520794784,2.543961524963379,0.6346103549003601,18.962173461914062,0.3859374523162842,2.4626834884560047,3.1073014226678093,1.565965030015807,0.7762585537967541,,,,,,,,,,,,,,,,
VisualCogA_Task-1,15,11.0,VisualCogA_Task-1:q1_011,147.61328125,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,147.61328125,25,32,45,83,128.0,7.19863224029541,1.798271894454956,15.098655700683594,0.4296875,1.8206023483127831,0.550514651041734,1.2888593683645866,9.345121383666992,2.3074710369110107,17.6878604888916,0.3046875,0.6853823315493431,2.141941565915711,1.5525487272981573,-21.972148895263672,-5.3009867668151855,-14.970619201660156,0.3046875,1.4573966448606994,1.4275440104608763,1.48857135744967,0.8770293594191423,,,,,,,,,,,,,,,,
VisualCogA_Task-1,15,11.0,VisualCogA_Task-1:q1_011,147.61328125,-1,left,unresolved_from_allowed_channels,target_locked,2.2,149.81328125,26,32,45,83,128.0,-10.735292434692383,-2.6094021797180176,4.536561965942383,0.2687499523162842,1.4693383491916534,1.4758744039664864,0.661961301005789,-2.580517292022705,-0.6144161224365234,10.626995086669922,0.2765624523162842,1.446221584799266,1.201611727851141,1.412272591252839,-13.961284637451172,-3.3857884407043457,2.5726776123046875,0.2765624523162842,0.11085999888133878,0.6560292453544033,1.7940139215550956,-0.8198451586120831,,,,,,,,,,,,,,,,
VisualCogA_Task-1,16,12.0,VisualCogA_Task-1:q1_012,155.84765625,1,right,unresolved_from_allowed_channels,cue_locked,0.0,155.84765625,25,32,45,83,128.0,12.627265930175781,3.102506399154663,38.143070220947266,0.578125,2.8238043832066944,2.5699906990342902,1.2070341872019026,2.1702804565429688,0.5538429617881775,20.25824737548828,0.3125,2.740162309120319,1.9808470853203637,1.0347263741049195,15.835455894470215,3.8730244636535645,38.681976318359375,0.5703125,2.4184187846927094,1.7409702902785118,-0.14893057642417767,-0.8290204087557784,,,,,,,,,,,,,,,,
VisualCogA_Task-1,16,12.0,VisualCogA_Task-1:q1_012,155.84765625,1,right,unresolved_from_allowed_channels,target_locked,2.2,158.04765625,26,32,45,83,128.0,8.443379402160645,2.0416505336761475,21.88943099975586,0.4406249523162842,3.3977640653520416,1.594715950930812,0.8462295013750223,3.4320485591888428,0.8663824796676636,17.26103973388672,0.4406249523162842,3.042858772410192,1.4060908448361178,1.3019770739120156,-1.1769174337387085,-0.2421553134918213,8.529197692871094,0.4406249523162842,2.062473657648661,1.0732180426192863,1.0469764267511008,-0.5214979083115256,,,,,,,,,,,,,,,,
VisualCogA_Task-1,17,13.0,VisualCogA_Task-1:q1_013,164.4921875,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,164.4921875,25,32,45,83,128.0,4.90789794921875,1.17679762840271,16.936172485351562,0.4921875,2.345600441984855,1.6206337848086925,1.772973373660153,10.65333366394043,2.5645337104797363,23.13653564453125,0.2890625,1.2271449992223198,2.8714841907472333,2.09076762733744,7.66300630569458,1.8881891965866089,21.98103141784668,0.3984375,1.266551374168277,2.863234230932181,1.981692840510102,1.2426004461234887,,,,,,,,,,,,,,,,
VisualCogA_Task-1,17,13.0,VisualCogA_Task-1:q1_013,164.4921875,-1,left,unresolved_from_allowed_channels,target_locked,2.2,166.6921875,26,32,45,83,128.0,-10.896888732910156,-2.5772860050201416,3.6201019287109375,0.3078124523162842,2.950944066028471,2.500816896772348,2.5376263588513033,-7.454245567321777,-1.743872880935669,9.084848403930664,0.5734374523162842,2.351943340936256,1.5351686300523566,2.0369256858980136,-4.326686859130859,-1.0071336030960083,6.355391502380371,0.5734374523162842,1.9037632301257263,1.8323363795803456,2.0367809540501494,-0.6684805171920023,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,VisualCogA_Task-1:q1_014,189.76171875,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,189.76171875,25,32,45,83,128.0,-2.3533830642700195,-0.6101769804954529,13.019407272338867,0.5390625,2.491400146294768,2.767885704354742,1.3063028422603196,6.877445220947266,1.634925127029419,18.176925659179688,0.4453125,2.4681160948659877,3.2674414043056283,1.6405919177042974,-3.858802318572998,-0.9852782487869263,7.548206329345703,0.5390625,2.795823204501441,2.979615962159945,1.9386717122219768,0.21173025780520316,,,,,,,,,,,,,,,,
VisualCogA_Task-1,20,14.0,VisualCogA_Task-1:q1_014,189.76171875,-1,left,unresolved_from_allowed_channels,target_locked,2.2,191.96171875,26,32,45,83,128.0,-3.4628331661224365,-0.7389798164367676,10.987791061401367,0.5812499523162842,2.713959042515426,0.9389810977441094,2.2966563590759503,0.443607360124588,0.18701237440109253,25.85943031311035,0.5812499523162842,3.5614441172177638,0.66037767258983,2.4953659657191474,-31.83685302734375,-7.673741817474365,-3.012169361114502,0.5890624523162842,2.832983448938353,1.173001332680862,2.384103453407011,0.2340202349367525,,,,,,,,,,,,,,,,
VisualCogA_Task-1,23,15.0,VisualCogA_Task-1:q1_015,214.84765625,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,214.84765625,25,32,45,83,128.0,36.11949157714844,8.638568878173828,81.10989379882812,0.25,2.6076816087596457,1.4139317658446011,0.00015284584214867762,32.85926055908203,7.857247829437256,77.40669250488281,0.25,2.7215001573256,0.4572885503169297,-0.16070066251508433,27.74978256225586,6.618853569030762,69.87918090820312,0.25,2.713774532832719,1.056881098636883,0.814953948130498,-0.35705066720771805,,,,,,,,,,,,,,,,
VisualCogA_Task-1,23,15.0,VisualCogA_Task-1:q1_015,214.84765625,-1,left,unresolved_from_allowed_channels,target_locked,2.2,217.04765625,26,32,45,83,128.0,-8.333311080932617,-1.9296622276306152,0.22396564483642578,0.2999999523162842,2.71432689110567,1.9613721046541677,1.366590349213006,-1.819870114326477,-0.4454045295715332,5.978821277618408,0.4484374523162842,1.1972838794571503,1.3667925586860536,0.14541646497864824,3.935411214828491,0.943196177482605,11.738122940063477,0.4249999523162842,0.6395719401976823,1.660201792413498,1.3516673493992448,-0.3011703122406697,,,,,,,,,,,,,,,,
VisualCogA_Task-1,24,16.0,VisualCogA_Task-1:q1_016,223.17578125,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,223.17578125,25,32,45,83,128.0,-23.430700302124023,-5.70528507232666,7.130218505859375,0.59375,1.925545911358737,1.728475806193307,1.5155346122133773,-1.1155264377593994,-0.3158303499221802,26.018362045288086,0.5703125,2.6723423079724795,2.1244542369545596,1.6093682378418617,-105.59908294677734,-25.647554397583008,-86.20152282714844,0.5625,3.237761372510181,1.66253982497658,1.1312548753874334,-0.06593598121672706,,,,,,,,,,,,,,,,
VisualCogA_Task-1,24,16.0,VisualCogA_Task-1:q1_016,223.17578125,-1,left,unresolved_from_allowed_channels,target_locked,2.2,225.37578125,26,32,45,83,128.0,-15.507856369018555,-3.6861000061035156,-4.724586486816406,0.3624999523162842,2.6284239457576617,1.31101630693195,2.1280039803825317,-7.152097702026367,-1.6611961126327515,12.86717700958252,0.3937499523162842,3.222867309097827,2.341807782225626,2.4200216024289714,-7.911733627319336,-1.8641074895858765,11.104499816894531,0.3937499523162842,2.7924028038496016,2.7649057311218965,2.4508776188837555,1.4538894241899465,,,,,,,,,,,,,,,,
VisualCogA_Task-1,28,17.0,VisualCogA_Task-1:q1_017,256.49609375,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,256.49609375,25,32,45,83,128.0,18.218990325927734,4.420601844787598,32.749778747558594,0.328125,2.160804258897314,1.6420127424937612,1.0399362300839539,26.984085083007812,6.52829122543335,39.74231719970703,0.328125,2.8273828813571007,2.222536336521049,1.0276654833724261,39.78811264038086,9.64945125579834,52.184120178222656,0.53125,2.432363963767441,2.215262261236199,0.8422853055458919,0.5732495187424378,,,,,,,,,,,,,,,,
VisualCogA_Task-1,28,17.0,VisualCogA_Task-1:q1_017,256.49609375,-1,left,unresolved_from_allowed_channels,target_locked,2.2,258.69609375,26,32,45,83,128.0,56.319244384765625,13.728814125061035,73.32244873046875,0.3937499523162842,2.3101141266088137,1.8223716801582104,1.3007320637070747,-1.8537895679473877,-0.3584572374820709,7.122878074645996,0.3859374523162842,1.147171260707639,2.2028009844057035,1.0817940974163955,159.39710998535156,38.736576080322266,189.45236206054688,0.4718749523162842,1.9052795233748416,2.686322317419905,0.695187365355502,0.8639506372616947,,,,,,,,,,,,,,,,
VisualCogA_Task-1,29,18.0,VisualCogA_Task-1:q1_018,265.078125,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,265.078125,25,32,45,83,128.0,2.0047922134399414,0.522657573223114,11.318832397460938,0.265625,1.8971630102662447,0.9173519913129411,2.23013061048758,7.597301959991455,1.907689094543457,20.39205551147461,0.3125,1.9166055410215053,1.4091030377056772,2.400793352732668,21.83557891845703,5.335410118103027,32.48775100708008,0.3125,2.5723508798511783,1.9742630053770227,2.7410991988853084,1.0569110140640816,,,,,,,,,,,,,,,,
VisualCogA_Task-1,29,18.0,VisualCogA_Task-1:q1_018,265.078125,-1,left,unresolved_from_allowed_channels,target_locked,2.2,267.278125,26,32,45,83,128.0,21.327312469482422,5.220193386077881,35.483375549316406,0.5734374523162842,1.410938394034742,1.907503094658207,0.40478786946018663,23.49480628967285,5.757411479949951,45.899017333984375,0.5656249523162842,1.631418949726464,2.1382593201832374,1.1344004152757505,10.237571716308594,2.518216133117676,36.51120376586914,0.5656249523162842,0.751425226889725,2.1920730043176997,0.5619954150879262,0.2845699096594927,,,,,,,,,,,,,,,,
VisualCogA_Task-1,30,19.0,VisualCogA_Task-1:q1_019,273.34375,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,273.34375,25,32,45,83,128.0,10.278032302856445,2.4886562824249268,34.954681396484375,0.578125,1.6699311023016024,0.5099292143844766,0.8254777035696309,6.044553279876709,1.4563491344451904,14.623846054077148,0.2578125,2.001018295005015,1.5849136111703144,0.948289877842593,-6.731788158416748,-1.6573646068572998,13.352386474609375,0.59375,1.4276808243920618,1.6835754165309567,1.330089915684009,1.1736462021464802,,,,,,,,,,,,,,,,
VisualCogA_Task-1,30,19.0,VisualCogA_Task-1:q1_019,273.34375,-1,left,unresolved_from_allowed_channels,target_locked,2.2,275.54375,26,32,45,83,128.0,-16.952171325683594,-4.06001091003418,-8.887068748474121,0.2843749523162842,1.9600734332780743,1.3979779199586901,1.6671728631393432,0.07054460048675537,0.05782114714384079,13.082870483398438,0.4015624523162842,1.7585274959417667,-0.008746257203916308,2.3532673274658027,-20.34127426147461,-4.883230209350586,-6.4442596435546875,0.3937499523162842,2.5066852040782535,0.8102579717401913,2.552959137812125,-0.5877199482184988,,,,,,,,,,,,,,,,
VisualCogA_Task-1,31,20.0,VisualCogA_Task-1:q1_020,281.56640625,1,right,unresolved_from_allowed_channels,cue_locked,0.0,281.56640625,25,32,45,83,128.0,-3.110647678375244,-0.6759247183799744,12.426642417907715,0.40625,2.505755701025826,0.3754109675173915,1.932409568987601,12.080046653747559,2.9486255645751953,29.742090225219727,0.359375,2.835620284434617,2.56955624100588,1.5029937672552736,18.395008087158203,4.451854228973389,33.435447692871094,0.3671875,2.783688145976972,2.016455948277504,1.53338274913392,1.6410449807601126,,,,,,,,,,,,,,,,
VisualCogA_Task-1,31,20.0,VisualCogA_Task-1:q1_020,281.56640625,1,right,unresolved_from_allowed_channels,target_locked,2.2,283.76640625,26,32,45,83,128.0,-27.153396606445312,-6.505209445953369,-14.104432106018066,0.4171874523162842,2.398890245366881,2.151763035304062,1.1057495817312826,10.800605773925781,2.6805598735809326,23.861038208007812,0.4093749523162842,2.127096382763757,2.23062111255749,1.2066821533289125,2.5328259468078613,0.6479535698890686,13.412137985229492,0.4093749523162842,1.4482901613225216,2.3059467306361,1.557333690356486,0.1541836953320379,,,,,,,,,,,,,,,,
VisualCogA_Task-1,32,21.0,VisualCogA_Task-1:q1_021,290.11328125,1,right,unresolved_from_allowed_channels,cue_locked,0.0,290.11328125,25,32,45,83,128.0,-0.4488927125930786,-0.03230268508195877,12.52592945098877,0.3671875,2.0629872994627454,2.671790897663673,1.9667842665577064,1.2231550216674805,0.3937588036060333,17.73616600036621,0.359375,2.3927809542957004,3.2508863745958987,2.0962302608186794,11.697200775146484,2.929248332977295,25.896883010864258,0.359375,1.2060261726957653,3.318457871667423,1.8965407163960688,0.6466669740037503,,,,,,,,,,,,,,,,
VisualCogA_Task-1,32,21.0,VisualCogA_Task-1:q1_021,290.11328125,1,right,unresolved_from_allowed_channels,target_locked,2.2,292.31328125,26,32,45,83,128.0,-11.240863800048828,-2.774172306060791,2.7610559463500977,0.2531249523162842,3.024444752414917,3.565817032566117,2.585643085242963,-1.588544249534607,-0.3842237889766693,14.735177993774414,0.3078124523162842,2.640736035871209,3.729046038272732,3.55894504680933,-6.001162052154541,-1.4018723964691162,8.494858741760254,0.5968749523162842,2.315649162081329,3.2724587220695533,3.4132703770203734,-0.2933583104965636,,,,,,,,,,,,,,,,
VisualCogA_Task-1,33,22.0,VisualCogA_Task-1:q1_022,298.5234375,-1,left,unresolved_from_allowed_channels,cue_locked,0.0,298.5234375,25,32,45,83,128.0,-21.08529281616211,-5.113145351409912,9.822437286376953,0.3828125,3.8485169858098356,3.5057695893525906,2.6038037183144964,-8.754693031311035,-2.0825259685516357,27.098926544189453,0.3828125,4.079843031426121,3.6533332522961226,2.505938371371971,-8.504873275756836,-2.00223708152771,20.784278869628906,0.3828125,3.0949539002774347,3.6100757385018385,2.3548380448565385,0.10430614914924785,,,,,,,,,,,,,,,,
