Trial,CueType,ClippedDrop,SQI,RiemannDrop,FinalDrop,RP1_F3F4_1_7_Frobenius,RP2_Fz_1_7_Variance,RP3_All_16_24_Trace,RP4_All_1_24_Riemann
29,-1.0,0,0.8992398614353877,0,0,43.96100505897992,29.119455131969,17.367258659906533,2.7410996385783175
30,-1.0,0,0.8004009557573133,0,0,115.89783483788301,43.11157297392517,21.694157282492732,1.8890166770896748
31,1.0,0,1.0,0,0,211.94683938670815,65.96462144383354,12.246472373064801,2.3397492878823685
32,1.0,0,0.7657584005353986,0,0,53.09443972429928,24.782051432593743,12.619351283536727,3.442408495216439
33,-1.0,0,0.9467355063804573,0,0,121.25988512986979,71.1470765240476,17.739993480420573,2.4940617152210587
34,1.0,0,0.876245760946869,0,0,82.762159494887,53.20474007881484,19.562110536740253,1.8750676419028836
35,-1.0,1,,0,1,,,,
36,-1.0,0,0.22313016014842982,1,1,92.99433511818995,52.79061174763211,84.62563970605478,0.9492277475535346
37,-1.0,0,0.9334864726344989,0,0,50.46829001059455,16.481528146486017,14.947499439286789,2.7464801968235557
38,-1.0,1,,0,1,,,,
39,-1.0,1,,0,1,,,,
40,-1.0,1,,0,1,,,,
41,1.0,0,0.7825702404745153,0,0,332.8101734327704,118.53986161546894,14.654395583948233,3.1475249791456874
42,-1.0,0,0.1810771239460399,1,1,1145.8553693828571,535.9580533451433,10.298396544436873,3.319064593690347
43,1.0,0,0.22625814781203002,1,1,1015.7359665241858,486.26625351684817,21.149307164010622,1.8700391599434103
44,-1.0,0,0.48865924098201297,0,0,580.8170397576671,261.85388786934845,12.362511952031554,3.1677295831747103
45,-1.0,1,,0,1,,,,
46,-1.0,0,0.9084657526859933,0,0,72.93846536533697,38.77625735134142,8.120800614054046,2.8419456870616195
47,1.0,0,0.35602373498072204,1,1,770.7414911398872,347.9988883152544,19.76908021225679,2.7079376038407874
48,-1.0,0,0.8917681223437605,0,0,48.62115550789896,24.74692122880056,12.597423340308497,2.9071290285773883
49,-1.0,0,0.6794144228009986,0,0,78.47730293315009,30.8167872684804,25.553522855119162,2.3219997735946
50,1.0,0,0.6918934000259803,0,0,127.94302262193537,57.20888886319485,15.677393582800875,3.798822953506354
51,1.0,0,0.08109541327792927,1,1,1270.5998884644748,429.2587776313237,10.84922121459067,6.639514645748487
52,1.0,1,,0,1,,,,
53,-1.0,0,0.3892879654553985,1,1,240.65231040009147,74.13872078741262,14.530890509407403,5.819612594552425
54,1.0,0,0.8739715706916352,0,0,308.0455918304276,85.43924541486106,19.623310478508664,2.24472660210113
55,-1.0,0,0.8332257274119713,0,0,77.76544329716423,49.88423239098815,9.672452703908391,3.1457167041107974
56,-1.0,0,0.15619841239789206,1,1,1320.3041600143024,584.667026740218,20.262567646183086,2.238894059413519
57,1.0,0,0.5599585803295998,0,0,626.8172827937211,272.3685409847705,8.244208616933744,2.425288593358761
58,1.0,0,0.11056555085977857,1,1,1352.7725808947926,651.9251524286143,22.012121842121037,2.885614894930847
59,-1.0,0,0.04436728054789657,1,1,1810.327429891134,814.0270729926475,19.281814435994647,4.266591076914169
60,1.0,0,1.0,0,0,102.73940664556557,40.41598645216315,16.118147145575964,2.504634424512384
61,-1.0,0,0.22363051161490394,1,1,994.5354777766902,496.95724679906533,21.225580394142213,2.0509535095857045
62,1.0,0,0.2667676380935316,1,1,550.5649302611045,301.10881587437433,17.017812326115013,4.990449259716979
63,1.0,0,0.26137472757157426,1,1,585.4380097685885,281.63111468784155,27.78924426889232,3.517826931003244
64,-1.0,0,0.6513005016000382,0,0,128.55319342452106,60.8783484880983,24.711327235961313,2.7787846183328435
65,1.0,0,0.38914738076752226,1,1,621.1910438123696,326.38864700173514,13.311702754199304,3.3975298327706343
66,-1.0,0,0.9859659342317312,0,0,256.841380370949,96.73035871051285,16.783826193896715,1.0236979230789824
67,-1.0,0,0.2689289098347221,1,1,1042.798641866035,483.23245927699656,16.80921506216479,2.310147497673868
68,1.0,0,0.4468309162888451,0,0,723.3094844981682,349.40056090181093,11.237658103436882,1.9474764830546136
69,1.0,0,0.8055353778786641,0,0,37.26295997736454,33.86956782246855,21.543572641781175,2.179668521973843
70,-1.0,0,0.30150354169246096,1,1,941.9980727988017,457.54739324506374,16.957689119234452,2.0060847454757367
71,1.0,0,0.49897708285148473,0,0,534.0068166639106,218.80846075810612,23.26227002321073,1.6942634252912736
72,-1.0,0,0.9463251612125584,0,0,107.76663768455106,41.083679909428774,14.267311387365941,2.6984835014192274
73,1.0,0,0.5354155875837113,0,0,198.82098105793136,102.39190917389483,16.98478649067869,4.57825733282088
74,-1.0,0,0.6421099782723103,0,0,246.8205677479364,40.890688660763324,10.097359285444565,4.061201185781035
75,1.0,0,1.0,0,0,158.4719779986415,83.65733948507827,15.864415571058792,1.9111821223630514
76,-1.0,1,,0,1,,,,
77,-1.0,1,,0,1,,,,
78,-1.0,0,0.5931077947075658,0,0,564.6461870898271,264.56657292513125,15.093271885873039,1.8574840477506191
79,-1.0,0,0.4526073375926205,0,0,671.2886471964367,359.6618382239693,15.64723852592427,1.912139997181516
80,-1.0,0,0.17020215260454696,1,1,1091.6822930175022,505.360858786222,24.73489785032048,2.6524949763617625
81,1.0,0,0.8515237627997854,0,0,314.39683745942983,171.22285688601536,15.725704032959047,2.2248465512553945
82,-1.0,0,0.1957080080826144,1,1,1214.7745852708724,541.6226883310761,18.72586618063972,2.238705735690449
83,1.0,0,0.176663890197473,1,1,517.761555679457,262.6025493864873,32.122291099191074,4.545434273349574
84,-1.0,0,0.554809328360986,0,0,105.5607832141351,38.63005303348937,15.622662749041439,4.57468029125957
85,1.0,0,0.2555828435799515,1,1,826.6843942795703,325.947182406349,12.321994804113668,4.400444643229392
86,1.0,0,0.35451476774932145,1,1,845.1018250430645,421.204442876397,14.234867268069788,2.4674206377204246
87,1.0,1,,0,1,,,,
88,1.0,0,0.2863950526371025,1,1,832.2148688994266,414.9167545125275,21.987838540747376,1.8427151935158146
89,1.0,0,0.4710739146751466,0,0,622.9133194620888,245.1125573328578,21.93104290374902,2.4521889131747296
90,-1.0,0,0.49534493739712876,0,0,72.01996602253968,47.420453486634756,22.426760962775496,4.0814190341340035
91,1.0,0,0.8167119209088813,0,0,37.33799137535029,16.378846199908565,21.219073721028188,1.7205338138571367
92,1.0,0,0.13738430099241983,1,1,1213.364230502425,523.2390712732182,22.85970357527718,3.2701582995684912
93,1.0,0,0.59519762081339,0,0,435.1182006426281,187.32970321870647,12.724016148027395,3.3635488863042213
94,-1.0,0,0.5013743119623437,0,0,486.76904380157487,234.60013451886653,23.103725857381903,2.4656149212947427
95,1.0,0,0.4057962055529649,1,1,612.991190185815,296.20589282536605,23.070063068005595,2.205702968014395
96,1.0,0,0.04899332944053534,1,1,1715.9539841372862,621.8214705827123,20.738472190987125,5.313804648373625
97,-1.0,1,,0,1,,,,
98,-1.0,0,0.08255690737988532,1,1,1656.8448299905745,769.0414416557801,11.468185718271823,3.1704506962284666
99,1.0,0,0.5966843076898115,0,0,572.8797133111566,259.1138112659902,15.905672355842732,1.9740370146134323
