station,time,height,wind_direction,wind_speed,vertical_velocity,horizontal_reliability,vertical_reliability,cn2,beam,spectral_width,snr,radial_velocity,temperature,relative_humidity,water_vapor_density,liquid_water
a,2025-08-02 00:00:00,580.0,239.0,1.6,-0.0,100.0,100.0,1.6e-16,FIFTH,,,,24.7382,41.5506,7.3831999999999995,0.1386
a,2025-08-02 00:00:00,640.0,266.1,1.5,0.0,100.0,100.0,1.5e-16,FIRST,,,,24.520200000000003,40.927800000000005,6.796,0.07300000000000001
a,2025-08-02 00:00:00,640.0,266.1,1.5,0.0,100.0,100.0,1.5e-16,SECOND,,,,24.520200000000003,40.927800000000005,6.796,0.07300000000000001
a,2025-08-02 00:00:00,640.0,266.1,1.5,0.0,100.0,100.0,1.5e-16,THIRD,,,,24.520200000000003,40.927800000000005,6.796,0.07300000000000001
a,2025-08-02 00:00:00,640.0,266.1,1.5,0.0,100.0,100.0,1.5e-16,FOURTH,,,,24.520200000000003,40.927800000000005,6.796,0.07300000000000001
a,2025-08-02 00:00:00,640.0,266.1,1.5,0.0,100.0,100.0,1.5e-16,FIFTH,,,,24.520200000000003,40.927800000000005,6.796,0.07300000000000001
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FIRST,,,,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,SECOND,,,,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,THIRD,,,,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FOURTH,,,,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FIFTH,,,,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FIRST,1.5,19.9,-0.7,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,SECOND,0.6,5.5,-0.1,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,THIRD,0.3,,0.5,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FOURTH,1.2,11.4,1.2,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,700.0,283.4,2.4,0.1,100.0,100.0,1.6e-16,FIFTH,,,-1.4,24.286,39.837,6.333,0.013
a,2025-08-02 00:00:00,760.0,277.7,2.6,0.0,100.0,100.0,9.7e-17,FIRST,,,,23.9226,36.4148,5.692200000000001,0.0048000000000000004
a,2025-08-02 00:00:00,760.0,277.7,2.6,0.0,100.0,100.0,9.7e-17,SECOND,,,,23.9226,36.4148,5.692200000000001,0.0048000000000000004
a,2025-08-02 00:00:00,760.0,277.7,2.6,0.0,100.0,100.0,9.7e-17,THIRD,,,,23.9226,36.4148,5.692200000000001,0.0048000000000000004
a,2025-08-02 00:00:00,760.0,277.7,2.6,0.0,100.0,100.0,9.7e-17,FOURTH,,,,23.9226,36.4148,5.692200000000001,0.0048000000000000004
a,2025-08-02 00:00:00,760.0,277.7,2.6,0.0,100.0,100.0,9.7e-17,FIFTH,,,,23.9226,36.4148,5.692200000000001,0.0048000000000000004
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIRST,,,,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,SECOND,,,,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,THIRD,,,,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FOURTH,,,,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIFTH,,,,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIRST,0.6,4.6,-0.5,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,SECOND,0.8,8.0,0.1,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,THIRD,,,0.7,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FOURTH,,,0.8,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIFTH,,,-0.6,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIRST,,,1.0,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,SECOND,,,0.4,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,THIRD,,,-0.1,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FOURTH,,,0.4,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,820.0,265.5,2.9,-0.1,100.0,100.0,7.5e-17,FIFTH,,,0.4,23.573,32.5736,4.8498,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FIRST,0.8,15.0,0.7,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,SECOND,,,0.7,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,THIRD,0.4,,0.6,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FOURTH,0.7,8.3,0.3,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FIFTH,,,0.9,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FIRST,1.5,16.7,-1.0,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,SECOND,,,-0.0,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,THIRD,0.8,4.4,1.0,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FOURTH,0.8,5.5,0.4,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,940.0,251.6,2.3,-0.0,100.0,100.0,2.5e-17,FIFTH,0.8,8.0,-0.4,22.9024,23.5656,3.0738,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIRST,1.3,15.2,0.2,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,SECOND,,,-0.6,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,THIRD,,,-1.4,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FOURTH,,,0.2,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIFTH,0.4,,-1.4,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIRST,0.5,,-0.5,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,SECOND,0.7,5.2,0.1,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,THIRD,0.8,4.9,0.7,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FOURTH,0.1,,0.3,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIFTH,1.4,16.2,-0.1,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIRST,,,0.4,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,SECOND,0.8,7.0,0.2,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,THIRD,0.8,7.0,-0.1,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FOURTH,,,-0.3,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1060.0,246.3,1.6,0.0,100.0,100.0,3.3e-17,FIFTH,0.7,5.9,0.7,22.1754,17.756800000000002,2.938,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FIRST,1.2,9.8,0.1,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,SECOND,,,0.3,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,THIRD,,,0.4,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FOURTH,,,0.7,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FIFTH,0.6,7.0,-0.2,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FIRST,0.5,,-0.2,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,SECOND,0.8,9.9,0.1,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,THIRD,,,0.5,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FOURTH,1.2,17.7,0.3,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1180.0,232.9,1.2,0.1,100.0,100.0,1.4e-16,FIFTH,1.0,22.3,-0.0,21.512,14.736799999999999,2.1534,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIRST,,,-0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,SECOND,,,0.3,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,THIRD,,,0.7,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FOURTH,1.0,22.1,0.5,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIFTH,0.9,22.6,0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIRST,0.8,7.6,-0.2,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,SECOND,0.9,9.0,0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,THIRD,,,0.5,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FOURTH,1.1,7.6,0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIFTH,3.8,33.9,0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIRST,,,0.3,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,SECOND,,,0.2,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,THIRD,,,0.1,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FOURTH,0.6,7.0,-0.2,20.834,3.662,0.792,0.0
a,2025-08-02 00:00:00,1300.0,224.9,1.1,-0.1,100.0,100.0,1.5e-16,FIFTH,0.5,6.1,0.6,20.834,3.662,0.792,0.0
