搜索轮次,指标门槛,记录宏平均平衡准确率,合并准确率,记录,试次序号,交叉验证折,真实方向,预测方向,右向判别分数,是否正确,随机种子,验证方式,该记录准确率,该记录平衡准确率,该记录曲线下面积
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,9,1,右,右,0.27196153798108147,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,10,3,右,左,-0.11197801643189664,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,13,5,右,右,0.2365694699430552,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,21,5,右,右,1.2069986911892714,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,22,4,右,右,0.3573620718427019,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,24,2,右,左,-0.2577021231155966,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,26,1,右,右,2.7287968247681436,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,31,3,右,右,3.6203181057657887,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,32,4,右,右,1.6175478582823766,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,34,2,右,右,0.031130081334555703,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,35,2,右,右,0.818825490728578,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,38,4,右,右,1.6828850405679783,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,39,1,右,左,-0.18101246174063523,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,40,4,右,左,-0.26731148485195816,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,42,2,右,左,-2.2644882228847365,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,44,5,右,左,-0.5361922069818402,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,47,5,右,左,-0.008857436469921067,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,49,3,右,右,0.41853103330090696,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,51,5,右,左,-0.10120001506921446,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,52,1,右,右,0.3645018093474663,1,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录1,54,3,右,左,-0.7147769584223342,0,20260928,记录内分层随机五折,0.5925925925925926,0.593103448275862,0.646896551724138
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,2,5,左,左,-0.2622384379226147,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,3,3,左,左,-0.21485126686340805,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,4,1,左,右,0.4189114278654338,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,6,1,左,左,-0.24672991871718525,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,9,3,左,右,0.3127497035771026,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,10,4,左,右,0.19080714750959124,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,14,4,左,左,-0.0875918483050216,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,15,4,左,左,-0.2550201443821787,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,16,3,左,右,0.6701088742310414,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,19,1,左,右,1.2077715098802673,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,20,2,左,左,-0.06091229918812225,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,22,1,左,右,0.9478509328050391,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,24,1,左,左,-0.25709003661373586,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,25,5,左,左,-0.217275401664346,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,29,3,左,右,0.6507026283014863,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,32,2,左,左,-0.17061475964154466,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,33,3,左,右,1.1221667004186802,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,34,4,左,右,0.1270745435799103,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,35,2,左,右,0.10075251622354348,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,36,2,左,右,0.3871150746278882,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,37,2,左,右,0.1256024870220137,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,38,5,左,右,0.31713607656151427,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,43,1,左,右,0.14564183728895105,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,44,4,左,左,-0.1569189932529193,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,49,1,左,右,0.6195869795047599,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,50,2,左,右,0.12807537855772436,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,52,2,左,左,-0.22220533659207523,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,54,2,左,左,-1.0724048067592802,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,55,4,左,右,0.2134164819796458,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,60,4,左,右,0.28425448643552814,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,61,5,左,右,0.1226302358135417,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,62,4,左,左,-0.21007791333741194,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,63,1,左,右,0.08929402079480356,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,64,3,左,左,-0.8803149973118151,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,67,5,左,右,0.22821321774639064,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,69,1,左,右,0.334224743563697,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,71,2,左,左,-0.14794729612109633,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,72,5,左,左,-1.1013366881452498,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,73,5,左,左,-0.006591061734581821,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,74,3,左,左,-0.39368151768402265,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,76,5,左,左,-0.31183702822756415,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,77,3,左,右,0.15115447393094608,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,78,3,左,左,-0.21780960930947016,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,79,4,左,左,-0.30573738877315687,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,80,5,左,左,-0.32381645655964947,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,1,4,右,右,0.418270869571003,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,5,1,右,左,-0.8022399338301947,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,7,1,右,左,-0.02294707567506913,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,8,4,右,左,-0.0111339837794682,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,11,1,右,右,0.05615917187468847,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,12,5,右,右,0.3796454100294722,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,13,2,右,右,0.45595930780019467,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,17,2,右,右,0.0037209902275119554,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,18,3,右,右,0.40990198656863475,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,21,1,右,左,-0.8237720953295085,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,23,1,右,左,-0.07416000264021265,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,26,3,右,右,0.12504437273769933,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,27,4,右,左,-0.05867974884008359,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,28,3,右,右,0.14241968099965513,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,30,3,右,右,0.21848659039032992,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,31,2,右,左,-0.754427902416988,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,39,2,右,左,-0.5993955456453159,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,40,5,右,左,-0.6589783975409331,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,41,5,右,左,-1.0064256481633789,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,42,1,右,右,0.4381654618294811,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,45,2,右,左,-0.0026073894142849617,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,46,5,右,右,0.48322507986687546,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,47,4,右,左,-0.11233768834934162,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,48,3,右,左,-0.3183053041302209,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,51,1,右,左,-1.2187881665322207,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,53,2,右,左,-0.26010296717262504,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,56,3,右,右,0.3070109053959474,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,57,4,右,左,-0.4798833940072208,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,58,5,右,左,-0.08907601442136417,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,59,4,右,右,0.2639160414828637,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,65,4,右,左,-0.1278557058020371,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,66,2,右,左,-0.21593976915468394,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,68,5,右,左,-1.0797012296204322,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,70,3,右,右,0.7875334379871892,1,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,A组记录2,75,5,右,左,-0.2348668820390091,0,20260928,记录内分层随机五折,0.45,0.4444444444444444,0.43746031746031744
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,1,4,左,右,0.2136188911405736,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,2,5,左,右,0.3673075803226908,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,4,4,左,左,-0.006300622209646435,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,7,4,左,右,0.43701664447249466,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,8,1,左,左,-0.7706792025063154,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,9,3,左,右,0.3802795446589165,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,11,5,左,右,0.1152239236990278,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,13,5,左,右,0.6753437442651568,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,15,2,左,左,-0.07778703986593537,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,16,1,左,左,-0.658522063050127,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,18,3,左,左,-0.2910427491298276,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,26,5,左,左,-0.19072301116361284,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,28,1,左,左,-0.3915232561172267,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,29,5,左,左,-0.3634555320027816,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,31,1,左,右,0.8724921766868053,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,32,3,左,左,-1.0858284625029337,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,33,5,左,右,0.48014123814241993,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,36,4,左,右,0.1858980993730557,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,43,2,左,左,-0.5165352313667534,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,45,2,左,左,-0.21614824749408257,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,48,2,左,左,-0.18508705826154312,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,52,3,左,右,1.2078659944435175,0,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
3,0.55,0.5560671869405514,0.5555555555555556,B组记录1,53,4,左,左,-1.5555523273666865,1,20260928,记录内分层随机五折,0.6024096385542169,0.6024970963995354,0.6045296167247387
